name,frame,sim_time,yaw
static_000,730,7.060042,0.000000
static_001,732,7.243590,0.000000
static_002,734,7.420625,0.000000
static_003,736,7.609394,0.000000
static_004,738,7.800389,0.000000
static_005,740,7.989694,0.000000
static_006,742,8.172374,0.000000
static_007,744,8.353843,0.000000
static_008,746,8.543009,0.000000
static_009,748,8.732070,0.000000
pan_000,1120,14.771067,-24.781616
pan_001,1122,14.964291,-22.366327
pan_002,1124,15.141349,-20.153098
pan_003,1126,15.333472,-17.751558
pan_004,1128,15.510733,-15.535791
pan_005,1130,15.709932,-13.045810
pan_006,1132,15.885107,-10.856126
pan_007,1134,16.060451,-8.664318
pan_008,1136,16.236495,-6.463765
pan_009,1138,16.448239,-3.816969
pan_010,1140,16.637672,-1.449055
pan_011,1142,16.840389,1.084907
pan_012,1144,17.042734,3.614211
pan_013,1146,17.215824,5.777840
pan_014,1148,17.389178,7.944761
pan_015,1150,17.585066,10.393372
pan_016,1152,17.787514,12.923970
pan_017,1154,17.962497,15.111249
pan_018,1156,18.144423,17.385323
pan_019,1158,18.319471,19.573427
pan_020,1160,18.492603,21.737578
pan_021,1162,18.697362,24.297064
pan_022,1164,18.904992,25.000000
pan_023,1166,19.108363,25.000000
pan_024,1168,19.314923,25.000000
pan_025,1170,19.488664,25.000000
pan_026,1172,19.687521,25.000000
pan_027,1174,19.889319,25.000000
pan_028,1176,20.093329,25.000000
pan_029,1178,20.290474,25.000000
pan_030,1180,20.454398,25.000000
pan_031,1182,20.659699,25.000000
walk_end,1313,22.666786,0.000000
