frame,time,phase,age,cosmetic,head_drop,pelvis_drop,root_drift
1255,5.978990,4,0.923004,1,80.140162,3.865593,0.000000
1256,5.991639,4,0.935653,1,80.426933,3.300523,0.000000
1257,6.004281,4,0.948295,1,80.259230,3.016672,0.000000
1258,6.017870,4,0.961883,1,80.093729,2.711564,0.000000
1259,6.030896,4,0.974909,1,79.554138,2.555523,0.000000
1260,6.044564,4,0.988578,1,78.755768,2.474868,0.000000
1261,6.057877,4,1.001890,1,77.945152,2.401121,0.000000
1262,6.071985,4,1.015999,1,76.834375,2.353850,0.000000
1263,6.085219,4,1.029233,1,75.798687,2.309507,0.000000
1264,6.097707,4,1.041720,1,74.679955,2.383269,0.000000
1265,6.111653,4,1.055666,1,73.344285,2.528771,0.000000
1266,6.124380,4,1.068393,1,72.110817,2.672324,0.000000
1267,6.137252,4,1.081265,1,70.803259,2.886935,0.000000
1268,6.151297,4,1.095311,1,69.366797,3.121101,0.000000
1269,6.166959,4,1.110973,1,68.885259,3.199284,0.000000
1270,6.178689,4,1.122703,1,68.885259,3.199284,0.000000
1271,6.192825,4,1.136838,1,68.885259,3.199284,0.000000
1272,6.206972,4,1.150985,1,68.885259,3.199284,0.000000
1273,6.221015,4,1.165029,1,68.885259,3.199284,0.000000
1274,6.236380,4,1.180393,1,68.885259,3.199284,0.000000
1275,6.251826,4,1.195839,1,68.885259,3.199284,0.000000
1276,6.267425,4,1.211438,1,68.885259,3.199284,0.000000
1277,6.281748,4,1.225762,1,68.885259,3.199284,0.000000
1278,6.297381,4,1.241394,1,68.885259,3.199284,0.000000
1279,6.311769,4,1.255783,1,68.885259,3.199284,0.000000
1280,6.327012,4,1.271025,1,68.885259,3.199284,0.000000
1281,6.342047,4,1.286060,1,68.885259,3.199284,0.000000
1282,6.356353,4,1.300367,1,68.885259,3.199284,0.000000
1283,6.368000,4,1.312014,1,68.885259,3.199284,0.000000
1284,6.383095,4,1.327108,1,68.885259,3.199284,0.000000
1285,6.396867,4,1.340881,1,68.885259,3.199284,0.000000
1286,6.411272,5,1.355286,1,68.885259,3.199284,0.000000
