frame,wall_seconds,wall_delta_ms,sim_delta_ms,stage,phase,cycle,game_ms,render_ms,rhi_ms,gpu_ms,game_wait_ms,render_wait_ms,swap_ms,pawn_count,autonomous_pawns,player_x,player_y,player_z,view_yaw,health,ammo,pressure,active_audio,active_vfx
559,0.001069333,1.069333,54.094627,warmup,terminal,0,49.021999,8.904000,1.506000,5.612000,0.001000,1.069000,0.017000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
560,0.008100987,7.031654,6.497352,warmup,terminal,1,5.685000,9.276000,1.506000,5.612000,0.000000,39.907001,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
561,0.023022155,14.921168,6.938152,warmup,terminal,1,6.693000,9.019000,1.766000,5.612000,0.001000,0.016000,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
562,0.040212892,17.190737,14.977979,warmup,terminal,1,3.715000,16.636999,1.641000,5.624000,11.496000,0.516000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
563,0.057505491,17.292599,17.227737,warmup,terminal,1,4.019000,16.320000,1.651000,5.629000,13.263000,0.582000,0.050000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
564,0.075448464,17.942973,17.228709,warmup,terminal,1,3.763000,16.792000,1.429000,5.635000,13.360000,0.466000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
565,0.092401996,16.953532,18.108997,warmup,terminal,1,4.583000,17.023001,1.541000,5.617000,14.106000,0.811000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
566,0.111079346,18.677350,16.895910,warmup,terminal,1,4.796000,17.277000,2.522000,5.629000,11.885000,0.483000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
567,0.128601270,17.521924,18.667200,warmup,terminal,1,4.836000,17.275999,1.594000,5.615000,14.174000,0.425000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
568,0.146275928,17.674658,17.550735,warmup,terminal,1,4.776000,17.392000,1.556000,5.622000,12.691000,0.557000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
569,0.163241250,16.965322,17.660037,warmup,terminal,1,4.966000,16.999001,1.453000,5.609000,12.732000,0.505000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
570,0.180403687,17.162437,16.929701,warmup,terminal,1,5.361000,16.445000,1.540000,5.633000,12.000000,0.439000,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
571,0.197728876,17.325189,17.192767,warmup,terminal,1,5.501000,16.697001,1.710000,5.666000,11.738000,0.578000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
572,0.218019082,20.290206,17.350652,warmup,terminal,1,4.603000,16.674999,1.534000,5.624000,11.992000,1.155000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
573,0.238630514,20.611432,20.445108,warmup,terminal,1,6.141000,20.400999,1.723000,5.624000,15.312000,1.061000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
574,0.257232322,18.601808,20.454409,warmup,terminal,1,6.571000,19.128000,1.471000,5.677000,14.245000,0.954000,0.018000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
