frame,view,aa,requested_aa,screen_percentage,temporal_upsampling,dynamic_res,gi,reflections,vsm,nanite,ray_tracing,tsr_supported,external_upscaler,width,height,feature_sm6,nanite_supported,nanite_enabled,vsm_enabled,lumen_supported
288,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
289,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
290,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
291,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
292,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
293,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
294,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
295,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
296,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
297,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
298,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
299,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
300,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
301,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
302,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
303,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
304,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
305,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
306,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
307,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
308,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
309,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
310,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
311,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
312,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
313,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
314,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
315,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
316,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
317,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
318,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
319,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
320,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
321,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
322,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
323,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
324,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
325,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
326,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
327,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
328,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
329,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
330,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
331,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
332,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
333,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
334,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
335,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
336,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
337,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
338,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
339,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
340,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
341,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
342,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
343,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
344,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
345,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
346,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
347,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
348,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
349,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
350,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
351,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
352,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
353,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
354,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
355,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
356,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
357,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
358,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
359,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
360,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
361,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
362,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
363,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
364,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
365,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
366,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
367,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
368,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
369,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
370,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
371,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
372,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
373,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
374,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
375,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
376,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
377,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
378,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
379,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
380,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
381,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
382,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
383,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
384,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
385,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
386,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
387,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
388,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
389,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
390,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
391,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
392,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
393,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
394,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
395,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
396,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
397,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
398,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
399,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
400,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
401,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
402,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
403,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
404,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
405,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
406,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
407,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
408,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
409,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
410,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
411,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
412,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
413,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
414,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
415,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
416,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
417,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
418,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
419,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
420,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
421,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
422,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
423,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
424,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
425,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
426,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
427,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
428,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
429,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
430,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
431,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
432,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
433,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
434,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
435,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
436,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
437,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
438,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
439,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
440,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
441,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
442,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
443,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
444,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
445,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
446,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
447,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
448,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
449,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
450,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
451,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
452,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
453,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
454,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
455,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
456,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
457,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
458,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
459,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
460,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
461,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
462,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
463,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
464,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
465,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
466,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
467,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
468,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
469,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
470,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
471,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
472,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
473,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
474,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
475,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
476,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
477,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
478,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
479,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
480,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
481,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
482,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
483,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
484,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
485,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
486,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
487,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
488,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
489,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
490,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
491,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
492,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
493,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
494,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
495,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
496,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
497,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
498,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
499,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
500,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
501,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
502,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
503,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
504,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
505,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
506,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
507,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
508,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
509,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
510,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
511,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
512,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
513,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
514,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
515,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
516,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
517,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
518,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
519,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
520,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
521,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
522,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
523,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
524,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
525,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
526,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
527,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
528,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
529,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
530,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
531,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
532,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
533,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
534,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
535,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
536,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
537,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
538,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
539,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
540,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
541,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
542,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
543,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
544,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
545,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
546,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
547,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
548,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
549,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
550,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
551,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
552,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
553,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
554,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
555,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
556,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
557,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
558,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
559,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
560,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
561,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
562,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
563,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
564,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
565,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
566,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
567,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
568,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
569,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
570,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
571,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
572,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
573,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
574,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
575,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
576,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
577,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
578,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
579,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
580,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
581,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
582,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
583,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
584,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
585,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
586,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
587,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
588,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
589,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
590,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
591,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
592,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
593,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
594,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
595,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720,1,1,1,1,1
