frame,phase,rig_visible,dormant,updates,wheel_error,axle_error,spin_error,link_error,root_error,paint_error,body_visible,cosmetic_collision
649,1,1,0,56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
650,1,1,0,57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
651,1,1,0,58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
652,1,1,0,59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
653,1,1,0,60,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
654,1,1,0,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
655,1,1,0,62,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
656,1,1,0,63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
657,1,1,0,64,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
658,1,1,0,65,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
659,1,1,0,66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
660,1,1,0,67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
661,1,1,0,68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
662,1,1,0,69,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
663,1,1,0,70,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
664,1,1,0,71,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
665,1,1,0,72,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
666,1,1,0,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
667,1,1,0,74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
668,1,1,0,75,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
669,1,1,0,76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
670,1,1,0,77,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
671,1,1,0,78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
672,1,1,0,79,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
673,1,1,0,80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
674,1,1,0,81,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
675,1,1,0,82,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
676,1,1,0,83,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
677,1,1,0,84,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
678,1,1,0,85,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
679,1,1,0,86,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
680,1,1,0,87,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
681,1,1,0,88,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
682,1,1,0,89,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
683,1,1,0,90,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
684,1,1,0,91,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
685,1,1,0,92,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
686,1,1,0,93,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
687,1,1,0,94,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
688,1,1,0,95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
689,1,1,0,96,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
690,1,1,0,97,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
691,1,1,0,98,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
692,1,1,0,99,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
693,1,1,0,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
694,1,1,0,101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
695,1,1,0,102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
696,1,1,0,103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
697,1,1,0,104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
698,1,1,0,105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
699,1,1,0,106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
700,1,1,0,107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
701,1,1,0,108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
702,1,1,0,109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
703,1,1,0,110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
704,1,1,0,111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
705,1,1,0,112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
706,1,1,0,113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
707,1,1,0,114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
708,1,1,0,115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
709,1,1,0,116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
710,1,1,0,117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
711,1,1,0,118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
712,1,1,0,119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
713,1,1,0,120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
714,1,1,0,121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
715,1,1,0,122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
716,1,1,0,123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
717,1,1,0,124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
718,1,1,0,125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
719,1,1,0,126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
720,1,1,0,127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
721,1,1,0,128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
722,1,1,0,129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
723,1,1,0,130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
724,1,1,0,131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
725,1,1,0,132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
726,1,1,0,133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
727,1,1,0,134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
728,1,1,0,135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
729,1,1,0,136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
730,1,1,0,137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
731,1,1,0,138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
732,1,1,0,139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
733,1,1,0,140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
734,1,1,0,141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
735,1,1,0,142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
736,1,1,0,143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
737,1,1,0,144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
738,1,1,0,145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
739,1,1,0,146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
740,1,1,0,147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
741,1,1,0,148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
742,1,1,0,149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
743,1,1,0,150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
744,1,1,0,151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
745,1,1,0,152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
746,1,1,0,153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
747,1,1,0,154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
748,1,1,0,155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
749,1,1,0,156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
750,1,1,0,157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
751,1,1,0,158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
752,1,1,0,159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
753,1,1,0,160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
754,1,1,0,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
755,1,1,0,162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
756,1,1,0,163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
757,1,1,0,164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
758,1,1,0,165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
759,1,1,0,166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
760,1,1,0,167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
761,1,1,0,168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
762,22,1,0,169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
763,22,1,0,170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
764,2,1,0,171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
765,2,1,0,172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
766,2,1,0,173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
767,2,1,0,174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
768,2,1,0,175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
769,2,1,0,176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
770,2,1,0,177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
771,2,1,0,178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
772,2,1,0,179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
773,2,1,0,180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
774,2,1,0,181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
775,2,1,0,182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
776,2,1,0,183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
777,2,1,0,184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
778,2,1,0,185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
779,2,1,0,186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
780,2,1,0,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
781,2,1,0,188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
782,2,1,0,189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
783,2,1,0,190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
784,2,1,0,191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
785,3,1,0,192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
786,3,1,0,193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
787,3,1,0,194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
788,3,1,0,195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
789,3,1,0,196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
790,3,1,0,197,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
791,3,1,0,198,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
792,3,1,0,199,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
793,3,1,0,200,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
794,3,1,0,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
795,3,1,0,202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
796,3,1,0,203,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
797,3,1,0,204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
798,3,1,0,205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
799,3,1,0,206,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
800,3,1,0,207,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
801,3,1,0,208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
802,3,1,0,209,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
803,3,1,0,210,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
804,3,1,0,211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
805,3,1,0,212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
806,3,1,0,213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
807,3,1,0,214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
808,3,1,0,215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
809,3,1,0,216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
810,3,1,0,217,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
811,3,1,0,218,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
812,3,1,0,219,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
813,3,1,0,220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
814,3,1,0,221,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
815,3,1,0,222,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
816,3,1,0,223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
817,3,1,0,224,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
818,3,1,0,225,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
819,3,1,0,226,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
820,3,1,0,227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
821,3,1,0,228,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
822,3,1,0,229,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
823,3,1,0,230,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
824,3,1,0,231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
825,3,1,0,232,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
826,3,1,0,233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
827,3,1,0,234,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
828,3,1,0,235,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
829,3,1,0,236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
830,3,1,0,237,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
831,3,1,0,238,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
832,3,1,0,239,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
833,3,1,0,240,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
834,3,1,0,241,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
835,3,1,0,242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
836,3,1,0,243,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
837,3,1,0,244,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
838,3,1,0,245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
839,3,1,0,246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
840,3,1,0,247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
841,3,1,0,248,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
842,3,1,0,249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
843,3,1,0,250,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
844,3,1,0,251,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
845,3,1,0,252,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
846,3,1,0,253,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
847,3,1,0,254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
848,3,1,0,255,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
849,3,1,0,256,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
850,3,1,0,257,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
851,3,1,0,258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
852,3,1,0,259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
853,3,1,0,260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
854,3,1,0,261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
855,3,1,0,262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
856,3,1,0,263,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
857,3,1,0,264,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
858,3,1,0,265,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
859,3,1,0,266,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
860,3,1,0,267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
861,3,1,0,268,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
862,3,1,0,269,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
863,3,1,0,270,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
864,3,1,0,271,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
865,3,1,0,272,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
866,3,1,0,273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
867,3,1,0,274,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
868,3,1,0,275,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
869,3,1,0,276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
870,3,1,0,277,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
871,3,1,0,278,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
872,3,1,0,279,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
873,3,1,0,280,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
874,3,1,0,281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
875,4,1,0,282,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
876,4,1,0,283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
877,4,1,0,284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
878,4,1,0,285,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
879,4,1,0,286,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
880,4,1,0,287,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
881,4,1,0,288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
882,4,1,0,289,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
883,4,1,0,290,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
884,4,1,0,291,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
885,4,1,0,292,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
886,4,1,0,293,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
887,4,1,0,294,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
888,4,1,0,295,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
889,4,1,0,296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
890,4,1,0,297,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
891,4,1,0,298,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
892,4,1,0,299,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
893,5,1,0,300,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
894,5,1,0,301,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
895,5,1,0,302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
896,5,1,0,303,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
897,5,1,0,304,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
898,5,1,0,305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
899,5,1,0,306,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
900,5,1,0,307,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
901,5,1,0,308,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
902,5,1,0,309,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
903,5,1,0,310,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
904,5,1,0,311,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
905,5,1,0,312,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
906,5,1,0,313,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
907,5,1,0,314,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
908,5,1,0,315,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
909,5,1,0,316,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
