frame,phase,rig_visible,dormant,updates,wheel_error,axle_error,spin_error,link_error,root_error,paint_error,body_visible,cosmetic_collision
910,5,1,0,317,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
911,6,1,0,318,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
912,6,1,0,319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
913,6,1,0,320,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
914,6,1,0,321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
915,6,1,0,322,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
916,6,1,0,323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
917,6,1,0,324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
918,6,1,0,325,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
919,6,1,0,326,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
920,6,1,0,327,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
921,6,1,0,328,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
922,6,1,0,329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
923,6,1,0,330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
924,6,1,0,331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
925,6,1,0,332,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
926,6,1,0,333,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
927,6,1,0,334,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
928,6,1,0,335,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
929,6,1,0,336,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
930,6,1,0,337,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
931,6,1,0,338,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
932,6,1,0,339,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
933,6,1,0,340,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
934,6,1,0,341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
935,6,1,0,342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
936,6,1,0,343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
937,6,1,0,344,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
938,6,1,0,345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
939,6,1,0,346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
940,6,1,0,347,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
941,6,1,0,348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
942,6,1,0,349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
943,6,1,0,350,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
944,6,1,0,351,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
945,6,1,0,352,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
946,6,1,0,353,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
947,6,1,0,354,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
948,6,1,0,355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
949,6,1,0,356,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
950,6,1,0,357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
951,6,1,0,358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
952,6,1,0,359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
953,6,1,0,360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
954,6,1,0,361,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
955,6,1,0,362,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
956,6,1,0,363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
957,6,1,0,364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
958,6,1,0,365,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
959,6,1,0,366,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
960,6,1,0,367,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
961,6,1,0,368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
962,6,1,0,369,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
963,6,1,0,370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
964,6,1,0,371,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
965,6,1,0,372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
966,6,1,0,373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
967,6,1,0,374,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
968,6,1,0,375,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
969,6,1,0,376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
970,6,1,0,377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
971,6,1,0,378,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
972,6,1,0,379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
973,6,1,0,380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
974,6,1,0,381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
975,6,1,0,382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
976,6,1,0,383,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
977,6,1,0,384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
978,6,1,0,385,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
979,6,1,0,386,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
980,6,1,0,387,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
981,6,1,0,388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
982,6,1,0,389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
983,6,1,0,390,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
984,6,1,0,391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
985,6,1,0,392,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
986,6,1,0,393,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
987,6,1,0,394,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
988,6,1,0,395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
989,6,1,0,396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
990,6,1,0,397,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
991,6,1,0,398,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
992,6,1,0,399,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
993,6,1,0,400,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
994,6,1,0,401,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
995,6,1,0,402,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
996,6,1,0,403,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
997,6,1,0,404,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
998,6,1,0,405,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
999,6,1,0,406,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1000,6,1,0,407,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1001,6,1,0,408,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1002,6,1,0,409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1003,6,1,0,410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1004,6,1,0,411,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1005,6,1,0,412,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1006,6,1,0,413,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1007,6,1,0,414,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1008,6,1,0,415,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
1009,6,1,0,416,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1010,6,1,0,417,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
1011,6,1,0,418,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1012,6,1,0,419,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1013,6,1,0,420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1014,6,1,0,421,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1015,6,1,0,422,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
1016,6,1,0,423,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1017,6,1,0,424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1018,6,1,0,425,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1019,6,1,0,426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1020,6,1,0,427,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1021,6,1,0,428,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
1022,6,1,0,429,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
1023,6,1,0,430,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1024,6,1,0,431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1025,6,1,0,432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1026,6,1,0,433,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1027,6,1,0,434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1028,6,1,0,435,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1029,6,1,0,436,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1030,6,1,0,437,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1031,6,1,0,438,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1032,6,1,0,439,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1033,6,1,0,440,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1034,6,1,0,441,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1035,6,1,0,442,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1036,6,1,0,443,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1037,6,1,0,444,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1038,6,1,0,445,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1039,6,1,0,446,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1040,6,1,0,447,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1041,6,1,0,448,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1042,6,1,0,449,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1043,6,1,0,450,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1044,6,1,0,451,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1045,6,1,0,452,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1046,6,1,0,453,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1047,6,1,0,454,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1048,6,1,0,455,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1049,6,1,0,456,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1050,6,1,0,457,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1051,6,1,0,458,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1052,6,1,0,459,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1053,6,1,0,460,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1054,6,1,0,461,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1055,6,1,0,462,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1056,6,1,0,463,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1057,6,1,0,464,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1058,6,1,0,465,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1059,6,1,0,466,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1060,6,1,0,467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1061,6,1,0,468,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1062,6,1,0,469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1063,6,1,0,470,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1064,6,1,0,471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1065,6,1,0,472,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1066,6,1,0,473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1067,6,1,0,474,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1068,6,1,0,475,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1069,6,1,0,476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1070,6,1,0,477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1071,6,1,0,478,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1072,6,1,0,479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1073,6,1,0,480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1074,6,1,0,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1075,6,1,0,482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1076,6,1,0,483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1077,6,1,0,484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1078,6,1,0,485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1079,6,1,0,486,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1080,6,1,0,487,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1081,6,1,0,488,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1082,6,1,0,489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1083,6,1,0,490,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1084,6,1,0,491,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1085,6,1,0,492,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1086,6,1,0,493,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1087,6,1,0,494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1088,6,1,0,495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1089,6,1,0,496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1090,6,1,0,497,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1091,6,1,0,498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1092,6,1,0,499,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1093,6,1,0,500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1094,6,1,0,501,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1095,6,1,0,502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1096,6,1,0,503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1097,6,1,0,504,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1098,6,1,0,505,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1099,6,1,0,506,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1100,6,1,0,507,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1101,6,1,0,508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1102,6,1,0,509,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
1103,6,1,0,510,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1104,6,1,0,511,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1105,6,1,0,512,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1106,6,1,0,513,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1107,6,1,0,514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1108,6,1,0,515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1109,6,1,0,516,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1110,6,1,0,517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1111,6,1,0,518,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1112,6,1,0,519,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1113,6,1,0,520,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1114,6,1,0,521,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1115,6,1,0,522,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1116,6,1,0,523,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1117,6,1,0,524,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1118,6,1,0,525,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
1119,6,1,0,526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1120,6,1,0,527,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
1121,6,1,0,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1122,6,1,0,529,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1123,6,1,0,530,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
1124,6,1,0,531,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
1125,6,1,0,532,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1126,6,1,0,533,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1127,6,1,0,534,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1128,6,1,0,535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1129,6,1,0,536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1130,6,1,0,537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1131,6,1,0,538,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1132,6,1,0,539,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1133,6,1,0,540,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
1134,6,1,0,541,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
1135,6,1,0,542,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1136,6,1,0,543,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1137,6,1,0,544,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1138,6,1,0,545,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1139,6,1,0,546,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1140,6,1,0,547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1141,6,1,0,548,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
1142,6,1,0,549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1143,6,1,0,550,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1144,6,1,0,551,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1145,6,1,0,552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1146,6,1,0,553,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1147,6,1,0,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1148,6,1,0,555,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1149,6,1,0,556,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1150,6,1,0,557,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1151,6,1,0,558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1152,6,1,0,559,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1153,6,1,0,560,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1154,6,1,0,561,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1155,6,1,0,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1156,6,1,0,563,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1157,6,1,0,564,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1158,6,1,0,565,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1159,6,1,0,566,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
1160,6,1,0,567,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
1161,6,1,0,568,0.000000,0.000002,0.000002,0.000000,0.000000,0.000000,0,0
1162,6,1,0,569,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
1163,6,1,0,570,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1164,6,1,0,571,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1165,6,1,0,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1166,6,1,0,573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1167,6,1,0,574,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1168,6,1,0,575,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1169,6,1,0,576,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1170,6,1,0,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1171,6,1,0,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1172,6,1,0,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1173,6,1,0,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1174,6,1,0,581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1175,6,1,0,582,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1176,6,1,0,583,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1177,6,1,0,584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1178,6,1,0,585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1179,6,1,0,586,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1180,6,1,0,587,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1181,6,1,0,588,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
1182,6,1,0,589,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1183,6,1,0,590,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1184,6,1,0,591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1185,6,1,0,592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1186,6,1,0,593,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1187,6,1,0,594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1188,6,1,0,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1189,6,1,0,596,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1190,6,1,0,597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1191,6,1,0,598,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1192,6,1,0,599,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1193,6,1,0,600,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1194,6,1,0,601,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1195,6,1,0,602,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1196,6,1,0,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1197,6,1,0,604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1198,6,1,0,605,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0,0
1199,6,1,0,606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1200,6,1,0,607,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1201,6,1,0,608,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1202,6,1,0,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1203,6,1,0,610,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1204,6,1,0,611,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1205,6,1,0,612,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1206,6,1,0,613,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0,0
1207,6,1,0,614,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1208,6,1,0,615,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1209,6,1,0,616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1210,6,1,0,617,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1211,6,1,0,618,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0,0
1212,6,1,0,619,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1213,6,1,0,620,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1214,6,1,0,621,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0,0
1215,6,1,0,622,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0,0
1216,6,1,0,623,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0,0
1217,6,1,0,624,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0,0
1218,6,1,0,625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1219,6,1,0,626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
1220,6,1,0,627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
