frame,wall_seconds,wall_ms,sim_ms,phase,x,y,z,yaw,roll,pitch,speed,velocity,contacts,travel,spin,throttle,steering,brake,held,dormant,health,impacts,driver,player_health,ammo,audio,resident_bytes
595,0.261089646,9.837141,222.865786,1,2800.0000,-450.0000,108.1046,0.0000,0.0000,0.0000,0.0000,48.7147,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3074359296
596,0.278785517,17.695871,16.667287,1,2800.0000,-450.0000,107.0231,0.0000,0.0000,0.0000,0.0000,64.8860,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3074760704
597,0.292208334,13.422817,16.667838,1,2800.0000,-450.0000,105.6728,0.0000,0.0000,0.0000,0.0000,81.0175,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075301376
598,0.310265102,18.056768,16.667128,1,2800.0000,-450.0000,104.0543,0.0000,0.0000,0.0000,0.0000,97.1079,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075485696
599,0.324907117,14.642015,16.667327,1,2800.0000,-450.0000,102.1682,0.0000,0.0000,0.0000,0.0000,113.1582,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075604480
600,0.340120273,15.213156,16.668759,1,2800.0000,-450.0000,100.0151,0.0000,0.0000,0.0000,0.0000,129.1698,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075743744
601,0.355872432,15.752159,16.667968,1,2800.0000,-450.0000,97.5959,0.0000,0.0000,0.0000,0.0000,145.1407,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075821568
602,0.374623705,18.751273,16.667217,1,2800.0000,-450.0000,95.3224,0.0000,0.0000,0.0000,0.0000,136.4029,4,59.5959,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075874816
603,0.391391335,16.767630,16.668128,1,2800.0000,-450.0000,93.2203,0.0000,0.0000,0.0000,-0.0000,126.1154,4,57.3224,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075928064
604,0.410431084,19.039749,16.667868,1,2800.0000,-450.0000,91.3074,0.0000,0.0000,0.0000,-0.0000,114.7682,4,55.2203,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075985408
