frame,time,phase,x,y,z,foot_x,foot_y,foot_z,visible,tick
1059,3.011074,2,6000.0000,-1000.0000,90.0000,19.7799,8.6899,7.6995,1,1
1060,3.025266,2,6000.0000,-1000.0000,90.0000,19.7793,8.6853,7.6975,1,1
1061,3.425266,2,6000.0000,-1000.0000,90.0000,19.7577,8.6669,7.6903,1,1
1062,3.433502,2,6000.0000,-1000.0000,90.0000,19.7538,8.6686,7.6895,1,1
1063,3.437765,2,6000.0000,-1000.0000,90.0000,19.7536,8.6698,7.6893,1,1
1064,3.450017,2,6000.0000,-1000.0000,90.0000,19.7527,8.6734,7.6888,1,1
1065,3.463663,2,6000.0000,-1000.0000,90.0000,19.7518,8.6774,7.6881,1,1
1066,3.478227,2,6000.0000,-1000.0000,90.0000,19.7546,8.6796,7.6885,1,1
1067,3.492321,2,6000.0000,-1000.0000,90.0000,19.7583,8.6813,7.6892,1,1
1068,3.506075,2,6000.0000,-1000.0000,90.0000,19.7622,8.6804,7.6903,1,1
1069,3.520217,2,6000.0000,-1000.0000,90.0000,19.7665,8.6763,7.6921,1,1
1070,3.533731,2,6000.0000,-1000.0000,90.0000,19.7706,8.6723,7.6937,1,1
1071,3.547618,2,6000.0000,-1000.0000,90.0000,19.7702,8.6703,7.6955,1,1
1072,3.561283,2,6000.0000,-1000.0000,90.0000,19.7698,8.6683,7.6973,1,1
1073,3.576054,2,6000.0000,-1000.0000,90.0000,19.7722,8.6691,7.6987,1,1
1074,3.591095,2,6000.0000,-1000.0000,90.0000,19.7765,8.6716,7.6999,1,1
1075,3.605504,2,6000.0000,-1000.0000,90.0000,19.7802,8.6741,7.7011,1,1
1076,3.619679,2,6000.0000,-1000.0000,90.0000,19.7834,8.6764,7.7022,1,1
1077,3.633117,2,6000.0000,-1000.0000,90.0000,19.7863,8.6787,7.7033,1,1
1078,3.645846,2,6000.0000,-1000.0000,90.0000,19.7896,8.6774,7.7053,1,1
1079,3.659406,2,6000.0000,-1000.0000,90.0000,19.7931,8.6761,7.7074,1,1
1080,3.672224,2,6000.0000,-1000.0000,90.0000,19.7947,8.6746,7.7091,1,1
1081,3.685137,2,6000.0000,-1000.0000,90.0000,19.7941,8.6728,7.7104,1,1
1082,3.698648,2,6000.0000,-1000.0000,90.0000,19.7935,8.6710,7.7117,1,1
1083,3.712370,2,6000.0000,-1000.0000,90.0000,19.7904,8.6708,7.7114,1,1
1084,3.725940,2,6000.0000,-1000.0000,90.0000,19.7871,8.6708,7.7110,1,1
1085,3.739053,2,6000.0000,-1000.0000,90.0000,19.7868,8.6706,7.7106,1,1
1086,3.752723,2,6000.0000,-1000.0000,90.0000,19.7904,8.6700,7.7100,1,1
1087,3.764699,2,6000.0000,-1000.0000,90.0000,19.7936,8.6694,7.7095,1,1
1088,3.777157,2,6000.0000,-1000.0000,90.0000,19.7962,8.6676,7.7092,1,1
1089,3.790199,2,6000.0000,-1000.0000,90.0000,19.7987,8.6655,7.7088,1,1
1090,3.804288,2,6000.0000,-1000.0000,90.0000,19.8008,8.6645,7.7087,1,1
1091,3.817246,2,6000.0000,-1000.0000,90.0000,19.8014,8.6664,7.7093,1,1
1092,3.830253,2,6000.0000,-1000.0000,90.0000,19.8020,8.6683,7.7098,1,1
1093,3.843856,2,6000.0000,-1000.0000,90.0000,19.8023,8.6689,7.7098,1,1
1094,3.857328,2,6000.0000,-1000.0000,90.0000,19.8026,8.6691,7.7097,1,1
1095,3.870516,2,6000.0000,-1000.0000,90.0000,19.8017,8.6698,7.7091,1,1
1096,3.883718,2,6000.0000,-1000.0000,90.0000,19.7983,8.6714,7.7074,1,1
1097,3.896437,2,6000.0000,-1000.0000,90.0000,19.7949,8.6731,7.7057,1,1
1098,3.909078,2,6000.0000,-1000.0000,90.0000,19.7931,8.6747,7.7049,1,1
1099,3.922618,2,6000.0000,-1000.0000,90.0000,19.7918,8.6766,7.7045,1,1
1100,3.935442,2,6000.0000,-1000.0000,90.0000,19.7903,8.6779,7.7039,1,1
1101,3.948799,2,6000.0000,-1000.0000,90.0000,19.7874,8.6769,7.7030,1,1
1102,3.961456,2,6000.0000,-1000.0000,90.0000,19.7847,8.6761,7.7021,1,1
1103,3.974295,2,6000.0000,-1000.0000,90.0000,19.7838,8.6765,7.7008,1,1
1104,3.987620,2,6000.0000,-1000.0000,90.0000,19.7842,8.6778,7.6992,1,1
1105,4.000534,2,6000.0000,-1000.0000,90.0000,19.7846,8.6789,7.6976,1,1
1106,4.013858,3,6000.0000,-1000.0000,90.0000,19.7849,8.6764,7.6968,1,1
1107,4.027096,3,6000.4206,-1000.0000,90.0000,19.7551,8.6406,7.6777,1,1
1108,4.040755,3,6001.3024,-1000.0000,90.0000,19.6629,8.4963,7.6171,1,1
1109,4.055720,3,6002.8058,-1000.0000,90.0000,19.4592,8.0353,7.4870,1,1
1110,4.069851,3,6004.7048,-1000.0000,90.0000,19.2011,7.1604,7.2920,1,1
1111,4.083835,3,6007.0533,-1000.0000,90.0000,18.8918,5.7504,7.0463,1,1
1112,4.097978,3,6009.9086,-1000.0000,90.0000,18.5646,3.6589,6.7730,1,1
1113,4.112980,3,6013.4776,-1000.0000,90.0000,18.2019,0.6067,6.5126,1,1
1114,4.127123,3,6017.3220,-1000.0000,90.0000,17.9239,-3.0095,6.3635,1,1
1115,4.141876,3,6021.8549,-1000.0000,90.0000,17.5779,-7.6346,6.3812,1,1
1116,4.156655,3,6026.9199,-1000.0000,90.0000,17.2189,-12.9676,6.6328,1,1
1117,4.171152,3,6032.3926,-1000.0000,90.0000,16.6276,-18.9116,7.2014,1,1
1118,4.185083,3,6038.1173,-1000.0000,90.0000,15.7731,-25.0066,8.1198,1,1
1119,4.198763,3,6044.1882,-1000.0000,90.0000,14.7478,-31.0263,9.5133,1,1
1120,4.211895,3,6050.4295,-1000.0000,90.0000,13.6061,-36.5671,11.4452,1,1
1121,4.224941,3,6057.0386,-1000.0000,90.0000,12.3250,-40.9076,13.7099,1,1
1122,4.237785,3,6063.7179,-1000.0000,90.0000,11.2583,-44.1958,16.1067,1,1
