frame,time,phase,age,fire_time,fire_weight,hit_time,hit_weight,barrel_angle,foot_displacement,ammo,health
1333,5.710731,3,0.862555,0.000000,0.000000,0.000000,0.000000,0.000000,0.055013,59,100.000000
1334,5.723693,3,0.875517,0.000000,0.000000,0.000000,0.000000,0.000000,0.055082,59,100.000000
1335,5.736834,3,0.888658,0.000000,0.000000,0.000000,0.000000,0.000000,0.054867,59,100.000000
1336,5.750025,3,0.901849,0.000000,0.000000,0.000000,0.000000,0.000000,0.054062,59,100.000000
1337,5.763861,3,0.915685,0.000000,0.000000,0.000000,0.000000,0.000000,0.053563,59,100.000000
1338,5.776387,3,0.928211,0.000000,0.000000,0.000000,0.000000,0.000000,0.052855,59,100.000000
1339,5.788757,3,0.940581,0.000000,0.000000,0.000000,0.000000,0.000000,0.052063,59,100.000000
1340,5.801071,3,0.952895,0.000000,0.000000,0.000000,0.000000,0.000000,0.051548,59,100.000000
1341,5.814071,3,0.965895,0.000000,0.000000,0.000000,0.000000,0.000000,0.053463,59,100.000000
1342,5.826838,3,0.978662,0.000000,0.000000,0.000000,0.000000,0.000000,0.055345,59,100.000000
1343,5.840301,3,0.992125,0.000000,0.000000,0.000000,0.000000,0.000000,0.056328,59,100.000000
1344,5.855331,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056545,59,100.000000
1345,5.866911,4,0.011580,0.000000,0.000000,0.000000,0.000000,0.000000,0.056914,59,100.000000
1346,5.879690,4,0.024359,0.000000,0.000000,0.000000,0.000000,0.000000,0.058673,59,100.000000
1347,5.892981,4,0.037650,0.000000,0.000000,0.000000,0.000000,0.000000,0.060514,59,100.000000
1348,5.906137,4,0.050806,0.000000,0.000000,0.000000,0.000000,0.000000,0.060819,59,100.000000
1349,5.919425,4,0.064094,0.000000,0.000000,0.000000,0.000000,0.000000,0.059369,59,100.000000
1350,5.932481,4,0.077150,0.000000,0.000000,0.000000,0.000000,0.000000,0.057968,59,100.000000
1351,5.945757,4,0.090426,0.000000,0.000000,0.000000,0.000000,0.000000,0.057216,59,100.000000
1352,5.958524,4,0.103193,0.000000,0.000000,0.000000,0.000000,0.000000,0.056581,59,100.000000
1353,5.971301,4,0.115970,0.000000,0.000000,0.000000,0.000000,0.000000,0.056768,59,100.000000
1354,5.983750,4,0.128420,0.000000,0.000000,0.000000,0.000000,0.000000,0.058330,59,100.000000
1355,5.996813,4,0.141482,0.000000,0.000000,0.000000,0.000000,0.000000,0.060015,59,100.000000
1356,6.009466,4,0.154135,0.000000,0.000000,0.000000,0.000000,0.000000,0.061338,59,100.000000
1357,6.021593,4,0.166262,0.000000,0.000000,0.000000,0.000000,0.000000,0.062562,59,100.000000
1358,6.034703,4,0.179372,0.000000,0.000000,0.000000,0.000000,0.000000,0.063815,59,100.000000
1359,6.047385,4,0.192054,0.000000,0.000000,0.000000,0.000000,0.000000,0.063973,59,100.000000
1360,6.059972,4,0.204642,0.000000,0.000000,0.000000,0.000000,0.000000,0.064198,59,100.000000
1361,6.072598,4,0.217267,0.000000,0.000000,0.000000,0.000000,0.000000,0.063792,59,100.000000
1362,6.085813,4,0.230482,0.000000,0.000000,0.000000,0.000000,0.000000,0.062572,59,100.000000
1363,6.098540,4,0.243209,0.000000,0.000000,0.000000,0.000000,0.000000,0.061407,59,100.000000
1364,6.112298,4,0.256967,0.000000,0.000000,0.000000,0.000000,0.000000,0.063008,59,100.000000
1365,6.125791,4,0.270460,0.000000,0.000000,0.000000,0.000000,0.000000,0.064964,59,100.000000
1366,6.138805,4,0.283474,0.000000,0.000000,0.000000,0.000000,0.000000,0.066212,59,100.000000
1367,6.151785,4,0.296454,0.000000,0.000000,0.000000,0.000000,0.000000,0.066512,59,100.000000
1368,6.164673,4,0.309342,0.000000,0.000000,0.000000,0.000000,0.000000,0.066817,59,100.000000
1369,6.178384,4,0.323053,0.000000,0.000000,0.000000,0.000000,0.000000,0.066094,59,100.000000
1370,6.191685,4,0.336354,0.000000,0.000000,0.000000,0.000000,0.000000,0.065266,59,100.000000
1371,6.205130,4,0.349799,0.000000,0.000000,0.000000,0.000000,0.000000,0.065057,59,100.000000
1372,6.219471,4,0.364141,0.000000,0.000000,0.000000,0.000000,0.000000,0.065853,59,100.000000
1373,6.234224,4,0.378893,0.000000,0.000000,0.000000,0.000000,0.000000,0.066936,59,100.000000
1374,6.248829,4,0.393498,0.000000,0.000000,0.000000,0.000000,0.000000,0.072221,59,100.000000
1375,6.263100,4,0.407769,0.000000,0.000000,0.000000,0.000000,0.000000,0.077575,59,100.000000
1376,6.277174,4,0.421843,0.000000,0.000000,0.000000,0.000000,0.000000,0.082790,59,100.000000
1377,6.292060,4,0.436729,0.000000,0.000000,0.000000,0.000000,0.000000,0.088252,59,100.000000
1378,6.307803,4,0.452472,0.000000,0.000000,0.000000,0.000000,0.000000,0.093727,59,100.000000
1379,6.321911,4,0.466580,0.000000,0.000000,0.000000,0.000000,0.000000,0.098434,59,100.000000
1380,6.336411,4,0.481080,0.000000,0.000000,0.000000,0.000000,0.000000,0.103387,59,100.000000
1381,6.349821,4,0.494490,0.000000,0.000000,0.000000,0.000000,0.000000,0.108373,59,100.000000
1382,6.363803,4,0.508472,0.000000,0.000000,0.000000,0.000000,0.000000,0.113836,59,100.000000
1383,6.377966,4,0.522635,0.000000,0.000000,0.000000,0.000000,0.000000,0.113764,59,100.000000
1384,6.392431,4,0.537100,0.000000,0.000000,0.000000,0.000000,0.000000,0.112257,59,100.000000
1385,6.409570,4,0.554239,0.000000,0.000000,0.000000,0.000000,0.000000,0.108038,59,100.000000
1386,6.424212,4,0.568881,0.000000,0.000000,0.000000,0.000000,0.000000,0.102788,59,100.000000
1387,6.437885,4,0.582554,0.000000,0.000000,0.000000,0.000000,0.000000,0.102195,59,100.000000
1388,6.452066,4,0.596735,0.000000,0.000000,0.000000,0.000000,0.000000,0.110443,59,100.000000
1389,6.466658,4,0.611328,0.000000,0.000000,0.000000,0.000000,0.000000,0.118931,59,100.000000
1390,6.480003,4,0.624672,0.000000,0.000000,0.000000,0.000000,0.000000,0.116900,59,100.000000
1391,6.493185,4,0.637854,0.000000,0.000000,0.000000,0.000000,0.000000,0.114923,59,100.000000
1392,6.507567,4,0.652236,0.000000,0.000000,0.000000,0.000000,0.000000,0.115182,59,100.000000
1393,6.521131,4,0.665801,0.000000,0.000000,0.000000,0.000000,0.000000,0.117574,59,100.000000
1394,6.535460,4,0.680129,0.000000,0.000000,0.000000,0.000000,0.000000,0.120101,59,100.000000
1395,6.549704,4,0.694373,0.000000,0.000000,0.000000,0.000000,0.000000,0.121911,59,100.000000
1396,6.565468,4,0.710138,0.000000,0.000000,0.000000,0.000000,0.000000,0.123931,59,100.000000
1397,6.580444,4,0.725113,0.000000,0.000000,0.000000,0.000000,0.000000,0.122329,59,100.000000
1398,6.594688,4,0.739357,0.000000,0.000000,0.000000,0.000000,0.000000,0.120537,59,100.000000
1399,6.608556,4,0.753225,0.000000,0.000000,0.000000,0.000000,0.000000,0.118793,59,100.000000
1400,6.621854,4,0.766524,0.000000,0.000000,0.000000,0.000000,0.000000,0.117119,59,100.000000
1401,6.635935,4,0.780604,0.000000,0.000000,0.000000,0.000000,0.000000,0.116148,59,100.000000
1402,6.650221,4,0.794891,0.000000,0.000000,0.000000,0.000000,0.000000,0.118636,59,100.000000
1403,6.664627,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121161,59,100.000000
1404,6.679608,5,0.014982,0.000000,0.000000,0.000000,0.000000,0.000000,0.122312,59,100.000000
1405,6.695139,5,0.030512,0.000000,0.000000,0.000000,0.000000,0.000000,0.123272,59,100.000000
1406,6.709049,5,0.044423,0.000000,0.000000,0.000000,0.000000,0.000000,0.123201,59,100.000000
1407,6.724067,5,0.059441,0.000000,0.000000,0.000000,0.000000,0.000000,0.122844,59,100.000000
1408,6.739598,5,0.074971,0.000000,0.000000,0.000000,0.000000,0.000000,0.123668,59,100.000000
1409,6.756587,5,0.091961,0.000000,0.000000,0.000000,0.000000,0.000000,0.126044,59,100.000000
1410,6.771960,5,0.107334,0.000000,0.000000,0.000000,0.000000,0.000000,0.127453,59,100.000000
1411,6.786887,5,0.122261,0.000000,0.000000,0.000000,0.000000,0.000000,0.127494,59,100.000000
1412,6.800575,5,0.135948,0.000000,0.000000,0.000000,0.000000,0.000000,0.127650,59,100.000000
1413,6.816564,5,0.151938,0.000000,0.000000,0.000000,0.000000,0.000000,0.129266,59,100.000000
1414,6.832606,5,0.167980,0.000000,0.000000,0.000000,0.000000,0.000000,0.130903,59,100.000000
1415,6.847312,5,0.182686,0.000000,0.000000,0.000000,0.000000,0.000000,0.128394,59,100.000000
1416,6.863805,5,0.199179,0.000000,0.000000,0.000000,0.000000,0.000000,0.125385,59,100.000000
1417,6.877305,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59,95.000000
1418,6.888796,6,0.011491,0.000000,0.000000,0.000000,0.000000,0.000000,0.003766,59,95.000000
1419,6.901448,6,0.024143,0.000000,0.000000,0.000000,0.000000,0.000000,0.007721,59,95.000000
1420,6.913716,6,0.036411,0.000000,0.000000,0.000000,0.000000,0.000000,0.010125,59,95.000000
1421,6.926410,6,0.049106,0.000000,0.000000,0.000000,0.000000,0.000000,0.012617,59,95.000000
1422,6.938897,6,0.061592,0.000000,0.000000,0.000000,0.000000,0.000000,0.014318,59,95.000000
1423,6.950885,6,0.073580,0.000000,0.000000,0.000000,0.000000,0.000000,0.015146,59,95.000000
1424,6.962607,6,0.085302,0.000000,0.000000,0.000000,0.000000,0.000000,0.016038,59,95.000000
1425,6.975516,6,0.098211,0.000000,0.000000,0.000000,0.000000,0.000000,0.017802,59,94.000000
1426,6.988920,6,0.111615,0.000000,0.000000,0.000000,0.000000,0.000000,0.020246,59,94.000000
1427,7.002661,6,0.125357,0.000000,0.000000,0.000000,0.000000,0.000000,0.022581,59,94.000000
1428,7.016390,6,0.139085,0.000000,0.000000,0.000000,0.000000,0.000000,0.023432,59,94.000000
1429,7.030108,6,0.152803,0.000000,0.000000,0.000000,0.000000,0.000000,0.024392,59,94.000000
1430,7.045049,6,0.167744,0.000000,0.000000,0.000000,0.000000,0.000000,0.026172,59,94.000000
1431,7.059153,6,0.181848,0.000000,0.000000,0.000000,0.000000,0.000000,0.028388,59,94.000000
1432,7.073302,6,0.195997,0.000000,0.000000,0.000000,0.000000,0.000000,0.030708,59,94.000000
1433,7.086623,6,0.209318,0.000000,0.000000,0.000000,0.000000,0.000000,0.032741,59,94.000000
1434,7.100324,6,0.223019,0.000000,0.000000,0.000000,0.000000,0.000000,0.034845,59,94.000000
1435,7.113948,6,0.236643,0.000000,0.000000,0.000000,0.000000,0.000000,0.035860,59,94.000000
1436,7.301759,6,0.424454,0.000000,0.000000,0.000000,0.000000,0.000000,0.033975,59,94.000000
1437,7.309165,6,0.431860,0.000000,0.000000,0.000000,0.000000,0.000000,0.036449,59,94.000000
1438,7.313289,6,0.435984,0.000000,0.000000,0.000000,0.000000,0.000000,0.037819,59,94.000000
1439,7.324507,6,0.447202,0.000000,0.000000,0.000000,0.000000,0.000000,0.041557,59,94.000000
1440,7.338491,6,0.461186,0.000000,0.000000,0.000000,0.000000,0.000000,0.044180,59,94.000000
1441,7.352739,6,0.475434,0.000000,0.000000,0.000000,0.000000,0.000000,0.043316,59,94.000000
1442,7.366429,6,0.489125,0.000000,0.000000,0.000000,0.000000,0.000000,0.042482,59,94.000000
1443,7.379404,6,0.502099,0.000000,0.000000,0.000000,0.000000,0.000000,0.043799,59,94.000000
1444,7.393578,6,0.516273,0.000000,0.000000,0.000000,0.000000,0.000000,0.045278,59,94.000000
1445,7.407222,6,0.529917,0.000000,0.000000,0.000000,0.000000,0.000000,0.045996,59,94.000000
1446,7.421236,6,0.543931,0.000000,0.000000,0.000000,0.000000,0.000000,0.046109,59,94.000000
1447,7.436384,6,0.559080,0.000000,0.000000,0.000000,0.000000,0.000000,0.045692,59,94.000000
1448,7.451348,6,0.574043,0.000000,0.000000,0.000000,0.000000,0.000000,0.043240,59,94.000000
1449,7.466085,6,0.588780,0.000000,0.000000,0.000000,0.000000,0.000000,0.041085,59,94.000000
1450,7.479544,6,0.602240,0.000000,0.000000,0.000000,0.000000,0.000000,0.044332,59,94.000000
1451,7.492128,6,0.614824,0.000000,0.000000,0.000000,0.000000,0.000000,0.047585,59,94.000000
1452,7.504331,6,0.627026,0.000000,0.000000,0.000000,0.000000,0.000000,0.048799,59,94.000000
1453,7.516649,6,0.639344,0.000000,0.000000,0.000000,0.000000,0.000000,0.046476,59,94.000000
1454,7.529678,6,0.652373,0.000000,0.000000,0.000000,0.000000,0.000000,0.044113,59,94.000000
1455,7.542499,6,0.665195,0.000000,0.000000,0.000000,0.000000,0.000000,0.044108,59,94.000000
1456,7.555058,6,0.677754,0.000000,0.000000,0.000000,0.000000,0.000000,0.044983,59,94.000000
1457,7.567615,6,0.690310,0.000000,0.000000,0.000000,0.000000,0.000000,0.045906,59,94.000000
1458,7.580196,6,0.702891,0.000000,0.000000,0.000000,0.000000,0.000000,0.047008,59,94.000000
1459,7.591987,6,0.714682,0.000000,0.000000,0.000000,0.000000,0.000000,0.048082,59,94.000000
1460,7.604412,6,0.727107,0.000000,0.000000,0.000000,0.000000,0.000000,0.048843,59,94.000000
1461,7.617504,6,0.740199,0.000000,0.000000,0.000000,0.000000,0.000000,0.049463,59,94.000000
1462,7.629726,6,0.752421,0.000000,0.000000,0.000000,0.000000,0.000000,0.050787,59,94.000000
1463,7.642549,6,0.765244,0.000000,0.000000,0.000000,0.000000,0.000000,0.050503,59,94.000000
1464,7.654202,6,0.776897,0.000000,0.000000,0.000000,0.000000,0.000000,0.049529,59,94.000000
1465,7.666909,6,0.789605,0.000000,0.000000,0.000000,0.000000,0.000000,0.048470,59,94.000000
1466,7.678760,6,0.801456,0.000000,0.000000,0.000000,0.000000,0.000000,0.045819,59,94.000000
1467,7.690788,6,0.813483,0.000000,0.000000,0.000000,0.000000,0.000000,0.043133,59,94.000000
1468,7.702572,6,0.825267,0.000000,0.000000,0.000000,0.000000,0.000000,0.040934,59,94.000000
1469,7.713933,6,0.836629,0.000000,0.000000,0.000000,0.000000,0.000000,0.040534,59,94.000000
1470,7.725503,6,0.848198,0.000000,0.000000,0.000000,0.000000,0.000000,0.040524,59,94.000000
1471,7.736474,6,0.859169,0.000000,0.000000,0.000000,0.000000,0.000000,0.040779,59,94.000000
1472,7.748132,6,0.870827,0.000000,0.000000,0.000000,0.000000,0.000000,0.040795,59,94.000000
1473,7.759361,6,0.882056,0.000000,0.000000,0.000000,0.000000,0.000000,0.040809,59,94.000000
1474,7.770777,6,0.893472,0.000000,0.000000,0.000000,0.000000,0.000000,0.040996,59,94.000000
1475,7.782388,6,0.905083,0.000000,0.000000,0.000000,0.000000,0.000000,0.041502,59,94.000000
1476,7.793946,6,0.916642,0.000000,0.000000,0.000000,0.000000,0.000000,0.042020,59,94.000000
1477,7.805776,6,0.928471,0.000000,0.000000,0.000000,0.000000,0.000000,0.043099,59,94.000000
1478,7.817156,6,0.939851,0.000000,0.000000,0.000000,0.000000,0.000000,0.044742,59,94.000000
1479,7.828203,6,0.950898,0.000000,0.000000,0.000000,0.000000,0.000000,0.046429,59,94.000000
1480,7.839382,6,0.962077,0.000000,0.000000,0.000000,0.000000,0.000000,0.046831,59,94.000000
1481,7.852501,6,0.975196,0.000000,0.000000,0.000000,0.000000,0.000000,0.045966,59,94.000000
1482,7.864168,6,0.986863,0.000000,0.000000,0.000000,0.000000,0.000000,0.045228,59,94.000000
1483,7.875846,6,0.998542,0.000000,0.000000,0.000000,0.000000,0.000000,0.042232,59,94.000000
1484,7.888597,6,1.011293,0.000000,0.000000,0.000000,0.000000,0.000000,0.038280,59,94.000000
1485,7.900806,6,1.023501,0.000000,0.000000,0.000000,0.000000,0.000000,0.034815,59,94.000000
1486,7.912844,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035512,59,94.000000
1487,7.925016,7,0.012172,0.000000,0.000000,0.000000,0.000000,0.000000,0.036247,59,94.000000
1488,7.936796,7,0.023952,0.000000,0.000000,0.000000,0.000000,0.000000,0.037301,59,94.000000
1489,7.949047,7,0.036203,0.000000,0.000000,0.000000,0.000000,0.000000,0.039241,59,94.000000
1490,7.960474,7,0.047630,0.000000,0.000000,0.000000,0.000000,0.000000,0.041132,59,94.000000
1491,7.973004,7,0.060160,0.000000,0.000000,0.000000,0.000000,0.000000,0.042938,59,94.000000
1492,7.983783,7,0.070939,0.000000,0.000000,0.000000,0.000000,0.000000,0.044352,59,94.000000
1493,7.993281,7,0.080437,0.000000,0.000000,0.000000,0.000000,0.000000,0.045725,59,94.000000
1494,8.004615,7,0.091771,0.000000,0.000000,0.000000,0.000000,0.000000,0.062785,59,94.000000
1495,8.017005,7,0.104161,0.000000,0.000000,0.000000,0.000000,0.000000,0.060224,59,94.000000
1496,8.032602,7,0.119758,0.000000,0.000000,0.000000,0.000000,0.000000,0.057664,59,94.000000
1497,8.046187,7,0.133343,0.000000,0.000000,0.000000,0.000000,0.000000,0.056302,59,94.000000
1498,8.062725,7,0.149881,0.000000,0.000000,0.000000,0.000000,0.000000,0.055454,59,94.000000
1499,8.074535,7,0.161691,0.000000,0.000000,0.000000,0.000000,0.000000,0.052359,59,94.000000
1500,8.086336,7,0.173492,0.000000,0.000000,0.000000,0.000000,0.000000,0.047996,59,94.000000
1501,8.098295,7,0.185451,0.000000,0.000000,0.000000,0.000000,0.000000,0.043840,59,94.000000
1502,8.109814,7,0.196970,0.000000,0.000000,0.000000,0.000000,0.000000,0.042745,59,94.000000
1503,8.121028,7,0.208184,0.000000,0.000000,0.000000,0.000000,0.000000,0.042155,59,94.000000
1504,8.132963,7,0.220119,0.000000,0.000000,0.000000,0.000000,0.000000,0.041523,59,94.000000
1505,8.144474,7,0.231630,0.000000,0.000000,0.000000,0.000000,0.000000,0.042109,59,94.000000
1506,8.155583,7,0.242739,0.000000,0.000000,0.000000,0.000000,0.000000,0.042714,59,94.000000
1507,8.166777,7,0.253933,0.000000,0.000000,0.000000,0.000000,0.000000,0.043343,59,94.000000
1508,8.178203,7,0.265359,0.000000,0.000000,0.000000,0.000000,0.000000,0.044938,59,94.000000
1509,8.189542,7,0.276698,0.000000,0.000000,0.000000,0.000000,0.000000,0.046533,59,94.000000
1510,8.201009,7,0.288165,0.000000,0.000000,0.000000,0.000000,0.000000,0.047811,59,94.000000
1511,8.212157,7,0.299313,0.000000,0.000000,0.000000,0.000000,0.000000,0.045681,59,94.000000
1512,8.223423,7,0.310579,0.000000,0.000000,0.000000,0.000000,0.000000,0.043673,59,94.000000
1513,8.234192,7,0.321348,0.000000,0.000000,0.000000,0.000000,0.000000,0.042110,59,94.000000
1514,8.245403,7,0.332558,0.000000,0.000000,0.000000,0.000000,0.000000,0.043089,59,94.000000
1515,8.257909,7,0.345065,0.000000,0.000000,0.000000,0.000000,0.000000,0.044187,59,94.000000
1516,8.271044,7,0.358200,0.000000,0.000000,0.000000,0.000000,0.000000,0.045264,59,94.000000
1517,8.284298,7,0.371454,0.000000,0.000000,0.000000,0.000000,0.000000,0.046452,59,94.000000
1518,8.296632,7,0.383788,0.000000,0.000000,0.000000,0.000000,0.000000,0.047888,59,94.000000
1519,8.309195,7,0.396351,0.000000,0.000000,0.000000,0.000000,0.000000,0.046556,59,94.000000
1520,8.322002,7,0.409158,0.000000,0.000000,0.000000,0.000000,0.000000,0.044309,59,94.000000
1521,8.335207,7,0.422363,0.000000,0.000000,0.000000,0.000000,0.000000,0.042558,59,94.000000
1522,8.348222,7,0.435378,0.000000,0.000000,0.000000,0.000000,0.000000,0.042483,59,94.000000
1523,8.360985,7,0.448141,0.000000,0.000000,0.000000,0.000000,0.000000,0.042433,59,94.000000
1524,8.374297,7,0.461453,0.000000,0.000000,0.000000,0.000000,0.000000,0.041942,59,94.000000
1525,8.387455,7,0.474611,0.000000,0.000000,0.000000,0.000000,0.000000,0.041353,59,94.000000
1526,8.401144,7,0.488300,0.000000,0.000000,0.000000,0.000000,0.000000,0.041279,59,94.000000
1527,8.414903,7,0.502059,0.000000,0.000000,0.000000,0.000000,0.000000,0.043766,59,94.000000
1528,8.428967,7,0.516123,0.000000,0.000000,0.000000,0.000000,0.000000,0.046434,59,94.000000
1529,8.442755,7,0.529911,0.000000,0.000000,0.000000,0.000000,0.000000,0.047363,59,94.000000
1530,8.456124,7,0.543280,0.000000,0.000000,0.000000,0.000000,0.000000,0.048269,59,94.000000
1531,8.469158,7,0.556314,0.000000,0.000000,0.000000,0.000000,0.000000,0.049591,59,94.000000
1532,8.482414,7,0.569570,0.000000,0.000000,0.000000,0.000000,0.000000,0.049561,59,94.000000
1533,8.495777,7,0.582933,0.000000,0.000000,0.000000,0.000000,0.000000,0.049624,59,94.000000
1534,8.509501,7,0.596657,0.000000,0.000000,0.000000,0.000000,0.000000,0.049145,59,94.000000
1535,8.522514,7,0.609670,0.000000,0.000000,0.000000,0.000000,0.000000,0.048554,59,94.000000
1536,8.536994,7,0.624150,0.000000,0.000000,0.000000,0.000000,0.000000,0.048507,59,94.000000
1537,8.550549,7,0.637705,0.000000,0.000000,0.000000,0.000000,0.000000,0.049819,59,94.000000
1538,8.564217,7,0.651373,0.000000,0.000000,0.000000,0.000000,0.000000,0.051142,59,94.000000
1539,8.577620,7,0.664775,0.000000,0.000000,0.000000,0.000000,0.000000,0.051666,59,94.000000
1540,8.591484,7,0.678639,0.000000,0.000000,0.000000,0.000000,0.000000,0.052136,59,94.000000
1541,8.604938,7,0.692094,0.000000,0.000000,0.000000,0.000000,0.000000,0.051407,59,94.000000
1542,8.618490,7,0.705646,0.000000,0.000000,0.000000,0.000000,0.000000,0.048811,59,94.000000
1543,8.631703,7,0.718859,0.000000,0.000000,0.000000,0.000000,0.000000,0.046856,59,94.000000
1544,8.645160,7,0.732316,0.000000,0.000000,0.000000,0.000000,0.000000,0.047370,59,94.000000
1545,8.659978,7,0.747134,0.000000,0.000000,0.000000,0.000000,0.000000,0.048548,59,94.000000
1546,8.673570,7,0.760726,0.000000,0.000000,0.000000,0.000000,0.000000,0.046575,59,94.000000
1547,8.688042,7,0.775198,0.000000,0.000000,0.000000,0.000000,0.000000,0.041343,59,94.000000
