render_tick,elapsed_seconds
0,0.024981107
1,0.038454459
2,0.055051139
3,0.072838886
4,0.446030197
5,0.455594421
6,0.472271143
7,0.489012327
8,0.530586695
9,0.546205353
10,0.564062572
11,0.582606097
12,0.600952736
13,0.619123281
14,0.635435885
15,0.652132338
16,0.671099662
17,0.688157792
