frame,wall_seconds,wall_delta_ms,sim_delta_ms,stage,phase,cycle,game_ms,render_ms,rhi_ms,gpu_ms,game_wait_ms,render_wait_ms,swap_ms,pawn_count,autonomous_pawns,player_x,player_y,player_z,view_yaw,health,ammo,pressure,active_audio,active_vfx
754,0.000573923,0.573923,47.092113,warmup,terminal,0,47.042999,8.061000,1.079000,4.186000,0.000000,0.021000,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
755,0.007305076,6.731153,3.229348,warmup,terminal,1,2.730000,8.731000,1.079000,4.186000,0.000000,35.884998,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
756,0.019066146,11.761070,6.677033,warmup,terminal,1,4.111000,7.611000,1.242000,4.186000,2.552000,0.100000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
757,0.031788217,12.722071,11.773801,warmup,terminal,1,2.434000,12.336000,1.774000,4.123000,10.255000,0.784000,0.058000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
758,0.044623481,12.835264,12.865443,warmup,terminal,1,2.614000,11.939000,2.129000,4.152000,9.737000,0.434000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
759,0.057448194,12.824713,12.796743,warmup,terminal,1,2.505000,12.811000,1.869000,4.178000,10.304000,0.998000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
760,0.069940919,12.492725,12.815733,warmup,terminal,1,2.428000,11.690000,1.975000,4.086000,10.378000,0.566000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
761,0.085316247,15.375328,12.528337,warmup,terminal,1,2.622000,14.511000,3.560000,4.150000,10.023000,1.123000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
762,0.100070311,14.754064,15.365387,warmup,terminal,1,2.656000,12.175000,2.059000,4.095000,12.723000,0.388000,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
763,0.113635040,13.564729,14.863806,warmup,terminal,1,3.442000,14.263000,1.806000,4.105000,11.844000,0.543000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
764,0.126733079,13.098039,13.585619,warmup,terminal,1,3.584000,12.324000,2.247000,4.122000,9.674000,0.862000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
765,0.142748870,16.015791,13.042127,warmup,terminal,1,3.022000,15.861000,6.439000,4.102000,10.035000,0.928000,0.073000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
766,0.156812939,14.064069,16.020882,warmup,terminal,1,3.074000,11.236000,2.742000,4.089000,12.992000,4.539000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
767,0.171399750,14.586811,14.027748,warmup,terminal,1,3.011000,10.969000,3.698000,4.152000,10.948000,1.681000,0.012000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
768,0.184130320,12.730570,14.558961,warmup,terminal,1,2.962000,10.942000,1.915000,4.073000,11.658000,0.405000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
769,0.196068265,11.937945,12.745061,warmup,terminal,1,2.904000,12.260000,1.621000,4.107000,9.739000,0.388000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
770,0.209447750,13.379485,11.925424,warmup,terminal,1,2.806000,11.741000,1.825000,4.111000,9.078000,0.310000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
771,0.220478815,11.031065,13.372195,warmup,terminal,1,3.037000,13.652000,2.048000,4.113000,10.582000,0.715000,0.012000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
772,0.231179163,10.700348,11.064285,warmup,terminal,1,2.973000,10.212000,1.751000,4.085000,8.004000,0.421000,0.020000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
773,0.242642487,11.463324,10.704738,warmup,terminal,1,3.280000,11.380000,1.681000,4.132000,7.642000,0.446000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
774,0.256290128,13.647641,11.427733,warmup,terminal,1,2.889000,10.246000,1.348000,4.097000,8.280000,0.694000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
775,0.268738292,12.448164,13.663231,warmup,terminal,1,2.985000,12.227000,1.524000,4.116000,10.532000,0.352000,0.012000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
776,0.281373192,12.634900,12.467665,warmup,terminal,1,2.775000,13.445000,1.395000,4.129000,9.726000,0.430000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
777,0.294033670,12.660478,12.616149,warmup,terminal,1,2.888000,13.373000,1.364000,4.127000,9.808000,1.172000,0.040000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
778,0.305757600,11.723930,12.650550,warmup,terminal,1,2.943000,10.701000,1.495000,4.165000,9.648000,0.652000,0.142000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
779,0.318940861,13.183261,11.735539,warmup,terminal,1,2.723000,12.028000,1.427000,4.163000,8.923000,0.979000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
780,0.331075179,12.134318,13.204612,warmup,terminal,1,2.773000,10.474000,1.280000,4.186000,10.492000,0.422000,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
781,0.343170936,12.095757,12.084147,warmup,terminal,1,2.879000,11.856000,2.057000,4.169000,9.305000,1.170000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
782,0.356619603,13.448667,12.104458,warmup,terminal,1,2.862000,11.216000,2.488000,4.152000,9.271000,0.540000,0.016000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
783,0.370297865,13.678262,13.527607,warmup,terminal,1,3.525000,12.620000,1.979000,4.125000,10.348000,0.981000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
784,0.385707243,15.409378,13.640151,warmup,terminal,1,3.319000,12.689000,1.797000,4.088000,9.921000,0.649000,0.104000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
785,0.398487845,12.780602,15.403398,warmup,terminal,1,2.953000,14.448000,1.739000,4.126000,12.430000,0.401000,0.011000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
786,0.412052793,13.564948,12.742811,warmup,terminal,1,2.848000,13.119000,1.992000,4.128000,9.954000,1.008000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
787,0.426529452,14.476659,13.542279,warmup,terminal,1,2.780000,11.966000,2.029000,4.150000,10.601000,0.603000,0.017000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
788,0.439926837,13.397385,14.483588,warmup,terminal,1,2.785000,14.010000,1.882000,4.099000,11.870000,1.142000,0.015000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
789,0.453108537,13.181700,13.417045,warmup,terminal,1,2.739000,12.033000,2.022000,4.121000,10.575000,0.459000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
790,0.466352220,13.243683,13.168771,warmup,terminal,1,2.918000,12.779000,2.060000,4.090000,10.420000,1.343000,0.019000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
791,0.478929397,12.577177,13.234832,warmup,terminal,1,2.750000,11.574000,1.777000,4.132000,10.284000,0.919000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
792,0.491536326,12.606929,12.611538,warmup,terminal,1,2.719000,11.799000,1.591000,4.080000,9.789000,0.505000,0.012000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
