frame,view,aa,requested_aa,screen_percentage,temporal_upsampling,dynamic_res,gi,reflections,vsm,nanite,ray_tracing,tsr_supported,external_upscaler,width,height
65,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
66,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
67,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
68,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
69,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
70,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
71,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
72,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
73,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
74,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
75,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
76,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
77,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
78,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
79,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
80,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
81,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
82,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
83,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
84,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
85,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
86,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
87,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
88,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
89,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
90,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
91,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
92,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
93,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
94,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
95,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
96,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
97,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
98,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
99,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
100,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
101,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
102,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
103,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
104,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
105,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
106,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
107,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
108,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
109,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
110,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
111,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
112,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
113,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
114,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
115,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
116,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
117,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
118,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
119,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
120,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
121,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
122,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
123,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
124,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
125,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
126,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
127,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
128,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
129,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
130,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
131,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
132,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
133,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
134,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
135,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
136,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
137,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
138,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
139,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
140,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
141,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
142,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
143,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
144,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
145,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
146,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
147,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
148,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
149,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
150,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
151,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
152,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
153,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
154,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
155,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
156,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
157,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
158,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
159,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
160,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
161,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
162,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
163,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
164,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
165,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
166,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
167,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
168,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
169,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
170,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
171,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
172,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
173,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
174,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
175,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
176,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
177,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
178,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
179,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
180,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
181,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
182,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
183,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
184,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
185,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
186,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
187,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
188,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
189,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
190,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
191,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
192,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
193,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
194,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
195,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
196,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
197,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
198,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
199,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
200,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
201,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
202,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
203,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
204,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
205,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
206,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
207,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
208,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
209,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
210,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
211,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
212,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
213,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
214,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
215,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
216,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
217,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
218,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
219,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
220,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
221,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
222,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
223,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
224,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
225,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
226,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
227,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
228,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
229,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
230,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
231,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
232,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
233,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
234,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
235,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
236,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
237,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
238,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
239,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
240,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
241,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
242,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
243,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
244,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
245,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
246,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
247,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
248,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
249,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
250,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
251,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
252,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
253,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
254,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
255,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
256,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
257,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
258,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
259,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
260,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
261,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
262,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
263,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
264,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
265,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
266,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
267,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
268,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
269,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
270,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
271,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
272,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
273,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
274,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
275,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
276,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
277,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
278,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
279,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
280,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
281,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
282,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
283,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
284,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
285,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
286,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
287,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
288,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
289,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
290,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
291,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
292,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
293,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
294,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
295,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
296,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
297,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
298,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
299,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
300,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
301,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
302,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
303,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
304,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
305,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
306,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
307,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
308,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
309,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
310,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
311,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
312,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
313,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
314,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
315,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
316,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
317,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
318,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
319,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
320,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
321,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
322,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
323,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
324,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
325,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
326,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
327,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
328,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
329,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
330,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
331,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
332,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
333,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
334,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
335,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
336,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
337,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
338,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
339,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
340,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
341,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
342,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
343,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
344,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
345,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
346,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
347,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
348,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
349,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
350,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
351,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
352,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
353,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
354,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
355,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
356,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
357,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
358,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
359,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
360,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
361,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
362,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
363,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
364,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
365,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
366,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
367,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
368,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
369,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
370,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
371,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
372,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
373,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
374,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
375,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
376,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
377,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
378,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
379,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
380,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
381,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
382,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
383,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
384,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
385,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
386,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
387,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
388,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
389,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
390,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
391,0,1,1,100.00,1,0,1,1,1,1,0,1,0,1280,720
