frame,time,phase,age,cosmetic,head_drop,pelvis_drop,root_drift
1349,5.828180,4,0.781676,1,84.474811,75.002884,0.000000
1350,5.840829,4,0.794325,1,83.590796,74.930272,0.000000
1351,5.853875,4,0.807370,1,82.854384,74.863780,0.000000
1352,5.867288,4,0.820784,1,82.300513,74.799333,0.000000
1353,5.881491,4,0.834986,1,81.886990,74.734382,0.000000
1354,5.895618,4,0.849114,1,81.646503,74.671804,0.000000
1355,5.909405,4,0.862900,1,81.567568,74.606412,0.000000
1356,5.922137,4,0.875633,1,81.626907,74.543631,0.000000
1357,5.935049,4,0.888545,1,81.830881,74.479903,0.000000
1358,5.947704,4,0.901199,1,82.167674,74.419600,0.000000
1359,5.960433,4,0.913929,1,82.646167,74.359973,0.000000
1360,5.973571,4,0.927066,1,83.287009,74.297214,0.000000
1361,5.987685,4,0.941181,1,84.130668,74.228689,0.000000
1362,6.002089,4,0.955585,1,85.165752,74.150436,0.000000
1363,6.014976,4,0.968471,1,86.251029,74.065345,0.000000
1364,6.028375,4,0.981870,1,87.519245,73.960878,0.000000
1365,6.041000,4,0.994496,1,88.874132,73.858854,0.000000
1366,6.054376,4,1.007872,1,90.547472,73.740674,0.000000
1367,6.068553,4,1.022049,1,92.550282,73.622998,0.000000
1368,6.082871,4,1.036367,1,94.832711,73.497826,0.000000
1369,6.096916,4,1.050411,1,97.222037,73.378898,0.000000
1370,6.111591,4,1.065087,1,99.903905,73.255240,0.000000
1371,6.124929,4,1.078424,1,102.484398,73.147526,0.000000
1372,6.138302,4,1.091797,1,105.115751,73.039468,0.000000
1373,6.151294,4,1.104790,1,107.572831,72.941867,0.000000
1374,6.165188,4,1.118683,1,110.137663,72.851742,0.000000
1375,6.178676,4,1.132172,1,112.588947,72.771017,0.000000
1376,6.191904,4,1.145400,1,114.994356,72.502832,0.000000
1377,6.205431,4,1.158927,1,117.479997,72.295846,0.000000
1378,6.219624,4,1.173120,1,119.957634,72.258668,0.000000
1379,6.232280,4,1.185776,1,121.646195,72.392242,0.000000
1380,6.244752,4,1.198247,1,122.871952,72.598114,0.000000
1381,6.256541,4,1.210037,1,124.099525,72.713294,0.000000
1382,6.268265,4,1.221761,1,125.391778,72.758996,0.000000
1383,6.281373,4,1.234869,1,126.941779,72.597086,0.000000
1384,6.295445,4,1.248940,1,128.212238,72.456223,0.000000
1385,6.308397,4,1.261893,1,129.283777,72.416820,0.000000
1386,6.322273,4,1.275769,1,130.555300,72.468569,0.000000
1387,6.335863,4,1.289359,1,131.963450,72.550781,0.000000
1388,6.348850,4,1.302345,1,133.255714,72.685570,0.000000
1389,6.362464,4,1.315960,1,134.465230,72.740858,0.000000
1390,6.375411,4,1.328907,1,135.643903,72.761624,0.000000
1391,6.389018,4,1.342513,1,136.485282,72.774140,0.000000
1392,6.402762,5,1.356258,1,136.653973,72.782650,0.000000
1393,6.415612,5,1.369107,1,136.748256,72.787635,0.000000
1394,6.428082,5,1.381578,1,136.793382,72.769999,0.000000
1395,6.440670,5,1.394166,1,136.791403,72.752286,0.000000
1396,6.453281,5,1.406777,1,136.743439,72.735072,0.000000
1397,6.467007,5,1.420503,1,136.711355,72.722122,0.000000
1398,6.481023,5,1.434519,1,136.758739,72.699623,0.000000
1399,6.494930,5,1.448425,1,136.839415,72.688233,0.000000
1400,6.508401,5,1.461897,1,136.947212,72.688150,0.000000
1401,6.522424,5,1.475920,1,137.043762,72.690916,0.000000
1402,6.535864,5,1.489360,1,137.104218,72.694563,0.000000
1403,6.549587,5,1.503083,1,137.139643,72.692101,0.000000
1404,6.563577,5,1.517072,1,137.137167,72.693322,0.000000
1405,6.577564,5,1.531060,1,137.128398,72.691505,0.000000
1406,6.591902,5,1.545398,1,137.125680,72.694405,0.000000
1407,6.605976,5,1.559472,1,137.131863,72.689861,0.000000
1408,6.620099,5,1.573595,1,137.143731,72.682759,0.000000
1409,6.636962,5,1.590458,1,137.166548,72.684950,0.000000
1410,6.650075,5,1.603571,1,137.174652,72.669430,0.000000
1411,6.665779,5,1.619274,1,137.195303,72.667536,0.000000
1412,6.678465,5,1.631960,1,137.204217,72.653638,0.000000
1413,6.691083,5,1.644579,1,137.211419,72.653488,0.000000
1414,6.704636,5,1.658132,1,137.221841,72.646691,0.000000
1415,6.718030,5,1.671526,1,137.225558,72.650266,0.000000
1416,6.731487,5,1.684983,1,137.224900,72.650191,0.000000
1417,6.744742,5,1.698238,1,137.218916,72.640238,0.000000
1418,6.756643,5,1.710139,1,137.209091,72.638745,0.000000
1419,6.769207,5,1.722703,1,137.200180,72.635044,0.000000
1420,6.781889,5,1.735384,1,137.194969,72.641302,0.000000
1421,6.793716,5,1.747212,1,137.188408,72.633679,0.000000
1422,6.806286,5,1.759782,1,137.184255,72.639330,0.000000
1423,6.818985,5,1.772481,1,137.178179,72.637163,0.000000
1424,6.832967,5,1.786463,1,137.174993,72.636647,0.000000
1425,6.846487,5,1.799982,1,137.168113,72.641504,0.000000
1426,6.859043,5,1.812538,1,137.156734,72.630704,0.000000
1427,6.871758,5,1.825253,1,137.154454,72.635082,0.000000
1428,6.885087,5,1.838582,1,137.156802,72.643232,0.000000
1429,6.898015,5,1.851511,1,137.159353,72.638726,0.000000
1430,6.911549,6,1.865045,1,137.162143,72.640237,0.000000
1431,6.924924,6,1.878420,1,137.160990,72.642035,0.000000
1432,6.937934,6,1.891429,1,137.156293,72.643450,0.000000
1433,6.950597,6,1.904093,1,137.150611,72.645763,0.000000
1434,6.963670,6,1.917166,1,137.142529,72.650021,0.000000
1435,6.976606,6,1.930102,1,137.140525,72.647058,0.000000
1436,6.990840,6,1.944336,1,137.145202,72.652414,0.000000
1437,7.001560,6,1.955056,1,137.142686,72.643737,0.000000
1438,7.013900,6,1.967396,1,137.142122,72.649407,0.000000
1439,7.026431,6,1.979926,1,137.142393,72.652853,0.000000
1440,7.039402,6,1.992897,1,137.148317,72.646211,0.000000
1441,7.052798,6,2.006293,1,137.152377,72.651896,0.000000
1442,7.064795,6,2.018290,1,137.154110,72.653957,0.000000
1443,7.077781,6,2.031277,1,137.164834,72.657315,0.000000
1444,7.091039,6,2.044534,1,137.168225,72.655445,0.000000
1445,7.106822,6,2.060317,1,137.185247,72.658834,0.000000
1446,7.120560,6,2.074056,1,137.199794,72.660376,0.000000
1447,7.134830,6,2.088326,1,137.221865,72.657598,0.000000
1448,7.147738,6,2.101234,1,137.239808,72.658116,0.000000
1449,7.160777,6,2.114272,1,137.257416,72.660796,0.000000
1450,7.173425,6,2.126921,1,137.266882,72.655841,0.000000
1451,7.187016,6,2.140512,1,137.275170,72.658352,0.000000
1452,7.202054,6,2.155549,1,137.278750,72.662270,0.000000
1453,7.216411,6,2.169907,1,137.278114,72.666073,0.000000
1454,7.230373,6,2.183869,1,137.273502,72.667727,0.000000
1455,7.247059,6,2.200555,1,137.274830,72.669493,0.000000
1456,7.260827,6,2.214323,1,137.260397,72.664699,0.000000
1457,7.277795,6,2.231291,1,137.260031,72.672003,0.000000
1458,7.292410,6,2.245906,1,137.248179,72.666926,0.000000
1459,7.305649,6,2.259145,1,137.236025,72.663785,0.000000
1460,7.319174,6,2.272670,1,137.229587,72.661797,0.000000
1461,7.332636,6,2.286131,1,137.229935,72.660919,0.000000
1462,7.345753,6,2.299248,1,137.230292,72.661162,0.000000
1463,7.357892,6,2.311388,1,137.228549,72.662009,0.000000
1464,7.369722,6,2.323218,1,137.227434,72.661526,0.000000
1465,7.381864,6,2.335360,1,137.230211,72.664821,0.000000
1466,7.394941,6,2.348437,1,137.236787,72.666096,0.000000
1467,7.407285,6,2.360780,1,137.240019,72.661542,0.000000
1468,7.419485,6,2.372981,1,137.240690,72.663018,0.000000
1469,7.432810,6,2.386305,1,137.241270,72.663711,0.000000
1470,7.445819,6,2.399315,1,137.237547,72.659373,0.000000
1471,7.458756,6,2.412252,1,137.234567,72.661251,0.000000
1472,7.470934,6,2.424430,1,137.229084,72.656553,0.000000
1473,7.484061,6,2.437557,1,137.227293,72.658705,0.000000
1474,7.496115,6,2.449610,1,137.225056,72.655345,0.000000
1475,7.508991,6,2.462487,1,137.232666,72.656257,0.000000
1476,7.521623,6,2.475119,1,137.236780,72.655293,0.000000
1477,7.534761,6,2.488257,1,137.241169,72.654380,0.000000
1478,7.548118,6,2.501613,1,137.244128,72.655088,0.000000
1479,7.561735,6,2.515231,1,137.247424,72.657563,0.000000
1480,7.574581,6,2.528076,1,137.246324,72.654324,0.000000
1481,7.588584,6,2.542080,1,137.251151,72.656709,0.000000
1482,7.602988,6,2.556483,1,137.254184,72.656114,0.000000
1483,7.616953,6,2.570448,1,137.255281,72.659708,0.000000
1484,7.630921,6,2.584417,1,137.253962,72.657188,0.000000
1485,7.645260,6,2.598756,1,137.256091,72.660260,0.000000
1486,7.658663,6,2.612159,1,137.254494,72.656848,0.000000
1487,7.671934,6,2.625430,1,137.251846,72.656490,0.000000
1488,7.685517,6,2.639013,1,137.251975,72.659859,0.000000
1489,7.699157,6,2.652653,1,137.249613,72.662821,0.000000
1490,7.713714,6,2.667209,1,137.249065,72.661378,0.000000
1491,7.726697,6,2.680193,1,137.244459,72.660232,0.000000
1492,7.740762,6,2.694257,1,137.244573,72.660421,0.000000
1493,7.754609,6,2.708104,1,137.243523,72.661430,0.000000
1494,7.767901,6,2.721397,1,137.243896,72.662080,0.000000
1495,7.781291,6,2.734786,1,137.247221,72.663603,0.000000
1496,7.795582,6,2.749078,1,137.251673,72.664628,0.000000
1497,7.809220,6,2.762716,1,137.253888,72.665061,0.000000
1498,7.823105,6,2.776601,1,137.254517,72.665301,0.000000
1499,7.836763,6,2.790258,1,137.256659,72.666844,0.000000
1500,7.850442,6,2.803938,1,137.256756,72.665889,0.000000
1501,7.865844,6,2.819340,1,137.261889,72.671355,0.000000
1502,7.880394,6,2.833890,1,137.262287,72.670962,0.000000
1503,7.895230,6,2.848726,1,137.265026,72.667838,0.000000
1504,7.911230,6,2.864725,1,137.271716,72.670344,0.000000
1505,7.927206,6,2.880701,1,137.276223,72.671861,0.000000
1506,7.942399,6,2.895895,1,137.279626,72.668756,0.000000
1507,7.957664,6,2.911160,1,137.284575,72.673096,0.000000
1508,7.973027,6,2.926523,1,137.286405,72.674797,0.000000
1509,7.988334,6,2.941830,1,137.291220,72.675456,0.000000
1510,8.003402,6,2.956898,1,137.293055,72.674771,0.000000
1511,8.018772,6,2.972268,1,137.295536,72.674112,0.000000
1512,8.036032,6,2.989527,1,137.300160,72.678673,0.000000
1513,8.053259,6,3.006755,1,137.305694,72.682935,0.000000
1514,8.068216,6,3.021712,1,137.301456,72.678366,0.000000
1515,8.082952,6,3.036448,1,137.302474,72.678498,0.000000
1516,8.097193,6,3.050689,1,137.303526,72.677518,0.000000
1517,8.109985,6,3.063481,1,137.299023,72.672916,0.000000
1518,8.122269,6,3.075764,1,137.295102,72.671163,0.000000
1519,8.135614,6,3.089109,1,137.295100,72.675061,0.000000
1520,8.148576,6,3.102072,0,0.000000,0.000000,0.000000
1521,8.162500,6,3.115996,0,0.000000,0.000000,0.000000
1522,8.175042,6,3.128537,0,0.000000,0.000000,0.000000
1523,8.188327,6,3.141823,0,0.000000,0.000000,0.000000
1524,8.201283,6,3.154779,0,0.000000,0.000000,0.000000
1525,8.216862,6,3.170358,0,0.000000,0.000000,0.000000
1526,8.230815,6,3.184311,0,0.000000,0.000000,0.000000
1527,8.243267,6,3.196763,0,0.000000,0.000000,0.000000
1528,8.255619,6,3.209114,0,0.000000,0.000000,0.000000
1529,8.267903,6,3.221398,0,0.000000,0.000000,0.000000
1530,8.279839,6,3.233334,0,0.000000,0.000000,0.000000
1531,8.291760,6,3.245256,0,0.000000,0.000000,0.000000
1532,8.303430,6,3.256926,0,0.000000,0.000000,0.000000
1533,8.315829,6,3.269325,0,0.000000,0.000000,0.000000
1534,8.328480,6,3.281975,0,0.000000,0.000000,0.000000
1535,8.341553,6,3.295048,0,0.000000,0.000000,0.000000
1536,8.355051,6,3.308546,0,0.000000,0.000000,0.000000
1537,8.367255,6,3.320751,0,0.000000,0.000000,0.000000
1538,8.380406,6,3.333902,0,0.000000,0.000000,0.000000
1539,8.392147,6,3.345643,0,0.000000,0.000000,0.000000
