frame,wall_seconds,wall_delta_ms,sim_delta_ms,phase,x,y,z,visible_cells,loaded_cells,used_physical_bytes,health,ammo,pressure,safety_holds
822,1.084857226,10.106891,9.743323,0,0.000,0.000,90.000,12,12,2930499584,100.000,60,0.000,2
823,1.095581422,10.724196,10.117402,0,0.000,0.000,90.000,12,12,2930548736,100.000,60,0.000,2
824,1.105954320,10.372898,10.767807,0,0.000,0.000,90.000,12,12,2930561024,100.000,60,0.000,2
825,1.116398790,10.444470,10.331597,0,0.000,0.000,90.000,12,12,2930634752,100.000,60,0.000,2
826,1.126531412,10.132622,10.484200,0,0.000,0.000,90.000,12,12,2930692096,100.000,60,0.000,2
827,1.136380909,9.849497,10.107742,0,0.000,0.000,90.000,12,12,2930696192,100.000,60,0.000,2
828,1.146092871,9.711962,9.874907,0,0.000,0.000,90.000,12,12,2930749440,100.000,60,0.000,2
829,1.155816095,9.723224,9.667093,0,0.000,0.000,90.000,12,12,2930753536,100.000,60,0.000,2
830,1.165676632,9.860537,9.753424,0,0.000,0.000,90.000,12,12,2930794496,100.000,60,0.000,2
831,1.176088840,10.412208,9.833196,0,0.000,0.000,90.000,12,12,2930819072,100.000,60,0.000,2
832,1.187829668,11.740828,10.410549,1,0.000,0.000,90.000,12,12,2929840128,93.000,59,20.000,2
833,1.864345026,676.515358,11.758657,1,0.000,0.000,90.000,12,12,2977234944,93.000,59,20.000,2
834,1.872180928,7.835902,676.353565,1,0.000,0.000,90.000,12,12,2977374208,93.000,59,20.000,2
835,1.878553248,6.372320,7.770121,1,0.000,0.000,90.000,12,12,2977222656,93.000,59,20.000,2
836,1.892208718,13.655470,6.385461,1,0.000,0.000,90.000,12,12,2978422784,93.000,59,20.000,2
837,1.906378739,14.170021,13.670129,1,0.000,0.000,90.000,12,12,2980466688,93.000,59,20.000,2
838,1.919045218,12.666479,14.169982,1,0.000,0.000,90.000,12,12,2980499456,93.000,59,20.000,2
839,1.934193250,15.148032,12.720229,1,0.000,0.000,90.000,12,12,2980540416,93.000,59,20.000,2
840,1.946906600,12.713350,15.133032,1,0.000,0.000,90.000,12,12,2980589568,93.000,59,20.000,2
841,1.959817094,12.910494,12.704010,1,0.040,-0.385,90.000,12,12,2980630528,93.000,59,20.000,2
842,1.975051688,15.234594,12.930414,1,0.077,-1.179,90.000,12,12,2980687872,93.000,59,20.000,2
843,1.988543604,13.491916,15.214644,1,0.116,-2.668,90.000,12,12,2980814848,93.000,59,20.000,2
844,2.002516691,13.973087,13.516877,1,0.146,-4.430,90.000,12,12,2980835328,93.000,59,20.000,2
845,2.016575719,14.059028,14.060389,1,0.174,-6.737,90.000,12,12,2980888576,93.000,59,20.000,2
846,2.030090987,13.515268,14.061109,1,0.198,-9.519,90.000,12,12,2980921344,93.000,59,20.000,2
847,2.043747387,13.656400,13.475315,1,0.219,-12.621,90.000,12,12,2980954112,93.000,59,20.000,2
848,2.056936107,13.188720,13.672951,1,0.237,-16.217,90.000,12,12,2980954112,93.000,59,20.000,2
849,2.069321238,12.385131,13.159879,1,0.253,-20.093,90.000,12,12,2980986880,93.000,59,20.000,2
850,2.083089711,13.768473,12.377521,1,0.266,-24.107,90.000,12,12,2981048320,93.000,59,20.000,2
851,2.096522435,13.432724,13.770143,1,0.279,-29.027,90.000,12,12,2981097472,93.000,59,20.000,2
852,2.109819658,13.297223,13.457766,1,0.290,-34.271,90.000,12,12,2981130240,93.000,59,20.000,2
853,2.123101620,13.281962,13.273651,1,0.299,-39.866,90.000,12,12,2981130240,93.000,59,20.000,2
854,2.136794301,13.692681,13.307392,1,0.307,-45.900,90.000,12,12,2981183488,93.000,59,20.000,2
855,2.149657182,12.862881,13.821564,1,0.314,-52.625,90.000,12,12,2981249024,93.000,59,20.000,2
856,2.164664672,15.007490,12.793191,1,0.319,-59.243,90.000,12,12,2981281792,93.000,59,20.000,2
857,2.179455747,14.791075,14.996439,1,0.323,-67.041,90.000,12,12,2981318656,93.000,59,20.000,2
858,2.194458686,15.002939,14.839387,1,0.326,-74.758,90.000,12,12,2981322752,93.000,59,20.000,2
859,2.208817432,14.358746,14.972218,1,0.328,-82.543,90.000,12,12,2981396480,93.000,59,20.000,2
860,2.222452051,13.634619,14.477788,1,0.329,-90.072,90.000,12,12,2981429248,93.000,59,20.000,2
861,2.235832256,13.380205,13.547198,1,0.329,-97.116,90.000,12,12,2981462016,93.000,59,20.000,2
862,2.249579907,13.747651,13.258381,1,0.329,-104.011,90.000,12,12,2981502976,93.000,59,20.000,2
863,2.263445912,13.866005,13.766202,1,0.328,-111.169,90.000,12,12,2981535744,93.000,59,20.000,2
864,2.277941791,14.495879,13.864654,1,0.327,-118.379,90.000,12,12,2981580800,93.000,59,20.000,2
865,2.292653013,14.711222,14.675053,1,0.325,-126.010,90.000,12,12,2981634048,93.000,59,20.000,2
866,2.309056574,16.403561,14.651722,1,0.323,-133.629,90.000,12,12,2981670912,93.000,59,20.000,2
867,2.323319297,14.262723,16.372219,1,0.321,-142.142,90.000,12,12,2981699584,93.000,59,20.000,2
868,2.337864747,14.545450,14.307464,1,0.318,-149.582,90.000,12,12,2981728256,93.000,59,20.000,2
869,2.352112349,14.247602,14.490889,1,0.315,-157.117,90.000,12,12,2981744640,93.000,59,20.000,2
870,2.365809780,13.697431,14.247002,1,0.312,-164.526,90.000,12,12,2981781504,93.000,59,20.000,2
871,2.380087814,14.278034,13.727412,1,0.310,-171.664,90.000,12,12,2981822464,93.000,59,20.000,2
872,2.393877347,13.789533,14.282494,1,0.306,-179.091,90.000,12,12,2981855232,93.000,59,20.000,2
873,2.408223322,14.345975,13.757592,1,0.303,-186.245,90.000,12,12,2981892096,93.000,59,20.000,2
874,2.422576497,14.353175,14.342175,1,0.300,-193.703,90.000,12,12,2981896192,93.000,59,20.000,2
875,2.436831029,14.254532,14.386596,1,0.297,-201.184,90.000,12,12,2981961728,93.000,59,20.000,2
876,2.451202226,14.371197,14.213892,1,0.293,-208.575,90.000,12,12,2981994496,93.000,59,20.000,2
877,2.464959718,13.757492,14.367425,1,0.290,-216.046,90.000,12,12,2982027264,93.000,59,20.000,2
878,2.478675529,13.715811,13.777043,1,0.287,-223.210,90.000,12,12,2982084608,93.000,59,20.000,2
879,2.492414031,13.738502,13.700141,1,0.283,-230.334,90.000,12,12,2982109184,93.000,59,20.000,2
880,2.506652563,14.238532,13.797343,1,0.280,-237.509,90.000,12,12,2982146048,93.000,59,20.000,2
881,2.519981196,13.328633,14.178362,1,0.276,-244.881,90.000,12,12,2982178816,93.000,59,20.000,2
882,2.533814009,13.832813,13.322702,1,0.273,-251.809,90.000,12,12,2982219776,93.000,59,20.000,2
883,2.547235275,13.421266,13.847154,1,0.269,-259.010,90.000,12,12,2982248448,93.000,59,20.000,2
884,2.560517406,13.282131,13.416725,1,0.266,-265.987,90.000,12,12,2982248448,93.000,59,20.000,2
885,2.574038084,13.520678,13.337483,1,0.263,-272.922,90.000,12,12,2982305792,93.000,59,20.000,2
886,2.588565562,14.527478,13.528697,1,0.259,-279.957,90.000,12,12,2982354944,93.000,59,20.000,2
887,2.604218626,15.653064,14.526129,1,0.255,-287.511,90.000,12,12,2982387712,93.000,59,20.000,2
888,2.619084733,14.866107,15.620813,1,0.251,-295.633,90.000,12,12,2982424576,93.000,59,20.000,2
889,2.634877749,15.793016,14.862966,1,0.248,-303.362,90.000,12,12,2982453248,93.000,59,20.000,2
890,2.649386118,14.508369,15.811278,1,0.244,-311.584,90.000,12,12,2982457344,93.000,59,20.000,2
891,2.663320274,13.934156,14.522538,1,0.240,-319.136,90.000,12,12,2982502400,93.000,59,20.000,2
892,2.677403244,14.082970,13.936086,1,0.236,-326.382,90.000,12,12,2982567936,93.000,59,20.000,2
893,2.691779499,14.376255,14.081810,1,0.233,-333.705,90.000,12,12,2982592512,93.000,59,20.000,2
894,2.706055953,14.276454,14.382106,1,0.229,-341.184,90.000,12,12,2982653952,93.000,59,20.000,2
895,2.720402098,14.346145,14.227662,1,0.225,-348.582,90.000,12,12,2982653952,93.000,59,20.000,2
896,2.735945589,15.543491,14.379586,1,0.222,-356.059,90.000,12,12,2982699008,93.000,59,20.000,2
897,2.750227703,14.282114,15.539322,1,0.218,-364.140,90.000,12,12,2982744064,93.000,59,20.000,2
898,2.764146099,13.918396,14.230392,1,0.214,-371.540,90.000,12,12,2982805504,93.000,59,20.000,2
899,2.778895492,14.749393,13.899885,1,0.210,-378.768,90.000,12,12,2982846464,93.000,59,20.000,2
900,2.792361898,13.466406,14.763275,1,0.206,-386.445,90.000,12,12,2982879232,93.000,59,20.000,2
901,2.805714971,13.353073,13.492636,1,0.203,-393.461,90.000,12,12,2982887424,93.000,59,20.000,2
902,2.819357701,13.642730,13.310973,1,0.199,-400.382,90.000,12,12,2982928384,93.000,59,20.000,2
903,2.834143916,14.786215,13.702710,1,0.196,-407.508,90.000,12,12,2982961152,93.000,59,20.000,2
904,2.847461348,13.317432,14.743424,1,0.192,-415.174,90.000,12,12,2982989824,93.000,59,20.000,2
905,2.861548838,14.087490,13.364013,1,0.189,-422.124,90.000,12,12,2982989824,93.000,59,20.000,2
906,2.875607256,14.058418,14.086829,1,0.185,-429.449,90.000,12,12,2983026688,93.000,59,20.000,2
907,2.890258989,14.651733,14.059290,1,0.181,-436.760,90.000,12,12,2983063552,93.000,59,20.000,2
908,2.904845588,14.586599,14.690862,1,0.178,-444.399,90.000,12,12,2983092224,93.000,59,20.000,2
909,2.919720935,14.875347,14.511039,1,0.174,-451.945,90.000,12,12,2983124992,93.000,59,20.000,2
910,2.932333533,12.612598,14.979669,1,0.170,-459.734,90.000,12,12,2983149568,93.000,59,20.000,2
911,2.946050784,13.717251,12.580056,1,0.167,-466.276,90.000,12,12,2983149568,93.000,59,20.000,2
912,2.959749664,13.698880,13.634890,1,0.163,-473.366,90.000,12,12,2983186432,93.000,59,20.000,2
913,2.973052187,13.302523,13.729712,1,0.160,-480.505,90.000,12,12,2983219200,93.000,59,20.000,2
914,2.986289088,13.236901,13.347772,1,0.156,-487.446,90.000,12,12,2983251968,93.000,59,20.000,2
915,2.999670971,13.381883,13.267561,1,0.153,-494.345,90.000,12,12,2983251968,93.000,59,20.000,2
916,3.012120645,12.449674,13.371245,1,0.149,-501.298,90.000,12,12,2983297024,93.000,59,20.000,2
917,3.026010649,13.890004,12.362211,1,0.146,-507.727,90.000,12,12,2983333888,93.000,59,20.000,2
918,3.039426035,13.415386,13.876855,1,0.142,-514.943,90.000,12,12,2983362560,93.000,59,20.000,2
919,3.052570923,13.144888,13.487296,1,0.139,-521.956,90.000,12,12,2983362560,93.000,59,20.000,2
920,3.066095091,13.524168,13.103217,1,0.135,-528.770,90.000,12,12,2983399424,93.000,59,20.000,2
921,3.078994723,12.899632,13.553228,1,0.132,-535.817,90.000,12,12,2983436288,93.000,59,20.000,2
922,3.092320326,13.325603,12.866143,1,0.129,-542.508,90.000,12,12,2983464960,93.000,59,20.000,2
923,3.105970575,13.650249,13.355453,1,0.125,-549.453,90.000,12,12,2983505920,93.000,59,20.000,2
924,3.119141036,13.170461,13.611279,1,0.122,-556.530,90.000,12,12,2983505920,93.000,59,20.000,2
925,3.133063980,13.922944,13.412435,1,0.118,-563.505,90.000,12,12,2983550976,93.000,59,20.000,2
926,3.146740061,13.676081,13.743512,1,0.115,-570.652,90.000,12,12,2983579648,93.000,59,20.000,2
927,3.160919132,14.179071,13.666520,1,0.111,-577.758,90.000,12,12,2983612416,93.000,59,20.000,2
928,3.175478103,14.558971,14.129240,1,0.107,-585.105,90.000,12,12,2983612416,93.000,59,20.000,2
929,3.189195754,13.717651,14.594590,1,0.104,-592.695,90.000,12,12,2983645184,93.000,59,20.000,2
930,3.203663451,14.467697,13.664231,1,0.100,-599.800,90.000,12,12,2983686144,93.000,59,20.000,2
931,3.218615350,14.951899,14.484467,1,0.096,-607.332,90.000,12,12,2983731200,93.000,59,20.000,2
932,3.233026946,14.411596,14.959669,1,0.092,-615.111,90.000,12,12,2983763968,93.000,59,20.000,2
933,3.246876860,13.849914,14.429647,1,0.089,-622.614,90.000,12,12,2983813120,93.000,59,20.000,2
934,3.260480419,13.603559,13.818184,1,0.085,-629.800,90.000,12,12,2983817216,93.000,59,20.000,2
935,3.273553406,13.072987,13.620029,1,0.082,-636.882,90.000,12,12,2983862272,93.000,59,20.000,2
936,3.286747936,13.194530,13.076527,1,0.078,-643.682,90.000,12,12,2983890944,93.000,59,20.000,2
937,3.300617481,13.869545,13.165079,1,0.075,-650.528,90.000,12,12,2983919616,93.000,59,20.000,2
938,3.314332222,13.714741,13.872555,1,0.071,-657.741,90.000,12,12,2983919616,93.000,59,20.000,2
939,3.327613874,13.281652,13.735641,1,0.068,-664.884,90.000,12,12,2983948288,93.000,59,20.000,2
940,3.340947096,13.333222,13.302802,1,0.064,-671.801,90.000,12,12,2983985152,93.000,59,20.000,2
941,3.353784348,12.837252,13.273603,1,0.061,-678.704,90.000,12,12,2984022016,93.000,59,20.000,2
942,3.367140111,13.355763,12.860611,1,0.057,-685.391,90.000,12,12,2984038400,93.000,59,20.000,2
943,3.379709008,12.568897,13.338064,1,0.054,-692.327,90.000,12,12,2984058880,93.000,59,20.000,2
944,3.394199917,14.490909,12.604046,1,0.051,-698.881,90.000,12,12,2983051264,93.000,59,20.000,2
945,3.408718635,14.518718,14.460648,1,0.047,-706.401,90.000,12,12,2982035456,93.000,59,20.000,2
946,3.423482969,14.764334,14.554499,1,0.043,-713.969,90.000,12,12,2981015552,93.000,59,20.000,2
947,3.436393463,12.910494,14.939548,1,0.039,-721.738,90.000,12,12,2981015552,93.000,59,20.000,2
948,3.450655556,14.262093,12.746111,1,0.036,-727.943,90.000,12,12,2981052416,93.000,59,20.000,2
949,3.463800765,13.145209,14.222772,1,0.033,-734.342,90.000,12,12,2981081088,93.000,59,20.000,2
950,3.477083116,13.282351,13.182319,1,0.030,-739.820,90.000,12,12,2981113856,93.000,59,20.000,2
951,3.491885691,14.802575,13.242952,1,0.028,-744.868,90.000,12,12,2981142528,93.000,59,20.000,2
952,3.507049434,15.163743,14.833136,1,0.025,-749.950,90.000,12,12,2981175296,93.000,59,20.000,2
953,3.520891358,13.841924,15.147842,1,0.023,-754.543,90.000,12,12,2981199872,93.000,59,20.000,2
954,3.535852627,14.961269,13.918396,1,0.021,-758.260,90.000,12,12,2981244928,93.000,59,20.000,2
955,3.549908506,14.055879,14.967819,1,0.019,-761.675,90.000,12,12,2981273600,93.000,59,20.000,2
956,3.564167929,14.259423,13.950536,1,0.836,-764.588,90.000,12,12,2981310464,93.000,59,20.000,2
957,3.578997404,14.829475,14.240153,1,2.412,-767.232,90.000,12,12,2981339136,93.000,59,20.000,2
958,3.594328322,15.330918,14.839196,1,4.770,-769.667,90.000,12,12,2981343232,93.000,59,20.000,2
959,3.610028466,15.700144,15.363787,1,7.908,-771.887,90.000,12,12,2981380096,93.000,59,20.000,2
960,3.624301380,14.272914,15.674424,1,11.790,-773.876,90.000,12,12,2981412864,93.000,59,20.000,2
961,3.639214547,14.913167,14.326515,1,15.881,-775.492,90.000,12,12,2981445632,93.000,59,20.000,2
962,3.653840878,14.626331,14.852456,1,20.689,-776.976,90.000,12,12,2981474304,93.000,59,20.000,2
963,3.668750606,14.909728,14.624241,1,25.963,-778.272,90.000,13,13,2981502976,93.000,59,20.000,2
964,3.681732301,12.981695,14.972688,1,31.919,-779.448,90.000,13,13,2981507072,93.000,59,20.000,2
965,3.694807108,13.074807,12.915454,1,37.468,-780.362,90.000,13,13,2982060032,93.000,59,20.000,2
966,3.725408391,30.601283,13.089048,1,43.510,-781.197,90.000,13,13,2982727680,93.000,59,20.000,2
967,3.739240614,13.832223,30.654153,1,59.384,-782.649,90.000,13,13,2982842368,93.000,59,20.000,2
968,3.753574189,14.333575,13.791173,1,66.534,-783.202,90.000,13,13,2982903808,93.000,59,20.000,2
969,3.766932112,13.357923,14.337305,1,73.974,-783.684,90.000,13,13,2982907904,93.000,59,20.000,2
970,3.780519301,13.587189,13.326322,1,80.893,-784.067,90.000,13,13,2982948864,93.000,59,20.000,2
971,3.793943965,13.424664,13.641430,1,87.978,-784.400,90.000,13,13,2982977536,93.000,59,20.000,2
972,3.806891140,12.947175,13.369183,1,94.925,-784.678,90.000,13,13,2983018496,93.000,59,20.000,2
973,3.820797035,13.905895,12.968625,1,101.664,-784.911,90.000,13,13,2983059456,93.000,59,20.000,2
974,3.833910913,13.113878,13.890495,1,108.884,-785.124,90.000,13,13,2983096320,93.000,59,20.000,2
975,3.847210215,13.299302,13.122348,1,115.706,-785.298,90.000,13,13,2983133184,93.000,59,20.000,2
976,3.860769413,13.559198,13.311643,1,122.626,-785.451,90.000,13,13,2983174144,93.000,59,20.000,2
977,3.875653260,14.883847,13.532387,1,129.662,-785.586,90.000,13,13,2982154240,93.000,59,20.000,2
978,3.888338448,12.685188,14.920608,1,137.419,-785.713,90.000,13,13,2982158336,93.000,59,20.000,2
979,3.902289224,13.950776,12.667458,1,144.006,-785.809,90.000,13,13,2982199296,93.000,59,20.000,2
980,3.915589177,13.299953,13.783723,1,151.173,-785.900,90.000,13,13,2982227968,93.000,59,20.000,2
981,3.929727908,14.138731,13.304062,1,158.090,-785.979,90.000,13,13,2982256640,93.000,59,20.000,2
982,3.942008027,12.280119,14.141761,1,165.444,-786.052,90.000,13,13,2982264832,93.000,59,20.000,2
983,3.954791718,12.783691,12.265369,1,171.821,-786.110,90.000,13,13,2982309888,93.000,59,20.000,2
984,3.966927064,12.135346,12.777051,1,178.465,-786.165,90.000,13,13,2982342656,93.000,59,20.000,2
985,3.979833768,12.906704,12.148096,1,184.782,-786.213,90.000,13,13,2982404096,93.000,59,20.000,2
986,3.992718021,12.884253,12.897124,1,191.488,-786.260,90.000,13,13,2982424576,93.000,59,20.000,2
987,4.005130513,12.412492,12.857172,1,198.174,-786.303,90.000,13,13,2982555648,93.000,59,20.000,2
988,4.018003226,12.872713,12.411942,1,204.628,-786.342,90.000,13,13,2982588416,93.000,59,20.000,2
989,4.030524172,12.520946,12.876923,1,211.324,-786.380,90.000,13,13,2982592512,93.000,59,20.000,2
990,4.043552828,13.028656,12.541496,1,217.845,-786.415,90.000,13,13,2982633472,93.000,59,20.000,2
991,4.056277656,12.724828,13.027136,1,224.619,-786.450,90.000,13,13,2982670336,93.000,59,20.000,2
992,4.069456547,13.178891,12.708520,1,231.228,-786.482,90.000,13,13,2982707200,93.000,59,20.000,2
993,4.081870079,12.413532,13.176839,1,238.080,-786.514,90.000,13,13,2982760448,93.000,59,20.000,2
994,4.096204583,14.334504,12.413002,1,244.534,-786.543,90.000,13,13,2982875136,93.000,59,20.000,2
995,4.109193859,12.989276,14.353585,1,251.998,-786.575,90.000,13,13,2982907904,93.000,59,20.000,2
996,4.121553921,12.360062,12.975565,1,258.745,-786.604,90.000,13,13,2982957056,93.000,59,20.000,2
997,4.134256189,12.702268,12.379883,1,265.183,-786.630,90.000,13,13,2982957056,93.000,59,20.000,2
998,4.147400378,13.144189,12.675297,1,271.774,-786.657,90.000,13,13,2983002112,93.000,59,20.000,2
999,4.159820651,12.420273,13.145110,1,278.609,-786.684,90.000,13,13,2983038976,93.000,59,20.000,2
1000,4.172180152,12.359501,12.435452,1,285.076,-786.709,90.000,13,13,2983075840,93.000,59,20.000,2
1001,4.184514454,12.334302,12.346821,1,291.496,-786.734,90.000,13,13,2983100416,93.000,59,20.000,2
1002,4.196983537,12.469083,12.380083,1,297.934,-786.759,90.000,13,13,2983137280,93.000,59,20.000,2
1003,4.209511813,12.528276,12.426002,1,304.395,-786.783,90.000,13,13,2983170048,93.000,59,20.000,2
1004,4.221952465,12.440652,12.547906,1,310.920,-786.808,90.000,13,13,2983174144,93.000,59,20.000,2
1005,4.234206074,12.253609,12.429213,1,317.383,-786.832,90.000,13,13,2983215104,93.000,59,20.000,2
