render_tick,elapsed_seconds,file_cache,automatic
0,0.028965054,0,1094
1,0.477230084,0,5513
2,0.484074279,0,5511
3,0.501109123,0,5496
4,0.519794935,0,5491
5,0.554554899,0,5461
6,0.576992845,0,5433
7,0.595827830,0,5421
8,0.610151602,0,5404
9,0.629027028,0,5389
10,0.647414423,0,5386
11,0.664986709,0,5377
12,0.684009448,0,5377
13,0.700874659,0,5369
14,0.720163504,0,5359
15,0.737545605,0,5338
