frame,time,phase,age,cosmetic,head_drop,pelvis_drop,root_drift
1318,5.989512,4,0.936682,0,0.000000,0.000000,0.000000
1319,6.003959,4,0.951129,0,0.000000,0.000000,0.000000
1320,6.019429,4,0.966600,0,0.000000,0.000000,0.000000
1321,6.033779,4,0.980949,0,0.000000,0.000000,0.000000
1322,6.050128,4,0.997298,0,0.000000,0.000000,0.000000
1323,6.063952,4,1.011122,0,0.000000,0.000000,0.000000
1324,6.078385,4,1.025555,0,0.000000,0.000000,0.000000
1325,6.092988,4,1.040159,0,0.000000,0.000000,0.000000
1326,6.107530,4,1.054700,0,0.000000,0.000000,0.000000
1327,6.123389,4,1.070559,0,0.000000,0.000000,0.000000
1328,6.138054,4,1.085224,0,0.000000,0.000000,0.000000
1329,6.152600,4,1.099770,0,0.000000,0.000000,0.000000
1330,6.165530,4,1.112700,0,0.000000,0.000000,0.000000
1331,6.179489,4,1.126659,0,0.000000,0.000000,0.000000
1332,6.192608,4,1.139778,0,0.000000,0.000000,0.000000
1333,6.205520,4,1.152690,0,0.000000,0.000000,0.000000
1334,6.219361,4,1.166532,0,0.000000,0.000000,0.000000
1335,6.232346,4,1.179516,0,0.000000,0.000000,0.000000
1336,6.245104,4,1.192274,0,0.000000,0.000000,0.000000
1337,6.257669,4,1.204840,0,0.000000,0.000000,0.000000
1338,6.270745,4,1.217916,0,0.000000,0.000000,0.000000
1339,6.284279,4,1.231449,0,0.000000,0.000000,0.000000
1340,6.296990,4,1.244160,0,0.000000,0.000000,0.000000
1341,6.310161,4,1.257332,0,0.000000,0.000000,0.000000
1342,6.324198,4,1.271368,0,0.000000,0.000000,0.000000
1343,6.337898,4,1.285068,0,0.000000,0.000000,0.000000
1344,6.352313,4,1.299484,0,0.000000,0.000000,0.000000
1345,6.366327,4,1.313497,0,0.000000,0.000000,0.000000
1346,6.380755,4,1.327925,0,0.000000,0.000000,0.000000
1347,6.396443,4,1.343613,0,0.000000,0.000000,0.000000
1348,6.410473,5,1.357643,0,0.000000,0.000000,0.000000
1349,6.425455,5,1.372625,0,0.000000,0.000000,0.000000
1350,6.438928,5,1.386098,0,0.000000,0.000000,0.000000
1351,6.452371,5,1.399542,0,0.000000,0.000000,0.000000
1352,6.465387,5,1.412557,0,0.000000,0.000000,0.000000
1353,6.477641,5,1.424812,0,0.000000,0.000000,0.000000
1354,6.489277,5,1.436448,0,0.000000,0.000000,0.000000
1355,6.500998,5,1.448168,0,0.000000,0.000000,0.000000
1356,6.513267,5,1.460438,0,0.000000,0.000000,0.000000
1357,6.523954,5,1.471124,0,0.000000,0.000000,0.000000
1358,6.535057,5,1.482227,0,0.000000,0.000000,0.000000
1359,6.546796,5,1.493966,0,0.000000,0.000000,0.000000
1360,6.559169,5,1.506339,0,0.000000,0.000000,0.000000
1361,6.571604,5,1.518775,0,0.000000,0.000000,0.000000
1362,6.583459,5,1.530629,0,0.000000,0.000000,0.000000
1363,6.595087,5,1.542258,0,0.000000,0.000000,0.000000
1364,6.607366,5,1.554537,0,0.000000,0.000000,0.000000
1365,6.618075,5,1.565245,0,0.000000,0.000000,0.000000
1366,6.630272,5,1.577442,0,0.000000,0.000000,0.000000
1367,6.642072,5,1.589242,0,0.000000,0.000000,0.000000
1368,6.655506,5,1.602677,0,0.000000,0.000000,0.000000
1369,6.667477,5,1.614647,0,0.000000,0.000000,0.000000
1370,6.679182,5,1.626353,0,0.000000,0.000000,0.000000
1371,6.692228,5,1.639399,0,0.000000,0.000000,0.000000
1372,6.704079,5,1.651250,0,0.000000,0.000000,0.000000
1373,6.716186,5,1.663356,0,0.000000,0.000000,0.000000
1374,6.727519,5,1.674689,0,0.000000,0.000000,0.000000
1375,6.739132,5,1.686303,0,0.000000,0.000000,0.000000
1376,6.750168,5,1.697338,0,0.000000,0.000000,0.000000
1377,6.761102,5,1.708273,0,0.000000,0.000000,0.000000
1378,6.772400,5,1.719570,0,0.000000,0.000000,0.000000
1379,6.783155,5,1.730325,0,0.000000,0.000000,0.000000
1380,6.793830,5,1.741000,0,0.000000,0.000000,0.000000
1381,6.805216,5,1.752387,0,0.000000,0.000000,0.000000
1382,6.817240,5,1.764410,0,0.000000,0.000000,0.000000
1383,6.828800,5,1.775970,0,0.000000,0.000000,0.000000
1384,6.843189,5,1.790359,0,0.000000,0.000000,0.000000
1385,6.856855,5,1.804026,0,0.000000,0.000000,0.000000
1386,6.871099,5,1.818269,0,0.000000,0.000000,0.000000
1387,6.884843,5,1.832014,0,0.000000,0.000000,0.000000
1388,6.897915,5,1.845085,0,0.000000,0.000000,0.000000
1389,6.909193,5,1.856363,0,0.000000,0.000000,0.000000
1390,6.920150,6,1.867321,0,0.000000,0.000000,0.000000
1391,6.934435,6,1.881605,0,0.000000,0.000000,0.000000
1392,6.946794,6,1.893965,0,0.000000,0.000000,0.000000
1393,6.957874,6,1.905044,0,0.000000,0.000000,0.000000
1394,6.969119,6,1.916289,0,0.000000,0.000000,0.000000
1395,6.982308,6,1.929478,0,0.000000,0.000000,0.000000
1396,6.995319,6,1.942489,0,0.000000,0.000000,0.000000
1397,7.008369,6,1.955539,0,0.000000,0.000000,0.000000
1398,7.020469,6,1.967639,0,0.000000,0.000000,0.000000
1399,7.032464,6,1.979634,0,0.000000,0.000000,0.000000
1400,7.044440,6,1.991610,0,0.000000,0.000000,0.000000
1401,7.057445,6,2.004615,0,0.000000,0.000000,0.000000
1402,7.069315,6,2.016485,0,0.000000,0.000000,0.000000
1403,7.080562,6,2.027732,0,0.000000,0.000000,0.000000
1404,7.092338,6,2.039508,0,0.000000,0.000000,0.000000
1405,7.104476,6,2.051646,0,0.000000,0.000000,0.000000
1406,7.117197,6,2.064367,0,0.000000,0.000000,0.000000
1407,7.129357,6,2.076527,0,0.000000,0.000000,0.000000
1408,7.140818,6,2.087989,0,0.000000,0.000000,0.000000
1409,7.152252,6,2.099423,0,0.000000,0.000000,0.000000
1410,7.163794,6,2.110965,0,0.000000,0.000000,0.000000
1411,7.175700,6,2.122871,0,0.000000,0.000000,0.000000
1412,7.188406,6,2.135577,0,0.000000,0.000000,0.000000
1413,7.200330,6,2.147501,0,0.000000,0.000000,0.000000
1414,7.214614,6,2.161784,0,0.000000,0.000000,0.000000
1415,7.229788,6,2.176958,0,0.000000,0.000000,0.000000
1416,7.243116,6,2.190286,0,0.000000,0.000000,0.000000
1417,7.256616,6,2.203787,0,0.000000,0.000000,0.000000
1418,7.268576,6,2.215746,0,0.000000,0.000000,0.000000
1419,7.281945,6,2.229115,0,0.000000,0.000000,0.000000
1420,7.295109,6,2.242279,0,0.000000,0.000000,0.000000
1421,7.306997,6,2.254167,0,0.000000,0.000000,0.000000
1422,7.320528,6,2.267699,0,0.000000,0.000000,0.000000
1423,7.332254,6,2.279425,0,0.000000,0.000000,0.000000
1424,7.344071,6,2.291242,0,0.000000,0.000000,0.000000
1425,7.355459,6,2.302630,0,0.000000,0.000000,0.000000
1426,7.366084,6,2.313255,0,0.000000,0.000000,0.000000
1427,7.377390,6,2.324560,0,0.000000,0.000000,0.000000
1428,7.388864,6,2.336034,0,0.000000,0.000000,0.000000
1429,7.401850,6,2.349020,0,0.000000,0.000000,0.000000
1430,7.414191,6,2.361361,0,0.000000,0.000000,0.000000
1431,7.426314,6,2.373484,0,0.000000,0.000000,0.000000
1432,7.438746,6,2.385916,0,0.000000,0.000000,0.000000
1433,7.450685,6,2.397856,0,0.000000,0.000000,0.000000
1434,7.462898,6,2.410068,0,0.000000,0.000000,0.000000
1435,7.476066,6,2.423237,0,0.000000,0.000000,0.000000
1436,7.488916,6,2.436086,0,0.000000,0.000000,0.000000
1437,7.500310,6,2.447480,0,0.000000,0.000000,0.000000
1438,7.512360,6,2.459530,0,0.000000,0.000000,0.000000
1439,7.524570,6,2.471740,0,0.000000,0.000000,0.000000
1440,7.537234,6,2.484405,0,0.000000,0.000000,0.000000
1441,7.549588,6,2.496759,0,0.000000,0.000000,0.000000
1442,7.562355,6,2.509525,0,0.000000,0.000000,0.000000
1443,7.574779,6,2.521949,0,0.000000,0.000000,0.000000
1444,7.587269,6,2.534440,0,0.000000,0.000000,0.000000
1445,7.600288,6,2.547459,0,0.000000,0.000000,0.000000
1446,7.612883,6,2.560053,0,0.000000,0.000000,0.000000
1447,7.625710,6,2.572881,0,0.000000,0.000000,0.000000
1448,7.638821,6,2.585991,0,0.000000,0.000000,0.000000
1449,7.652384,6,2.599554,0,0.000000,0.000000,0.000000
1450,7.665816,6,2.612987,0,0.000000,0.000000,0.000000
1451,7.679736,6,2.626906,0,0.000000,0.000000,0.000000
1452,7.693859,6,2.641030,0,0.000000,0.000000,0.000000
1453,7.706343,6,2.653513,0,0.000000,0.000000,0.000000
1454,7.718917,6,2.666088,0,0.000000,0.000000,0.000000
1455,7.732344,6,2.679514,0,0.000000,0.000000,0.000000
1456,7.745127,6,2.692297,0,0.000000,0.000000,0.000000
1457,7.757836,6,2.705007,0,0.000000,0.000000,0.000000
1458,7.770856,6,2.718026,0,0.000000,0.000000,0.000000
1459,7.784206,6,2.731376,0,0.000000,0.000000,0.000000
1460,7.796289,6,2.743460,0,0.000000,0.000000,0.000000
1461,7.810155,6,2.757326,0,0.000000,0.000000,0.000000
1462,7.824163,6,2.771333,0,0.000000,0.000000,0.000000
1463,7.837498,6,2.784668,0,0.000000,0.000000,0.000000
1464,7.851103,6,2.798274,0,0.000000,0.000000,0.000000
1465,7.865051,6,2.812222,0,0.000000,0.000000,0.000000
1466,7.879749,6,2.826919,0,0.000000,0.000000,0.000000
1467,7.893995,6,2.841165,0,0.000000,0.000000,0.000000
1468,7.909143,6,2.856314,0,0.000000,0.000000,0.000000
1469,7.923783,6,2.870953,0,0.000000,0.000000,0.000000
1470,7.937380,6,2.884550,0,0.000000,0.000000,0.000000
1471,7.951742,6,2.898912,0,0.000000,0.000000,0.000000
1472,7.965776,6,2.912946,0,0.000000,0.000000,0.000000
1473,7.979848,6,2.927018,0,0.000000,0.000000,0.000000
1474,7.994156,6,2.941326,0,0.000000,0.000000,0.000000
1475,8.008716,6,2.955886,0,0.000000,0.000000,0.000000
1476,8.023097,6,2.970267,0,0.000000,0.000000,0.000000
1477,8.037488,6,2.984659,0,0.000000,0.000000,0.000000
1478,8.051751,6,2.998922,0,0.000000,0.000000,0.000000
1479,8.065624,6,3.012794,0,0.000000,0.000000,0.000000
1480,8.079876,6,3.027046,0,0.000000,0.000000,0.000000
1481,8.095088,6,3.042258,0,0.000000,0.000000,0.000000
1482,8.110215,6,3.057385,0,0.000000,0.000000,0.000000
1483,8.124668,6,3.071838,0,0.000000,0.000000,0.000000
1484,8.138770,6,3.085940,0,0.000000,0.000000,0.000000
1485,8.152967,6,3.100137,0,0.000000,0.000000,0.000000
1486,8.167324,6,3.114495,0,0.000000,0.000000,0.000000
1487,8.180888,6,3.128059,0,0.000000,0.000000,0.000000
1488,8.194851,6,3.142022,0,0.000000,0.000000,0.000000
1489,8.207524,6,3.154694,0,0.000000,0.000000,0.000000
1490,8.220923,6,3.168093,0,0.000000,0.000000,0.000000
1491,8.234715,6,3.181885,0,0.000000,0.000000,0.000000
1492,8.248054,6,3.195225,0,0.000000,0.000000,0.000000
1493,8.260962,6,3.208132,0,0.000000,0.000000,0.000000
1494,8.273967,6,3.221138,0,0.000000,0.000000,0.000000
1495,8.287510,6,3.234681,0,0.000000,0.000000,0.000000
1496,8.299384,6,3.246554,0,0.000000,0.000000,0.000000
1497,8.312612,6,3.259782,0,0.000000,0.000000,0.000000
1498,8.326827,6,3.273998,0,0.000000,0.000000,0.000000
1499,8.340734,6,3.287905,0,0.000000,0.000000,0.000000
1500,8.354471,6,3.301642,0,0.000000,0.000000,0.000000
1501,8.367853,6,3.315024,0,0.000000,0.000000,0.000000
1502,8.382588,6,3.329759,0,0.000000,0.000000,0.000000
1503,8.396296,6,3.343466,0,0.000000,0.000000,0.000000
