frame,time,phase,age,actor_x,actor_y,actor_z,left_x,left_y,left_z,right_x,right_y,right_z,pelvis_z,left_weight,right_weight,max_contact_error
809,0.006436,1,0.000000,-1000.0000,-900.0000,1088.0000,-989.5355,-919.5183,1008.0561,-1018.8844,-890.1382,1007.7374,1089.1007,0.0000,0.0000,0.2303
810,0.096445,1,0.090010,-1000.0000,-900.0000,1088.0000,-989.5355,-919.5183,1008.0561,-1018.8844,-890.1382,1007.7374,1089.1007,0.0000,0.0000,0.2303
811,0.176439,1,0.170003,-1000.0000,-900.0000,1088.0000,-991.8157,-918.8818,1007.1687,-1021.2569,-895.3091,1007.1385,1088.4316,0.0000,0.0000,0.6878
812,0.190597,1,0.184161,-1000.0000,-900.0000,1088.0000,-991.8124,-918.8874,1007.2439,-1021.2579,-895.3106,1007.2170,1088.4327,0.1133,0.1133,0.6093
813,0.208315,1,0.201879,-1000.0000,-900.0000,1088.0000,-991.8106,-918.8905,1007.3374,-1021.2591,-895.3095,1007.3152,1088.4341,0.2550,0.2550,0.5111
814,0.223025,1,0.216589,-1000.0000,-900.0000,1088.0000,-991.8102,-918.8914,1007.4148,-1021.2602,-895.3075,1007.3966,1088.4353,0.3727,0.3727,0.4297
815,0.237011,1,0.230575,-1000.0000,-900.0000,1088.0000,-991.8102,-918.8914,1007.4883,-1021.2621,-895.3070,1007.4736,1088.4360,0.4846,0.4846,0.3528
816,0.253007,1,0.246571,-1000.0000,-900.0000,1088.0000,-991.8106,-918.8904,1007.5721,-1021.2653,-895.3082,1007.5613,1088.4364,0.6125,0.6125,0.2650
817,0.266134,1,0.259698,-1000.0000,-900.0000,1088.0000,-991.8108,-918.8893,1007.6409,-1021.2681,-895.3094,1007.6333,1088.4366,0.7176,0.7176,0.1930
818,0.282322,1,0.275886,-1000.0000,-900.0000,1088.0000,-991.8111,-918.8869,1007.7257,-1021.2719,-895.3117,1007.7220,1088.4369,0.8471,0.8471,0.1043
819,0.296295,1,0.289860,-1000.0000,-900.0000,1088.0000,-991.8113,-918.8849,1007.7988,-1021.2752,-895.3137,1007.7983,1088.4372,0.9589,0.9589,0.0280
820,0.308769,1,0.302334,-1000.0000,-900.0000,1088.0000,-991.8093,-918.8878,1007.8258,-1021.2721,-895.3135,1007.8263,1088.4380,1.0000,1.0000,0.0000
821,0.321750,1,0.315315,-1000.0000,-900.0000,1088.0000,-991.8072,-918.8909,1007.8258,-1021.2689,-895.3133,1007.8263,1088.4388,1.0000,1.0000,0.0000
822,0.335175,1,0.328739,-1000.0000,-900.0000,1088.0000,-991.8057,-918.8923,1007.8258,-1021.2673,-895.3109,1007.8263,1088.4397,1.0000,1.0000,0.0000
823,0.349031,1,0.342595,-1000.0000,-900.0000,1088.0000,-991.8054,-918.8911,1007.8258,-1021.2683,-895.3051,1007.8263,1088.4406,1.0000,1.0000,0.0000
824,0.365657,1,0.359222,-1000.0000,-900.0000,1088.0000,-991.8058,-918.8895,1007.8258,-1021.2695,-895.2989,1007.8263,1088.4416,1.0000,1.0000,0.0000
825,0.378020,1,0.371584,-1000.0000,-900.0000,1088.0000,-991.8092,-918.8873,1007.8258,-1021.2703,-895.2974,1007.8263,1088.4421,1.0000,1.0000,0.0000
826,0.390378,1,0.383942,-1000.0000,-900.0000,1088.0000,-991.8125,-918.8851,1007.8258,-1021.2712,-895.2959,1007.8263,1088.4427,1.0000,1.0000,0.0000
827,0.402533,1,0.396097,-1000.0000,-900.0000,1088.0000,-991.8128,-918.8854,1007.8258,-1021.2718,-895.2952,1007.8263,1088.4430,1.0000,1.0000,0.0000
828,0.413440,1,0.407005,-1000.0000,-900.0000,1088.0000,-991.8103,-918.8880,1007.8258,-1021.2723,-895.2953,1007.8263,1088.4431,1.0000,1.0000,0.0000
829,0.424219,1,0.417783,-1000.0000,-900.0000,1088.0000,-991.8079,-918.8906,1007.8258,-1021.2727,-895.2955,1007.8263,1088.4432,1.0000,1.0000,0.0000
