frame,phase,mounted,alive,enabled,stable,visible,blockout,seated,pelvis_error,feet_error,hands_error,length_error,root_error,wheel_visible,wheel_collision,action_weight,steering
633,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
634,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
635,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
636,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
637,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
638,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
639,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
640,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
641,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
642,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
643,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
644,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
645,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
646,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
647,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
648,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
649,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
650,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
651,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
652,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
653,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
654,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
655,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
656,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
657,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
658,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
659,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
660,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
661,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
662,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
663,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
664,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
665,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
666,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
667,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
668,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
669,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
670,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
671,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
672,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
673,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
674,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
675,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
676,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
677,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
678,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
679,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
680,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
681,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
682,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
683,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
684,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
685,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
686,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
687,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
688,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
689,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
690,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
691,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
692,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
693,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
694,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
695,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
696,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
697,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
698,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
699,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
700,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
701,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
702,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
703,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
704,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
705,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
706,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
707,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
708,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
709,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
710,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
711,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
712,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
713,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
714,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
715,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
716,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
717,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
718,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
719,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
720,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
721,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
722,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
723,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
724,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
725,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
726,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
727,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
728,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
729,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
730,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
731,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
732,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
733,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
734,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
735,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
736,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
737,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
738,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
739,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
740,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
741,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
742,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
743,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
744,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
745,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
746,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
747,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
748,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
749,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
750,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
751,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
752,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
753,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
754,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
755,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
756,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
757,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
758,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
759,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
760,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
761,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
762,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
763,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
764,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
765,1,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
766,22,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
767,22,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,3.000000,0.000000
768,2,0,1,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0.000000,0.000000
769,2,1,1,1,0,1,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0.000000,0.000000
770,2,1,1,1,0,1,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0.000000,0.000000
771,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
772,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
773,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
774,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
775,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
776,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
777,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
778,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
779,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
780,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
781,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
782,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
783,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
784,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
785,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
786,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
787,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
788,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
789,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
790,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
791,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
792,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
793,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
794,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
795,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
796,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
797,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
798,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
799,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
800,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
801,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
802,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
803,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
804,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
805,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
806,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
807,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
808,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
809,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
810,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
811,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
812,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
813,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
814,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
815,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
816,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
817,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
818,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
819,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
820,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
821,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
822,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
823,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
824,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
825,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
826,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
827,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
828,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
829,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
830,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
831,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
832,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
833,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
834,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
835,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
836,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
837,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
838,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
839,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
840,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
841,2,1,1,1,1,1,0,1,0.000000,0.000000,0.000000,0.000076,0.000000,1,0,0.000000,0.000000
