D02_01_TEST event=fixture_world_reload_requested wall=0.001857 phase=0 waypoint=0 location=V(0) loads=0 unloads=0
D02_01_TEST event=waypoint_reached wall=145.912379 phase=8 waypoint=2 location=V(X=4000.74, Y=-724.38, Z=90.00) loads=40 unloads=25
D02_01_TEST event=waypoint_reached wall=153.639093 phase=8 waypoint=3 location=V(X=76.94, Y=-799.79, Z=90.00) loads=40 unloads=28
D02_01_TEST event=waypoint_reached wall=155.190571 phase=8 waypoint=4 location=V(X=0.86, Y=-75.14, Z=90.00) loads=40 unloads=28
D02_01_TEST event=defeat_restore wall=155.190647 phase=9 waypoint=0 location=V(X=0.86, Y=-75.14, Z=90.00) loads=40 unloads=28
D02_01_TEST event=persistent_encounter_awake_after_defeat wall=155.202607 phase=9 waypoint=0 location=V(X=0.79, Y=-69.25, Z=90.00) loads=40 unloads=28
D02_01_TEST event=invalid_debug_relocation wall=155.202754 phase=10 waypoint=0 location=V(X=100000.00, Z=-1000.00) loads=40 unloads=28
D02_01_TEST event=debug_relocation_recovered wall=155.413721 phase=10 waypoint=0 location=V(X=0.86, Y=-75.14, Z=90.00) loads=40 unloads=28
D02_01_TEST event=asynchronous_relocation wall=155.414034 phase=11 waypoint=0 location=V(X=0.86, Y=-75.14, Z=90.00) loads=40 unloads=28
D02_01_TEST event=unavailable_relocation wall=155.512100 phase=12 waypoint=0 location=V(X=19000.00, Z=90.00) loads=46 unloads=28
D02_01_TEST event=relocation_retry wall=165.524719 phase=13 waypoint=0 location=V(X=19000.00, Z=90.00) loads=46 unloads=33
D02_01_TEST event=capture_wait wall=165.569232 phase=14 waypoint=0 location=V(Z=90.00) loads=51 unloads=33
D02_01_TEST event=complete wall=165.754631 phase=14 waypoint=0 location=V(Z=90.00) loads=51 unloads=39
