render_tick,elapsed_seconds,file_cache,automatic
787,14.280095906,0,1754
788,14.297030880,0,1754
789,14.314031605,0,1752
790,14.330958227,0,1752
791,14.348191327,0,1752
792,14.365983689,0,1750
793,14.382127166,0,1750
794,14.401048072,0,1750
795,14.418031306,0,1749
796,14.433949677,0,1748
797,14.452771672,0,1748
798,14.473207043,0,1747
799,14.491313132,0,1746
800,14.507022938,0,1745
801,14.526220382,0,1741
802,14.543636615,0,1739
803,14.562073111,0,1736
804,14.579169349,0,1733
805,14.596964741,0,1731
806,14.613904604,0,1729
807,14.632007583,0,1725
808,14.650043650,0,1722
809,14.666987644,0,1720
810,14.686721379,0,1719
811,14.699180985,0,1715
812,14.715948443,0,1712
813,14.733020900,0,1710
814,14.750677319,0,1708
815,14.765893094,0,1707
816,14.783016342,0,1700
817,14.800962737,0,1699
818,14.816962170,0,1693
819,14.834943316,0,1685
820,14.852972994,0,1679
821,14.871087563,0,1671
822,14.886609456,0,1666
823,14.903909017,0,1665
824,14.922922746,0,1664
825,14.938930809,0,1664
826,14.956910675,0,1662
827,14.973000200,0,1659
828,14.989920303,0,1657
829,15.007349737,0,1655
830,15.023132715,0,1655
831,15.039914385,0,1652
832,15.057890001,0,1651
833,15.074989538,0,1650
834,15.093181509,0,1650
835,15.110489961,0,1650
836,15.127946195,0,1646
837,15.145112903,0,1646
838,15.165241497,0,1644
839,15.183192073,0,1641
840,15.199888661,0,1641
841,15.216912526,0,1641
842,15.237909519,0,1641
843,15.256379917,0,1641
844,15.273071864,0,1639
845,15.292120594,0,1636
846,15.310066080,0,1635
847,15.326835069,0,1635
848,15.344869467,0,1635
849,15.361184296,0,1635
850,15.377101997,0,1633
851,15.392840684,0,1633
852,15.410853051,0,1632
853,15.430193927,0,1630
854,15.448097562,0,1630
855,15.463883010,0,1630
856,15.482176343,0,1629
857,15.498820101,0,1628
858,15.516817867,0,1626
859,15.534822104,0,1625
860,15.554263272,0,1623
861,15.571972213,0,1622
862,15.591004092,0,1620
863,15.609437578,0,1619
864,15.625812440,0,1617
865,15.643838467,0,1616
866,15.661917256,0,1616
867,15.679938893,0,1616
868,15.697159532,0,1613
869,15.715378464,0,1613
870,15.732131953,0,1611
871,15.748990195,0,1609
872,15.767210426,0,1605
873,15.784340174,0,1605
874,15.800800187,0,1605
875,15.818797304,0,1603
876,15.836271029,0,1602
877,15.851764931,0,1601
878,15.871787652,0,1601
879,15.887949358,0,1600
880,15.906008186,0,1599
881,15.923920661,0,1597
882,15.942316136,0,1594
883,15.958883722,0,1591
884,15.977322918,0,1586
885,15.994882345,0,1581
886,16.012107095,0,1579
887,16.028241760,0,1576
888,16.044842487,0,1574
889,16.061835311,0,1573
890,16.078259333,0,1572
891,16.093953189,0,1570
892,16.110845342,0,1564
893,16.130363951,0,1559
894,16.146825865,0,1555
895,16.164835982,0,1551
896,16.180966517,0,1548
897,16.200886946,0,1545
898,16.216862429,0,1540
899,16.234939187,0,1538
900,16.250823557,0,1537
901,16.267895103,0,1533
902,16.284503079,0,1527
903,16.299918109,0,1525
904,16.320915542,0,1521
905,16.339112413,0,1516
906,16.356126698,0,1514
907,16.372010848,0,1509
908,16.390863544,0,1504
909,16.408211626,0,1499
910,16.425899106,0,1492
911,16.442912551,0,1488
912,16.459899246,0,1484
913,16.477929833,0,1482
914,16.494842056,0,1476
915,16.513061887,0,1475
916,16.529872328,0,1470
917,16.545788898,0,1466
918,16.562772402,0,1461
919,16.581417434,0,1457
920,16.597788564,0,1454
921,16.615792461,0,1450
922,16.635813972,0,1446
923,16.652796357,0,1444
924,16.671711244,0,1443
925,16.690895448,0,1441
926,16.708907545,0,1440
927,16.725898058,0,1435
928,16.742910973,0,1434
929,16.759440678,0,1434
930,16.774988361,0,1433
931,16.793881117,0,1432
932,16.810900272,0,1429
933,16.827949649,0,1426
934,16.843927390,0,1424
935,16.859889862,0,1423
936,16.875914855,0,1423
937,16.893859591,0,1423
938,16.910049418,0,1418
939,16.926098432,0,1416
940,16.942986904,0,1415
941,16.958983776,0,1414
942,16.976297718,0,1412
943,16.993882775,0,1412
944,17.011866472,0,1406
945,17.029868609,0,1402
946,17.045906902,0,1397
947,17.063976610,0,1395
948,17.080923044,0,1393
949,17.098957411,0,1391
950,17.115019145,0,1386
951,17.131973729,0,1378
952,17.150914857,0,1371
953,17.167988463,0,1371
954,17.185610362,0,1369
955,17.203084488,0,1365
956,17.220063481,0,1360
957,17.236172267,0,1355
958,17.254145623,0,1351
959,17.272994348,0,1344
960,17.289107943,0,1337
961,17.308176584,0,1332
962,17.325064725,0,1326
963,17.343057052,0,1319
964,17.362092081,0,1318
965,17.379136527,0,1317
966,17.397324519,0,1317
967,17.414110448,0,1316
968,17.432088474,0,1314
969,17.452080105,0,1311
970,17.469235864,0,1309
971,17.486986745,0,1306
972,17.503493849,0,1306
973,17.521060526,0,1304
974,17.538177263,0,1304
975,17.555062495,0,1301
976,17.572671914,0,1288
977,17.592012530,0,1280
978,17.610959977,0,1274
979,17.630085429,0,1270
980,17.647916072,0,1266
981,17.666061632,0,1262
982,17.684214652,0,1258
983,17.699932259,0,1256
984,17.717031685,0,1252
985,17.733895827,0,1246
986,17.753051209,0,1243
987,17.772714513,0,1238
988,17.789573595,0,1232
989,17.806944087,0,1230
990,17.823954122,0,1227
991,17.841032369,0,1220
992,17.857968032,0,1218
993,17.875121830,0,1208
994,17.891034771,0,1206
995,17.908215629,0,1204
996,17.923952577,0,1203
997,17.942467005,0,1200
998,17.959974691,0,1192
999,17.977087078,0,1188
1000,17.995037313,0,1187
1001,18.011065727,0,1184
1002,18.027120930,0,1178
1003,18.043186375,0,1177
1004,18.062105472,0,1176
1005,18.080047497,0,1175
1006,18.098046534,0,1175
1007,18.114962087,0,1173
1008,18.133038685,0,1171
1009,18.150034130,0,1169
1010,18.168938767,0,1165
1011,18.185729587,0,1165
1012,18.204764007,0,1165
1013,18.222098288,0,1164
1014,18.238996511,0,1162
1015,18.258007440,0,1162
1016,18.275056336,0,1160
1017,18.292314796,0,1157
1018,18.310113048,0,1156
1019,18.327098593,0,1156
1020,18.343999215,0,1153
1021,18.362060903,0,1153
1022,18.380416358,0,1152
1023,18.397232319,0,1151
1024,18.414234953,0,1145
1025,18.431126476,0,1141
1026,18.447978857,0,1138
1027,18.467047978,0,1133
1028,18.483682405,0,1121
1029,18.504273778,0,1110
1030,18.524239118,0,1107
1031,18.541001698,0,1102
1032,18.559067046,0,1100
1033,18.577079703,0,1092
1034,18.594965847,0,1084
1035,18.611001721,0,1078
1036,18.628004846,0,1071
1037,18.646135405,0,1064
1038,18.662113517,0,1059
1039,18.682460075,0,1054
1040,18.698007229,0,1050
1041,18.714972963,0,1048
1042,18.733011710,0,1045
1043,18.753037712,0,1041
1044,18.772371327,0,1034
1045,18.790169980,0,1032
1046,18.808654967,0,1028
1047,18.826012900,0,1023
1048,18.844036707,0,1020
1049,18.861223726,0,1018
1050,18.878123269,0,1013
1051,18.895107893,0,1010
1052,18.914091282,0,1006
1053,18.933067110,0,1003
1054,18.951171439,0,1000
1055,18.969330869,0,998
1056,18.988107733,0,992
1057,19.004356471,0,991
1058,19.021137571,0,984
1059,19.038471083,0,968
1060,19.053203388,0,962
1061,19.072721107,0,959
1062,19.087591695,0,957
1063,19.103757112,0,954
1064,19.119075050,0,950
1065,19.136047424,0,949
1066,19.154022060,0,943
1067,19.172769533,0,942
1068,19.188031420,0,938
1069,19.205955595,0,936
1070,19.224067634,0,933
1071,19.241996899,0,930
1072,19.260392775,0,929
1073,19.278724508,0,923
1074,19.294418355,0,919
1075,19.310960850,0,918
1076,19.328054636,0,914
1077,19.345065931,0,912
1078,19.363072448,0,909
1079,19.380142704,0,907
1080,19.398549480,0,904
1081,19.416024785,0,901
1082,19.433181413,0,899
1083,19.451221051,0,894
1084,19.468061082,0,892
1085,19.486443497,0,889
1086,19.501096990,0,885
1087,19.518892352,0,882
1088,19.535951169,0,879
1089,19.552945233,0,878
1090,19.572335971,0,875
1091,19.589701073,0,872
1092,19.604944039,0,871
1093,19.622911425,0,867
1094,19.638871907,0,865
1095,19.656969655,0,861
1096,19.675721519,0,856
1097,19.690925134,0,854
1098,19.706905466,0,851
1099,19.722922949,0,848
1100,19.740964047,0,846
1101,19.759895594,0,844
1102,19.776920599,0,841
1103,19.793894924,0,839
1104,19.812984594,0,836
1105,19.828921066,0,832
1106,19.846952003,0,827
