render_tick,elapsed_seconds,file_cache,automatic
533,9.941565175,0,2313
534,9.959581193,0,2310
535,9.977617912,0,2308
536,9.995608850,0,2305
537,10.012565934,0,2303
538,10.031545924,0,2302
539,10.048598540,0,2299
540,10.065586016,0,2296
541,10.082740524,0,2293
542,10.100539088,0,2292
543,10.118958806,0,2291
544,10.282753047,0,2286
545,10.300526840,0,2284
546,10.317564496,0,2282
547,10.335427331,0,2279
548,10.352492288,0,2278
549,10.370446245,0,2278
550,10.388452503,0,2275
551,10.405477899,0,2272
552,10.421454041,0,2271
553,10.437462254,0,2270
554,10.453453076,0,2266
555,10.472885946,0,2264
556,10.489492483,0,2261
557,10.509926656,0,2254
558,10.530479652,0,2250
559,10.550488235,0,2244
560,10.567882539,0,2241
561,10.586631354,0,2236
562,10.603551598,0,2231
563,10.621568806,0,2229
564,10.639543683,0,2222
565,10.656545299,0,2218
566,10.675708103,0,2212
567,10.692686798,0,2208
568,10.708751492,0,2204
569,10.727727442,0,2198
570,10.744580194,0,2195
571,10.763590195,0,2192
572,10.781229185,0,2187
573,10.798746771,0,2185
574,10.818571981,0,2181
575,10.836556388,0,2180
576,10.854565606,0,2177
577,10.874599610,0,2175
578,10.891619726,0,2171
579,10.907730421,0,2170
580,10.925727989,0,2168
581,10.943743367,0,2164
582,10.962594604,0,2161
583,10.979602370,0,2160
584,10.996565724,0,2157
585,11.014584323,0,2153
586,11.032599391,0,2151
587,11.049581486,0,2149
588,11.067734287,0,2149
589,11.083983955,0,2147
590,11.100569701,0,2146
591,11.118545129,0,2145
592,11.136607038,0,2143
593,11.156578961,0,2142
594,11.172575653,0,2140
595,11.190617492,0,2137
596,11.209064180,0,2135
597,11.226868353,0,2133
598,11.242560869,0,2133
599,11.260577027,0,2132
600,11.277626664,0,2132
601,11.296627874,0,2129
602,11.315796609,0,2127
603,11.334224006,0,2125
604,11.350738051,0,2124
605,11.367630704,0,2122
606,11.384768422,0,2120
607,11.401067981,0,2119
608,11.417968224,0,2117
609,11.434791035,0,2117
610,11.452888915,0,2116
611,11.471428995,0,2114
612,11.488618745,0,2112
613,11.506576472,0,2111
614,11.524576250,0,2109
615,11.543551490,0,2107
616,11.560555116,0,2106
617,11.580845895,0,2102
618,11.597619305,0,2101
619,11.614661582,0,2097
620,11.631584315,0,2095
621,11.649605993,0,2091
622,11.668216815,0,2086
623,11.684698539,0,2083
624,11.701592852,0,2081
625,11.719292512,0,2075
626,11.737579657,0,2071
627,11.755610386,0,2069
628,11.774635267,0,2061
629,11.789581716,0,2059
630,11.805573578,0,2058
631,11.822795898,0,2051
632,11.839037966,0,2048
633,11.855931959,0,2047
634,11.873587469,0,2041
635,11.891548675,0,2037
636,11.909572294,0,2035
637,11.927060090,0,2029
638,11.945541129,0,2025
639,11.963554197,0,2024
640,11.979616991,0,2019
641,11.996515914,0,2015
642,12.013571260,0,2014
643,12.030569736,0,2008
644,12.048776139,0,2005
645,12.067023712,0,2004
646,12.089163094,0,1998
647,12.107575771,0,1997
648,12.122586101,0,1994
649,12.141587581,0,1993
650,12.158550716,0,1988
651,12.177613388,0,1986
652,12.194583962,0,1985
653,12.213557802,0,1981
654,12.231596311,0,1977
655,12.249602419,0,1976
656,12.266567754,0,1972
657,12.283680281,0,1969
658,12.300602625,0,1968
659,12.317576759,0,1964
660,12.458570264,0,1961
661,12.464397947,0,1955
662,12.481343971,0,1955
663,12.496989266,0,1952
664,12.513679773,0,1952
665,12.532696344,0,1952
666,12.549431653,0,1951
667,12.567712467,0,1950
668,12.585737336,0,1947
669,12.604524192,0,1946
670,12.622458098,0,1941
671,12.641439498,0,1941
672,12.659462007,0,1940
673,12.677475715,0,1940
674,12.693418296,0,1936
675,12.709479540,0,1936
676,12.727436327,0,1935
677,12.745494406,0,1931
678,12.764458116,0,1931
679,12.784499110,0,1928
680,12.802441756,0,1926
681,12.819440362,0,1926
682,12.837480860,0,1923
683,12.855395536,0,1922
684,12.873468186,0,1921
685,12.892466036,0,1919
686,12.909486322,0,1917
687,12.926539818,0,1916
688,12.944390913,0,1914
689,12.963538887,0,1911
690,12.982469246,0,1908
691,12.998440288,0,1905
692,13.015431073,0,1899
693,13.034425063,0,1897
694,13.052769339,0,1895
695,13.070660544,0,1891
696,13.088628201,0,1888
697,13.104466610,0,1886
698,13.124617097,0,1881
699,13.141474529,0,1877
700,13.157467031,0,1873
701,13.175812296,0,1868
702,13.193452187,0,1865
703,13.211418734,0,1859
704,13.229464413,0,1855
705,13.246466478,0,1853
706,13.265609921,0,1847
707,13.283712432,0,1843
708,13.301487255,0,1841
709,13.321450697,0,1835
710,13.340497639,0,1831
711,13.358472876,0,1828
712,13.377509397,0,1823
713,13.395473264,0,1817
714,13.412469919,0,1812
715,13.428513263,0,1807
716,13.445466197,0,1802
717,13.466687398,0,1789
718,13.484501822,0,1783
719,13.501489566,0,1781
720,13.518619084,0,1780
721,13.536601772,0,1779
722,13.553464434,0,1779
723,13.570517920,0,1776
724,13.586530373,0,1774
725,13.604481730,0,1773
726,13.622471588,0,1773
727,13.638615873,0,1770
728,13.657484301,0,1766
729,13.676494992,0,1766
730,13.693547648,0,1765
731,13.710474622,0,1764
732,13.726466644,0,1764
733,13.745515386,0,1761
734,13.764500426,0,1761
735,13.780471498,0,1761
736,13.796496291,0,1761
737,13.813523697,0,1761
738,13.831474723,0,1759
739,13.849447901,0,1758
740,13.867664823,0,1756
741,13.884517445,0,1756
742,13.902535413,0,1755
743,13.921537304,0,1755
744,13.941533757,0,1755
745,13.960542178,0,1754
746,13.978545566,0,1754
747,13.996539653,0,1753
748,14.014554321,0,1753
749,14.033554832,0,1752
750,14.052552382,0,1750
751,14.070347595,0,1748
752,14.089548541,0,1744
753,14.106544376,0,1742
754,14.123501590,0,1742
755,14.142489420,0,1742
756,14.160734093,0,1742
757,14.178632399,0,1738
758,14.199833379,0,1738
759,14.217692304,0,1737
760,14.237192555,0,1736
761,14.253530346,0,1734
762,14.270829928,0,1732
763,14.290554505,0,1731
764,14.304623194,0,1730
765,14.320485803,0,1730
766,14.337531429,0,1730
767,14.355434144,0,1730
768,14.373412802,0,1730
769,14.390586261,0,1730
770,14.409009249,0,1729
771,14.425628075,0,1729
772,14.445982516,0,1729
773,14.462560472,0,1729
774,14.480961069,0,1728
775,14.498091307,0,1727
776,14.515496851,0,1726
777,14.533958260,0,1724
778,14.550520804,0,1724
779,14.569416993,0,1724
780,14.587648516,0,1723
781,14.795623197,0,1723
782,14.813993314,0,1722
783,14.832305159,0,1722
784,14.849446987,0,1722
785,14.867888645,0,1721
786,14.885603576,0,1721
787,14.903322498,0,1721
788,14.921507630,0,1721
789,14.938572376,0,1721
790,14.955655803,0,1719
791,14.971873891,0,1718
792,14.989533911,0,1717
793,15.007093849,0,1716
794,15.024077134,0,1716
795,15.040357172,0,1716
796,15.056498968,0,1715
797,15.072551012,0,1713
798,15.089802273,0,1713
799,15.108983788,0,1712
800,15.125348458,0,1711
801,15.141459573,0,1710
802,15.157470586,0,1710
803,15.174595414,0,1710
804,15.191404155,0,1710
805,15.209127596,0,1709
806,15.227637675,0,1708
807,15.243497755,0,1704
808,15.259538438,0,1700
809,15.278962679,0,1698
810,15.298704425,0,1697
811,15.316196762,0,1696
812,15.332591153,0,1696
813,15.348537475,0,1695
814,15.365402587,0,1692
815,15.382558075,0,1687
816,15.400537903,0,1683
817,15.418579151,0,1680
818,15.435586547,0,1674
819,15.452704744,0,1672
820,15.470123190,0,1671
821,15.487579745,0,1667
822,15.504824555,0,1664
823,15.522597928,0,1662
824,15.540469723,0,1659
825,15.557492919,0,1650
826,15.575498307,0,1640
827,15.591517029,0,1638
828,15.608550475,0,1634
829,15.625018499,0,1628
830,15.642750280,0,1625
831,15.661715100,0,1623
832,15.680210509,0,1622
833,15.699072747,0,1619
834,15.714363983,0,1617
835,15.731119693,0,1615
836,15.750143823,0,1613
837,15.766643377,0,1611
838,15.786124059,0,1607
839,15.801804743,0,1607
840,15.818323588,0,1607
841,15.836946399,0,1605
842,15.853944654,0,1605
843,15.870993931,0,1604
844,15.890010881,0,1603
845,15.910143308,0,1603
846,15.925557287,0,1602
847,15.941480658,0,1600
848,15.959515556,0,1600
849,15.979365206,0,1598
850,15.994520910,0,1598
851,16.012512757,0,1597
852,16.031025726,0,1595
853,16.046508417,0,1594
854,16.063835980,0,1593
855,16.082963523,0,1591
856,16.098546366,0,1591
857,16.116700457,0,1589
858,16.132516256,0,1588
859,16.150556484,0,1586
860,16.168033850,0,1586
861,16.184581995,0,1585
862,16.201849566,0,1583
863,16.218639077,0,1581
864,16.236259076,0,1579
865,16.253552298,0,1579
866,16.271240509,0,1579
867,16.288510390,0,1579
868,16.304752948,0,1578
869,16.324937105,0,1577
870,16.343009664,0,1575
871,16.359214601,0,1572
872,16.376772579,0,1569
873,16.395523274,0,1569
874,16.413426430,0,1569
875,16.431110750,0,1567
876,16.448452913,0,1565
877,16.466550723,0,1564
878,16.484320946,0,1563
879,16.501584007,0,1561
880,16.521406116,0,1559
881,16.538648377,0,1556
882,16.555776554,0,1552
883,16.572565315,0,1551
884,16.590615464,0,1547
885,16.608692863,0,1545
886,16.626764493,0,1543
887,16.642523280,0,1541
888,16.659567346,0,1538
889,16.678556736,0,1534
890,16.693623537,0,1533
891,16.711602915,0,1530
892,16.729540781,0,1528
893,16.747528329,0,1523
894,16.988745993,0,1520
895,16.996577460,0,1518
896,17.015437807,0,1514
897,17.033622810,0,1509
898,17.051420422,0,1505
899,17.067449435,0,1500
900,17.084591534,0,1496
901,17.102551161,0,1491
902,17.120405775,0,1488
903,17.137385909,0,1483
904,17.155451269,0,1478
905,17.173404085,0,1475
906,17.191421703,0,1470
907,17.209479792,0,1464
908,17.226679283,0,1460
909,17.244552638,0,1453
910,17.263521397,0,1448
911,17.282223121,0,1444
912,17.299798479,0,1438
913,17.318664967,0,1433
914,17.336763147,0,1429
915,17.355901140,0,1422
916,17.373612372,0,1417
917,17.391494186,0,1413
918,17.409548985,0,1410
919,17.428539105,0,1407
920,17.446539343,0,1406
921,17.463539918,0,1404
922,17.480766029,0,1401
923,17.498551031,0,1399
924,17.515454224,0,1396
925,17.533457192,0,1395
926,17.551500320,0,1391
927,17.571327970,0,1390
928,17.589534802,0,1387
929,17.608476571,0,1386
930,17.626533210,0,1384
931,17.644597879,0,1381
932,17.662469664,0,1379
933,17.679566231,0,1377
934,17.696463094,0,1376
935,17.712465107,0,1374
936,17.729565064,0,1372
937,17.747548631,0,1369
938,17.764639848,0,1365
939,17.783126278,0,1362
940,17.798500306,0,1361
941,17.815650494,0,1359
942,17.834514601,0,1357
943,17.850522024,0,1352
944,17.867559640,0,1349
945,17.885510206,0,1346
946,17.905472729,0,1342
947,17.923638830,0,1335
948,17.942497037,0,1331
949,17.959645696,0,1325
950,17.977600642,0,1322
951,17.994463005,0,1318
952,18.012540584,0,1314
953,18.031577445,0,1306
954,18.050566855,0,1294
955,18.071392057,0,1290
956,18.088696079,0,1286
957,18.105492990,0,1286
958,18.125529563,0,1285
959,18.142621370,0,1285
960,18.161617041,0,1284
961,18.180509109,0,1280
962,18.197492714,0,1278
963,18.215529672,0,1277
964,18.233529230,0,1276
965,18.251463146,0,1274
966,18.271703954,0,1272
967,18.288619228,0,1268
968,18.306696767,0,1261
969,18.322537626,0,1257
970,18.339693664,0,1252
971,18.356638738,0,1250
972,18.373188074,0,1248
973,18.390646829,0,1242
974,18.409650829,0,1241
975,18.427152776,0,1235
976,18.443654460,0,1235
977,18.460813818,0,1228
978,18.477717371,0,1227
979,18.495531575,0,1224
980,18.513595644,0,1219
981,18.531731174,0,1215
982,18.549672791,0,1210
983,18.566674806,0,1208
984,18.585290578,0,1203
985,18.603697645,0,1200
986,18.620657249,0,1198
987,18.637572592,0,1192
988,18.657009072,0,1187
989,18.674651312,0,1182
990,18.695104316,0,1176
991,18.713652705,0,1174
992,18.731575001,0,1173
993,18.748682889,0,1167
994,18.771417664,0,1161
995,18.787718743,0,1158
996,18.804616956,0,1157
997,18.822634514,0,1156
998,18.841025060,0,1155
999,18.857707738,0,1154
1000,18.875404179,0,1153
1001,18.893547400,0,1152
1002,18.910621217,0,1150
1003,18.926706281,0,1148
1004,18.946688614,0,1145
1005,18.964615530,0,1141
1006,18.981646825,0,1141
1007,19.000583554,0,1140
1008,19.019009811,0,1138
1009,19.048573601,0,1138
1010,19.054569047,0,1138
1011,19.071356108,0,1137
1012,19.088505956,0,1136
1013,19.106553785,0,1135
1014,19.122585458,0,1134
1015,19.141585178,0,1131
1016,19.160527347,0,1126
1017,19.178535575,0,1121
1018,19.195583831,0,1114
1019,19.212525985,0,1109
1020,19.230516903,0,1102
1021,19.248561291,0,1099
1022,19.266526298,0,1095
1023,19.283582845,0,1091
1024,19.301644934,0,1089
1025,19.319574460,0,1086
1026,19.338698093,0,1083
1027,19.356609589,0,1079
1028,19.373563203,0,1077
1029,19.390544177,0,1070
1030,19.406614791,0,1066
1031,19.422539022,0,1059
1032,19.439800133,0,1055
1033,19.461591497,0,1049
1034,19.479779818,0,1040
1035,19.497626653,0,1036
1036,19.517553004,0,1030
1037,19.536570845,0,1026
1038,19.553602061,0,1025
1039,19.571573968,0,1022
1040,19.590095257,0,1019
1041,19.607932451,0,1018
1042,19.624684920,0,1014
1043,19.641682446,0,1012
1044,19.658636650,0,1008
1045,19.676886363,0,1007
1046,19.693640682,0,1003
1047,19.711694111,0,996
1048,19.728618125,0,992
1049,19.748755001,0,984
1050,19.766660866,0,982
1051,19.783704862,0,978
1052,19.800703807,0,977
