frame,time,phase,x,y,z,foot_x,foot_y,foot_z,visible,tick
1013,3.017767,2,6000.0000,-1000.0000,90.0000,19.7796,8.6877,7.6986,1,1
1014,3.031840,2,6000.0000,-1000.0000,90.0000,19.7790,8.6831,7.6965,1,1
1015,3.431840,2,6000.0000,-1000.0000,90.0000,19.7546,8.6683,7.6897,1,1
1016,3.439205,2,6000.0000,-1000.0000,90.0000,19.7535,8.6703,7.6893,1,1
1017,3.444963,2,6000.0000,-1000.0000,90.0000,19.7531,8.6719,7.6890,1,1
1018,3.455963,2,6000.0000,-1000.0000,90.0000,19.7523,8.6751,7.6885,1,1
1019,3.469031,2,6000.0000,-1000.0000,90.0000,19.7522,8.6785,7.6881,1,1
1020,3.483327,2,6000.0000,-1000.0000,90.0000,19.7560,8.6802,7.6888,1,1
1021,3.496384,2,6000.0000,-1000.0000,90.0000,19.7593,8.6818,7.6894,1,1
1022,3.511051,2,6000.0000,-1000.0000,90.0000,19.7637,8.6790,7.6909,1,1
1023,3.525463,2,6000.0000,-1000.0000,90.0000,19.7682,8.6747,7.6927,1,1
1024,3.538949,2,6000.0000,-1000.0000,90.0000,19.7704,8.6716,7.6944,1,1
1025,3.552827,2,6000.0000,-1000.0000,90.0000,19.7700,8.6695,7.6962,1,1
1026,3.566542,2,6000.0000,-1000.0000,90.0000,19.7696,8.6675,7.6979,1,1
1027,3.580265,2,6000.0000,-1000.0000,90.0000,19.7734,8.6698,7.6991,1,1
1028,3.593940,2,6000.0000,-1000.0000,90.0000,19.7773,8.6721,7.7002,1,1
1029,3.607212,2,6000.0000,-1000.0000,90.0000,19.7806,8.6744,7.7012,1,1
1030,3.619802,2,6000.0000,-1000.0000,90.0000,19.7834,8.6764,7.7022,1,1
1031,3.632124,2,6000.0000,-1000.0000,90.0000,19.7861,8.6785,7.7032,1,1
1032,3.644442,2,6000.0000,-1000.0000,90.0000,19.7892,8.6776,7.7051,1,1
1033,3.656572,2,6000.0000,-1000.0000,90.0000,19.7923,8.6764,7.7070,1,1
1034,3.669148,2,6000.0000,-1000.0000,90.0000,19.7948,8.6750,7.7088,1,1
1035,3.681996,2,6000.0000,-1000.0000,90.0000,19.7942,8.6733,7.7101,1,1
1036,3.694261,2,6000.0000,-1000.0000,90.0000,19.7937,8.6716,7.7113,1,1
1037,3.706123,2,6000.0000,-1000.0000,90.0000,19.7920,8.6708,7.7116,1,1
1038,3.718063,2,6000.0000,-1000.0000,90.0000,19.7891,8.6708,7.7113,1,1
1039,3.730164,2,6000.0000,-1000.0000,90.0000,19.7861,8.6708,7.7109,1,1
1040,3.742198,2,6000.0000,-1000.0000,90.0000,19.7877,8.6704,7.7105,1,1
1041,3.754628,2,6000.0000,-1000.0000,90.0000,19.7909,8.6699,7.7100,1,1
1042,3.766784,2,6000.0000,-1000.0000,90.0000,19.7941,8.6693,7.7095,1,1
1043,3.779343,2,6000.0000,-1000.0000,90.0000,19.7966,8.6673,7.7091,1,1
1044,3.791251,2,6000.0000,-1000.0000,90.0000,19.7989,8.6653,7.7087,1,1
1045,3.804644,2,6000.0000,-1000.0000,90.0000,19.8008,8.6646,7.7087,1,1
1046,3.817522,2,6000.0000,-1000.0000,90.0000,19.8014,8.6665,7.7093,1,1
1047,3.831316,2,6000.0000,-1000.0000,90.0000,19.8020,8.6685,7.7099,1,1
1048,3.844093,2,6000.0000,-1000.0000,90.0000,19.8023,8.6689,7.7098,1,1
1049,3.858163,2,6000.0000,-1000.0000,90.0000,19.8026,8.6692,7.7097,1,1
1050,3.871674,2,6000.0000,-1000.0000,90.0000,19.8015,8.6699,7.7089,1,1
1051,3.884637,2,6000.0000,-1000.0000,90.0000,19.7980,8.6716,7.7072,1,1
1052,3.898678,2,6000.0000,-1000.0000,90.0000,19.7943,8.6733,7.7054,1,1
1053,3.911745,2,6000.0000,-1000.0000,90.0000,19.7928,8.6751,7.7048,1,1
1054,3.925506,2,6000.0000,-1000.0000,90.0000,19.7915,8.6769,7.7043,1,1
1055,3.938571,2,6000.0000,-1000.0000,90.0000,19.7896,8.6776,7.7037,1,1
1056,3.951405,2,6000.0000,-1000.0000,90.0000,19.7869,8.6768,7.7028,1,1
1057,3.964561,2,6000.0000,-1000.0000,90.0000,19.7841,8.6759,7.7019,1,1
1058,3.977475,2,6000.0000,-1000.0000,90.0000,19.7839,8.6768,7.7004,1,1
1059,3.990404,2,6000.0000,-1000.0000,90.0000,19.7843,8.6781,7.6988,1,1
1060,4.003517,2,6000.0000,-1000.0000,90.0000,19.7847,8.6783,7.6974,1,1
1061,4.017031,2,6000.0000,-1000.0000,90.0000,19.7850,8.6757,7.6966,1,1
1062,4.030384,3,6000.0000,-1000.0000,90.0000,19.7853,8.6732,7.6957,1,1
1063,4.043395,3,6000.4063,-1000.0000,90.0000,19.7547,8.6434,7.6763,1,1
1064,4.055386,3,6001.1258,-1000.0000,90.0000,19.6889,8.5323,7.6304,1,1
1065,4.068348,3,6002.3068,-1000.0000,90.0000,19.5446,8.2155,7.5390,1,1
1066,4.082118,3,6004.0165,-1000.0000,90.0000,19.3308,7.5137,7.3756,1,1
