frame,wall_seconds,wall_delta_ms,sim_delta_ms,stage,phase,cycle,game_ms,render_ms,rhi_ms,gpu_ms,game_wait_ms,render_wait_ms,swap_ms,pawn_count,autonomous_pawns,player_x,player_y,player_z,view_yaw,health,ammo,pressure,active_audio,active_vfx
807,0.000622533,0.622533,46.196358,warmup,terminal,0,45.785999,7.418000,1.960000,4.065000,0.001000,0.154000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
808,0.006588901,5.966368,3.374102,warmup,terminal,1,2.838000,7.907000,1.960000,4.065000,0.000000,38.053001,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
809,0.018927654,12.338753,5.976408,warmup,terminal,1,4.805000,7.651000,3.026000,4.065000,1.252000,0.052000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
810,0.031953473,13.025819,12.329933,warmup,terminal,1,1.912000,12.318000,2.381000,3.979000,10.495000,0.788000,0.138000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
811,0.045353870,13.400397,13.214812,warmup,terminal,1,2.574000,12.559000,2.367000,4.020000,11.047000,1.002000,0.076000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
812,0.059168104,13.814234,13.313835,warmup,terminal,1,2.628000,13.391000,2.820000,4.008000,10.513000,0.944000,0.013000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
813,0.073580403,14.412299,13.807666,warmup,terminal,1,2.812000,12.948000,3.061000,4.018000,11.183000,0.523000,0.020000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
814,0.087786586,14.206183,14.435098,warmup,terminal,1,2.890000,13.611000,2.227000,3.990000,11.505000,0.811000,0.020000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
815,0.101717994,13.931408,14.135652,warmup,terminal,1,2.738000,13.543000,1.936000,4.016000,11.246000,0.865000,0.014000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
816,0.116452269,14.734275,13.923237,warmup,terminal,1,2.570000,13.004000,2.135000,4.040000,11.504000,0.987000,0.012000,4,1,0.000000,0.000000,150.000000,0.000000,100.000000,60,0.000000,0,0
