render_tick,elapsed_seconds,file_cache,automatic
0,0.032801114,0,1020
1,0.079249258,0,992
2,0.539892161,0,5434
3,0.548518802,0,5434
4,0.564951654,0,5426
5,0.584674420,0,5421
6,0.609403734,0,5415
7,0.623219810,0,5415
8,0.639813696,0,5405
9,0.659989521,0,5405
10,0.677525688,0,5404
11,0.696146049,0,5404
12,0.719420582,0,5401
13,0.737074262,0,5396
14,0.755483517,0,5382
