frame,wall_seconds,wall_ms,sim_ms,phase,active,spawned,rivals,infected,health_sum,paths,blocked,overlap_pairs,resident_bytes
667,0.409367924,57.261663,340.832818,1,0,0,0,0,0.000,0,0,0,3464765440
668,0.428065376,18.697452,57.191161,1,0,0,0,0,0.000,0,0,0,3465560064
669,0.433708818,5.643442,18.686992,1,0,0,0,0,0.000,0,0,0,3465641984
670,0.455961617,22.252799,5.632062,1,0,0,0,0,0.000,0,0,0,3465801728
671,0.471861109,15.899492,22.241408,1,0,0,0,0,0.000,0,0,0,3466424320
672,0.490666724,18.805615,15.892443,1,0,0,0,0,0.000,0,0,0,3466592256
673,0.511672856,21.006132,18.834195,1,0,0,0,0,0.000,0,0,0,3467354112
674,0.525601546,13.928690,20.999732,1,0,0,0,0,0.000,0,0,0,3467513856
675,0.541386146,15.784600,13.982271,1,0,0,0,0,0.000,0,0,0,3467554816
676,0.557677817,16.291671,15.780360,1,0,0,0,0,0.000,0,0,0,3467599872
677,0.575203924,17.526107,16.339032,1,0,0,0,0,0.000,0,0,0,3467780096
678,0.594795656,19.591732,17.480777,1,0,0,0,0,0.000,0,0,0,3468189696
679,0.611703260,16.907604,19.640252,1,0,0,0,0,0.000,0,0,0,3468316672
680,0.632901096,21.197836,16.952405,1,0,0,0,0,0.000,0,0,0,3468877824
681,0.648230496,15.329400,21.120694,1,0,0,0,0,0.000,0,0,0,3468984320
682,0.662969933,14.739437,15.395962,1,0,0,0,0,0.000,0,0,0,3469033472
683,0.677560148,14.590215,14.691246,1,0,0,0,0,0.000,0,0,0,3469066240
684,0.690623479,13.063331,14.818849,1,0,0,0,0,0.000,0,0,0,3469070336
685,0.704533649,13.910170,12.999650,1,0,0,0,0,0.000,0,0,0,3469119488
686,0.716431375,11.897726,13.774177,1,0,0,0,0,0.000,0,0,0,3469176832
687,0.729432555,13.001180,11.868736,1,0,0,0,0,0.000,0,0,0,3469246464
688,0.742424583,12.992028,12.965429,1,0,0,0,0,0.000,0,0,0,3469271040
689,0.755500436,13.075853,13.063151,1,0,0,0,0,0.000,0,0,0,3469316096
690,0.768087736,12.587300,13.038441,1,0,0,0,0,0.000,0,0,0,3469352960
691,0.780793260,12.705524,12.539809,1,0,0,0,0,0.000,0,0,0,3469385728
692,0.793445232,12.651972,12.760265,1,0,0,0,0,0.000,0,0,0,3469385728
693,0.805535193,12.089961,12.664633,1,0,0,0,0,0.000,0,0,0,3469430784
694,0.819845041,14.309848,12.046549,1,0,0,0,0,0.000,0,0,0,3469463552
695,0.834669320,14.824279,14.434201,1,0,0,0,0,0.000,0,0,0,3469504512
696,0.848830805,14.161485,14.844509,1,0,0,0,0,0.000,0,0,0,3469537280
697,0.863154503,14.323698,14.093064,1,0,0,0,0,0.000,0,0,0,3469537280
698,0.877820029,14.665526,14.327499,1,0,0,0,0,0.000,0,0,0,3469578240
699,0.893090607,15.270578,14.661965,1,0,0,0,0,0.000,0,0,0,3469615104
700,0.909709386,16.618779,15.238918,1,0,0,0,0,0.000,0,0,0,3469651968
701,0.926580909,16.871523,16.664629,1,0,0,0,0,0.000,0,0,0,3469680640
702,0.942537922,15.957013,16.867643,1,0,0,0,0,0.000,0,0,0,3469721600
703,0.959597570,17.059648,16.000334,1,0,0,0,0,0.000,0,0,0,3469774848
704,0.974667474,15.069904,17.142239,1,0,0,0,0,0.000,0,0,0,3469856768
705,0.990555206,15.887732,14.926332,1,0,0,0,0,0.000,0,0,0,3469955072
706,1.005537199,14.981993,15.867832,1,0,0,0,0,0.000,0,0,0,3469971456
707,1.021382779,15.845580,14.974532,1,0,0,0,0,0.000,0,0,0,3469991936
708,1.036381382,14.998603,15.847161,1,0,0,0,0,0.000,0,0,0,3470036992
709,1.051107749,14.726367,14.998923,1,0,0,0,0,0.000,0,0,0,3470069760
710,1.065094660,13.986911,14.729237,1,0,0,0,0,0.000,0,0,0,3470131200
711,1.082274240,17.179580,13.989001,1,0,0,0,0,0.000,0,0,0,3470188544
712,1.098384697,16.110457,17.200331,1,0,0,0,0,0.000,0,0,0,3470233600
713,1.113108964,14.724267,16.086216,1,0,0,0,0,0.000,0,0,0,3470262272
714,1.125965621,12.856657,14.713356,1,0,0,0,0,0.000,0,0,0,3470262272
715,1.138750177,12.784556,12.898438,1,0,0,0,0,0.000,0,0,0,3470303232
716,1.150977029,12.226852,12.811646,1,0,0,0,0,0.000,0,0,0,3470344192
717,1.163599822,12.622793,12.184072,1,0,0,0,0,0.000,0,0,0,3470381056
718,1.175912096,12.312274,12.633812,1,0,0,0,0,0.000,0,0,0,3470381056
719,1.190406188,14.494092,12.271304,1,0,0,0,0,0.000,0,0,0,3470426112
720,1.207628869,17.222681,14.497373,1,0,0,0,0,0.000,0,0,0,3470458880
721,1.219487104,11.858235,17.263761,1,0,0,0,0,0.000,0,0,0,3470487552
722,1.231607455,12.120351,11.820185,1,0,0,0,0,0.000,0,0,0,3470532608
723,1.245236618,13.629163,12.196112,1,0,0,0,0,0.000,0,0,0,3470544896
724,1.254964778,9.728160,13.552701,1,0,0,0,0,0.000,0,0,0,3470585856
725,1.267460677,12.495899,9.749221,1,0,0,0,0,0.000,0,0,0,3470618624
726,1.280185501,12.724824,12.467099,1,0,0,0,0,0.000,0,0,0,3470622720
727,1.292169229,11.983728,12.725523,1,0,0,0,0,0.000,0,0,0,3470675968
728,1.304495874,12.326645,12.173403,1,0,0,0,0,0.000,0,0,0,3470880768
729,1.321255975,16.760101,12.146881,1,0,0,0,0,0.000,0,0,0,3470913536
730,1.334602992,13.347017,16.898644,1,0,0,0,0,0.000,0,0,0,3470917632
731,1.347356167,12.753175,13.268785,1,0,0,0,0,0.000,0,0,0,3470970880
732,1.357493225,10.137058,12.705234,1,0,0,0,0,0.000,0,0,0,3471011840
733,1.368964572,11.471347,10.178869,1,0,0,0,0,0.000,0,0,0,3471015936
734,1.380990931,12.026359,11.440976,1,0,0,0,0,0.000,0,0,0,3471069184
735,1.392046269,11.055338,12.127401,1,0,0,0,0,0.000,0,0,0,3471122432
736,1.403327952,11.281683,11.000037,1,0,0,0,0,0.000,0,0,0,3471122432
737,1.414342729,11.014777,11.248372,1,0,0,0,0,0.000,0,0,0,3471171584
738,1.425789936,11.447207,11.012517,1,0,0,0,0,0.000,0,0,0,3471212544
739,1.436390034,10.600098,11.457047,1,0,0,0,0,0.000,0,0,0,3471216640
740,1.447681736,11.291702,10.606329,1,0,0,0,0,0.000,0,0,0,3471269888
741,1.458596261,10.914525,11.299073,1,0,0,0,0,0.000,0,0,0,3471306752
742,1.469766253,11.169992,10.887644,1,0,0,0,0,0.000,0,0,0,3471306752
743,1.480824101,11.057848,11.249402,1,0,0,0,0,0.000,0,0,0,3471360000
744,1.492541092,11.716991,11.008827,1,0,0,0,0,0.000,0,0,0,3471400960
745,1.503116261,10.575169,11.983378,1,0,0,0,0,0.000,0,0,0,3471405056
746,1.516100660,12.984399,10.368733,1,0,0,0,0,0.000,0,0,0,3471454208
747,1.528126319,12.025659,12.874737,1,0,0,0,0,0.000,0,0,0,3471486976
748,1.541788133,13.661814,12.135361,1,0,0,0,0,0.000,0,0,0,3471486976
749,1.554083978,12.295845,13.597614,1,0,0,0,0,0.000,0,0,0,3471527936
750,1.566368522,12.284544,12.285904,1,0,0,0,0,0.000,0,0,0,3471572992
751,1.578922043,12.553521,12.274974,1,0,0,0,0,0.000,0,0,0,3471605760
752,1.591210407,12.288364,12.594961,1,0,0,0,0,0.000,0,0,0,3471605760
753,1.602946040,11.735633,12.331065,1,0,0,0,0,0.000,0,0,0,3471650816
754,1.614682252,11.736212,11.642991,1,0,0,0,0,0.000,0,0,0,3471691776
755,1.626983807,12.301555,11.751104,1,0,0,0,0,0.000,0,0,0,3471691776
756,1.638356032,11.372225,12.270304,1,0,0,0,0,0.000,0,0,0,3471736832
757,1.649620884,11.264852,11.380414,1,0,0,0,0,0.000,0,0,0,3471773696
758,1.660867937,11.247053,11.264533,1,0,0,0,0,0.000,0,0,0,3471777792
759,1.671968176,11.100239,11.240752,1,0,0,0,0,0.000,0,0,0,3471831040
760,1.683443672,11.475496,11.087619,1,0,0,0,0,0.000,0,0,0,3471867904
761,1.694734545,11.290873,11.487527,1,0,0,0,0,0.000,0,0,0,3471867904
762,1.706287654,11.553109,11.393045,1,0,0,0,0,0.000,0,0,0,3471917056
763,1.718396105,12.108451,11.465677,1,0,0,0,0,0.000,0,0,0,3471953920
764,1.734870210,16.474105,12.108500,1,0,0,0,0,0.000,0,0,0,3469897728
765,1.750194220,15.324010,16.517566,1,0,0,0,0,0.000,0,0,0,3469930496
766,1.770283922,20.089702,15.284009,1,0,0,0,0,0.000,0,0,0,3467866112
767,1.786390549,16.106627,20.122653,1,0,0,0,0,0.000,0,0,0,3466846208
768,1.802593437,16.202888,16.083336,1,0,0,0,0,0.000,0,0,0,3466878976
769,1.819810078,17.216641,16.217570,1,0,0,0,0,0.000,0,0,0,3466911744
770,1.836148620,16.338542,17.236371,1,0,0,0,0,0.000,0,0,0,3466944512
771,1.852263537,16.114917,16.294241,1,0,0,0,0,0.000,0,0,0,3466956800
772,1.866308679,14.045142,16.112076,1,0,0,0,0,0.000,0,0,0,3466997760
773,1.881708510,15.399831,14.048153,1,0,0,0,0,0.000,0,0,0,3467030528
774,1.896727834,15.019324,15.432443,1,0,0,0,0,0.000,0,0,0,3467067392
775,1.912322890,15.595056,15.044643,1,0,0,0,0,0.000,0,0,0,3467096064
776,1.927012856,14.689966,15.533194,1,0,0,0,0,0.000,0,0,0,3467128832
777,1.942278955,15.266099,14.719357,1,0,0,0,0,0.000,0,0,0,3467161600
778,1.957138365,14.859410,15.233518,1,0,0,0,0,0.000,0,0,0,3467161600
779,1.971276459,14.138094,14.854900,1,0,0,0,0,0.000,0,0,0,3467202560
780,1.989122583,17.846124,14.143185,1,0,0,0,0,0.000,0,0,0,3467239424
781,2.004448513,15.325930,17.875824,1,0,0,0,0,0.000,0,0,0,3467272192
782,2.019523937,15.075424,15.288809,1,0,0,0,0,0.000,0,0,0,3467309056
783,2.034546261,15.022324,15.058994,1,0,0,0,0,0.000,0,0,0,3467345920
784,2.049920512,15.374251,15.015344,1,0,0,0,0,0.000,0,0,0,3467386880
785,2.067101902,17.181390,15.374251,1,0,0,0,0,0.000,0,0,0,3467419648
786,2.080828007,13.726105,17.201610,1,0,0,0,0,0.000,0,0,0,3467452416
787,2.095359830,14.531823,13.747847,1,0,0,0,0,0.000,0,0,0,3467464704
788,2.110153019,14.793189,14.596663,1,0,0,0,0,0.000,0,0,0,3467513856
789,2.124280303,14.127284,14.688887,1,0,0,0,0,0.000,0,0,0,3467550720
790,2.139451289,15.170986,14.118934,1,0,0,0,0,0.000,0,0,0,3467579392
791,2.153948192,14.496903,15.175896,1,0,0,0,0,0.000,0,0,0,3467612160
792,2.168075866,14.127674,14.561214,1,0,0,0,0,0.000,0,0,0,3467653120
793,2.182554407,14.478541,14.070163,1,0,0,0,0,0.000,0,0,0,3467665408
794,2.196837984,14.283577,14.588324,1,0,0,0,0,0.000,0,0,0,3467718656
795,2.211613963,14.775979,14.210616,1,0,0,0,0,0.000,0,0,0,3467755520
796,2.226412261,14.798298,14.765237,1,0,0,0,0,0.000,0,0,0,3467792384
797,2.240481004,14.068743,14.762638,1,0,0,0,0,0.000,0,0,0,3467829248
798,2.254127658,13.646654,14.066073,1,0,0,0,0,0.000,0,0,0,3467874304
799,2.267783072,13.655414,13.742856,1,0,0,0,0,0.000,0,0,0,3467886592
800,2.281737792,13.954720,13.635014,1,0,0,0,0,0.000,0,0,0,3467931648
801,2.296122682,14.384890,13.924750,1,0,0,0,0,0.000,0,0,0,3467968512
802,2.311838750,15.716068,14.354169,1,0,0,0,0,0.000,0,0,0,3466956800
803,2.326194020,14.355270,15.750859,1,0,0,0,0,0.000,0,0,0,3466993664
804,2.340785413,14.591393,14.317548,1,0,0,0,0,0.000,0,0,0,3467034624
805,2.355096912,14.311499,14.624895,1,0,0,0,0,0.000,0,0,0,3467038720
806,2.371264160,16.167248,14.279827,2,0,0,0,0,0.000,0,0,0,3467079680
807,2.384227179,12.963019,16.263350,2,2,2,1,1,156.000,1,0,0,3467177984
808,2.400709183,16.482004,12.951659,2,2,2,1,1,156.000,1,0,0,3468361728
