D02_01_TEST event=fixture_world_reload_requested wall=0.002540 phase=0 waypoint=0 location=V(0) loads=0 unloads=0
D02_01_TEST event=waypoint_reached wall=146.165887 phase=8 waypoint=2 location=V(X=4001.40, Y=-723.19, Z=90.00) loads=40 unloads=25
D02_01_TEST event=waypoint_reached wall=153.900444 phase=8 waypoint=3 location=V(X=79.96, Y=-799.73, Z=90.00) loads=40 unloads=28
D02_01_TEST event=waypoint_reached wall=155.481372 phase=8 waypoint=4 location=V(X=1.41, Y=-77.46, Z=90.00) loads=40 unloads=28
D02_01_TEST event=defeat_restore wall=155.481445 phase=9 waypoint=0 location=V(X=1.41, Y=-77.46, Z=90.00) loads=40 unloads=28
D02_01_TEST event=persistent_encounter_awake_after_defeat wall=155.496540 phase=9 waypoint=0 location=V(X=1.28, Y=-70.16, Z=90.00) loads=40 unloads=28
D02_01_TEST event=invalid_debug_relocation wall=155.496803 phase=10 waypoint=0 location=V(X=100000.00, Z=-1000.00) loads=40 unloads=28
D02_01_TEST event=debug_relocation_recovered wall=155.708427 phase=10 waypoint=0 location=V(X=1.41, Y=-77.46, Z=90.00) loads=40 unloads=28
D02_01_TEST event=asynchronous_relocation wall=155.708827 phase=11 waypoint=0 location=V(X=1.41, Y=-77.46, Z=90.00) loads=40 unloads=28
D02_01_TEST event=unavailable_relocation wall=155.817484 phase=12 waypoint=0 location=V(X=19000.00, Z=90.00) loads=46 unloads=28
D02_01_TEST event=relocation_retry wall=165.824145 phase=13 waypoint=0 location=V(X=19000.00, Z=90.00) loads=46 unloads=33
D02_01_TEST event=capture_wait wall=165.870400 phase=14 waypoint=0 location=V(Z=90.00) loads=51 unloads=33
D02_01_TEST event=complete wall=166.044419 phase=14 waypoint=0 location=V(Z=90.00) loads=51 unloads=39
