D02_01_TEST event=fixture_world_reload_requested wall=0.001836 phase=0 waypoint=0 location=V(0) loads=0 unloads=0
D02_01_TEST event=waypoint_reached wall=154.553889 phase=8 waypoint=4 location=V(X=0.68, Y=-76.74, Z=90.00) loads=37 unloads=25
D02_01_TEST event=defeat_restore wall=154.553964 phase=9 waypoint=0 location=V(X=0.68, Y=-76.74, Z=90.00) loads=37 unloads=25
D02_01_TEST event=persistent_encounter_awake_after_defeat wall=154.568034 phase=9 waypoint=0 location=V(X=0.62, Y=-69.81, Z=90.00) loads=37 unloads=25
D02_01_TEST event=invalid_debug_relocation wall=154.568250 phase=10 waypoint=0 location=V(X=100000.00, Z=-1000.00) loads=37 unloads=25
D02_01_TEST event=debug_relocation_recovered wall=154.774608 phase=10 waypoint=0 location=V(X=0.68, Y=-76.74, Z=90.00) loads=37 unloads=25
D02_01_TEST event=asynchronous_relocation wall=154.774770 phase=11 waypoint=0 location=V(X=0.68, Y=-76.74, Z=90.00) loads=37 unloads=25
D02_01_TEST event=unavailable_relocation wall=154.881052 phase=12 waypoint=0 location=V(X=19000.00, Z=90.00) loads=43 unloads=25
D02_01_TEST event=relocation_retry wall=164.888243 phase=13 waypoint=0 location=V(X=19000.00, Z=90.00) loads=43 unloads=30
D02_01_TEST event=capture_wait wall=164.926727 phase=14 waypoint=0 location=V(Z=90.00) loads=48 unloads=30
D02_01_TEST event=complete wall=165.076204 phase=14 waypoint=0 location=V(Z=90.00) loads=48 unloads=36
