render_tick,elapsed_seconds,file_cache,automatic
0,0.027310854,0,0
1,0.039525455,0,0
2,0.056482510,0,0
3,0.400054512,0,3979
4,0.411177338,0,3915
5,0.428417270,0,3842
6,0.445476007,0,3759
7,0.470249526,0,3683
8,0.486948305,0,3623
9,0.505570798,0,3559
10,0.527310838,0,3460
11,0.543569239,0,3361
12,0.560390080,0,3280
13,0.579569666,0,3179
14,0.596385957,0,3022
15,0.613598429,0,2879
16,0.634931080,0,2781
