frame,wall_seconds,wall_ms,sim_ms,phase,x,y,z,yaw,roll,pitch,speed,velocity,contacts,travel,spin,throttle,steering,brake,held,dormant,health,impacts,driver,player_health,ammo,audio,resident_bytes
602,0.266083171,18.863815,219.983653,1,2800.0000,-450.0000,108.1046,0.0000,0.0000,0.0000,0.0000,48.7153,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3072069632
603,0.285213150,19.129979,19.132900,1,2800.0000,-450.0000,106.8175,0.0000,0.0000,0.0000,0.0000,67.2720,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3072602112
604,0.302899669,17.686519,19.174340,1,2800.0000,-450.0000,105.1720,0.0000,0.0000,0.0000,0.0000,85.8153,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075198976
605,0.319396212,16.496543,17.692770,1,2800.0000,-450.0000,103.3518,0.0000,0.0000,0.0000,0.0000,102.8804,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075530752
606,0.336606961,17.210749,16.667747,1,2800.0000,-450.0000,101.3697,0.0000,0.0000,0.0000,0.0000,118.9168,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075719168
607,0.356874146,20.267185,17.011384,1,2800.0000,-450.0000,99.0691,0.0000,0.0000,0.0000,0.0000,135.2420,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075866624
608,0.373141344,16.267198,20.497579,1,2800.0000,-450.0000,95.8950,0.0000,0.0000,0.0000,0.0000,154.8520,0,60.0000,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3075944448
609,0.388196596,15.055252,16.667147,1,2800.0000,-450.0000,93.5247,0.0000,0.0000,0.0000,0.0000,142.2132,4,57.8950,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076026368
610,0.402705277,14.508681,16.667628,1,2800.0000,-450.0000,91.3820,0.0000,0.0000,0.0000,0.0000,128.5542,4,55.5247,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076083712
611,0.416812490,14.107213,16.667316,1,2800.0000,-450.0000,89.4761,0.0000,0.0000,0.0000,0.0000,114.3507,4,53.3820,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076153344
612,0.430900692,14.088202,16.668158,1,2800.0000,-450.0000,87.8091,0.0000,0.0000,0.0000,0.0000,100.0084,4,51.4761,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076210688
613,0.448315904,17.415212,16.781379,1,2800.0000,-450.0000,86.3697,0.0000,0.0000,0.0000,-0.0000,85.7735,4,49.8091,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076296704
614,0.464236715,15.920811,16.667087,1,2800.0000,-450.0000,85.1676,0.0000,0.0000,0.0000,-0.0000,72.1231,4,48.3697,0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076386816
615,0.480322920,16.086205,16.667177,1,2800.0000,-450.0000,84.1813,0.0000,0.0000,0.0000,-0.0000,59.1774,4,47.1676,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076440064
616,0.499896190,19.573270,16.668597,1,2800.0000,-450.0000,83.3962,0.0000,0.0000,0.0000,-0.0000,47.1034,4,46.1813,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076526080
617,0.515354280,15.458090,16.668177,1,2800.0000,-450.0000,82.7957,0.0000,0.0000,0.0000,-0.0000,36.0231,4,45.3962,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076575232
618,0.529481883,14.127603,16.667137,1,2800.0000,-450.0000,82.3621,0.0000,0.0000,0.0000,-0.0000,26.0147,4,44.7957,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076771840
619,0.547814155,18.332272,16.667518,1,2800.0000,-450.0000,82.0768,0.0000,0.0000,0.0000,-0.0000,17.1184,4,44.3621,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076833280
620,0.565385102,17.570947,16.668576,1,2800.0000,-450.0000,81.9211,0.0000,0.0000,0.0000,-0.0000,9.3435,4,44.0768,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076894720
621,0.579679558,14.294456,16.666837,1,2800.0000,-450.0000,81.8765,0.0000,0.0000,0.0000,-0.0000,2.6742,4,43.9211,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3076952064
622,0.596988960,17.309402,16.667788,1,2800.0000,-450.0000,81.9253,0.0000,0.0000,0.0000,-0.0000,2.9292,4,43.8765,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077005312
623,0.615521826,18.532866,16.668206,1,2800.0000,-450.0000,82.0507,0.0000,0.0000,0.0000,-0.0000,7.5222,4,43.9253,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077062656
624,0.630013377,14.491551,16.667968,1,2800.0000,-450.0000,82.2369,0.0000,0.0000,0.0000,-0.0000,11.1732,4,44.0507,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077115904
625,0.648857470,18.844093,16.667737,1,2800.0000,-450.0000,82.4696,0.0000,0.0000,0.0000,-0.0000,13.9602,4,44.2369,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077189632
626,0.664040286,15.182816,16.667447,1,2800.0000,-450.0000,82.7358,0.0000,0.0000,0.0000,-0.0000,15.9675,4,44.4696,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077259264
627,0.680756013,16.715727,16.667207,1,2800.0000,-450.0000,83.0238,0.0000,0.0000,0.0000,-0.0000,17.2819,4,44.7358,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077328896
628,0.698946324,18.190311,16.667407,1,2800.0000,-450.0000,83.3237,0.0000,0.0000,0.0000,-0.0000,17.9915,4,45.0238,-0.0000,0.000,0.000,1,0,0,100.0000,0,0,73.000,60,0,3077373952
