frame,time,phase,x,y,z,foot_x,foot_y,foot_z,visible,tick
1079,5.333735,3,6628.2221,-1000.0000,90.0000,6.5192,-35.6312,31.8109,1,1
1080,5.347878,3,6635.5768,-1000.0000,90.0000,6.7816,-29.3479,28.5797,1,1
1081,5.361791,3,6642.8117,-1000.0000,90.0000,6.7940,-22.8076,25.4308,1,1
1082,5.375873,3,6650.1339,-1000.0000,90.0000,6.4290,-16.4523,23.6979,1,1
1083,5.389986,3,6657.4729,-1000.0000,90.0000,6.2388,-8.9523,20.8648,1,1
1084,5.417521,3,6671.7911,-1000.0000,90.0000,5.7354,6.2007,14.8371,1,1
1085,5.431360,4,6678.9872,-1000.0000,90.0000,5.6478,13.5377,13.2380,1,1
1086,5.444753,4,6685.2055,-998.8233,90.0000,5.5123,19.3597,12.4451,1,1
1087,5.638095,4,6685.2055,-898.2856,90.0000,40.5902,-5.5260,27.2303,1,1
1088,5.645634,4,6685.2055,-894.3652,90.0000,38.5141,-3.4757,26.9749,1,1
1089,5.649707,4,6685.2055,-892.2473,90.0000,37.1919,-2.4026,26.3043,1,1
1090,5.661343,4,6685.2055,-886.1962,90.0000,32.8951,0.2763,24.7669,1,1
1091,5.674679,4,6685.2055,-879.2617,90.0000,27.5849,2.7078,23.4319,1,1
1092,5.687229,4,6685.2055,-872.7358,90.0000,22.1678,4.1735,21.4291,1,1
1093,5.699974,4,6685.2055,-866.1081,90.0000,16.3381,5.1666,19.5318,1,1
1094,5.712025,4,6685.2055,-859.8419,90.0000,10.4207,5.7439,18.2828,1,1
1095,5.724176,4,6685.2055,-853.5232,90.0000,5.3530,5.7698,16.2492,1,1
1096,5.737832,4,6685.2055,-846.4224,90.0000,-1.2704,5.8316,14.4501,1,1
1097,5.751370,4,6685.2055,-839.3822,90.0000,-7.4445,5.6310,12.7320,1,1
1098,5.765121,4,6685.2055,-832.2316,90.0000,-13.9652,5.5302,10.7831,1,1
1099,5.777028,4,6685.2055,-826.0401,90.0000,-19.9659,5.6079,9.9389,1,1
1100,5.789848,4,6685.2055,-819.3738,90.0000,-24.6104,4.6419,9.0811,1,1
1101,5.802305,4,6685.2055,-812.8961,90.0000,-28.9949,3.8619,8.7830,1,1
1102,5.815178,4,6685.2055,-806.2024,90.0000,-32.2649,3.3219,8.9021,1,1
1103,5.827777,4,6685.2055,-799.6508,90.0000,-32.5203,2.4755,9.2231,1,1
1104,5.841004,4,6685.2055,-792.7727,90.0000,-32.6902,1.7135,9.3299,1,1
1105,5.853562,4,6685.2055,-786.2424,90.0000,-31.0569,1.6118,8.5430,1,1
1106,5.865911,4,6685.2055,-779.8213,90.0000,-28.6398,1.5877,7.3432,1,1
1107,5.878314,4,6685.2055,-773.3717,90.0000,-26.0725,1.0547,6.1324,1,1
1108,5.891222,4,6685.2055,-766.6592,90.0000,-22.3599,1.1410,6.1324,1,1
1109,5.905711,4,6685.2055,-759.1251,90.0000,-17.4385,0.4028,6.1324,1,1
1110,5.919077,4,6685.2055,-752.1749,90.0000,-12.2856,-0.1711,6.1324,1,1
1111,5.933395,4,6685.2055,-744.7295,90.0000,-5.6981,-0.5655,6.1324,1,1
1112,5.946909,4,6685.2055,-737.7023,90.0000,0.7216,-0.7398,6.1324,1,1
1113,5.960779,4,6685.2055,-730.4895,90.0000,7.8141,0.1265,6.1324,1,1
1114,5.973402,4,6685.2055,-723.9256,90.0000,14.2759,0.7985,6.1324,1,1
1115,5.985617,4,6685.2055,-717.5740,90.0000,19.9956,1.1131,6.1324,1,1
1116,5.997785,4,6685.2055,-711.2465,90.0000,25.4661,1.3715,6.1324,1,1
1117,6.010272,4,6685.2055,-704.7534,90.0000,31.1289,1.7668,6.1324,1,1
1118,6.023269,4,6685.2055,-697.9947,90.0000,35.2596,1.3385,6.1324,1,1
1119,6.036207,4,6685.2055,-691.2674,90.0000,39.2794,1.3219,7.1121,1,1
1120,6.049873,4,6685.2055,-684.1610,90.0000,43.0316,1.1944,8.9527,1,1
1121,6.063240,4,6685.2055,-677.2100,90.0000,45.8469,0.6388,11.7232,1,1
1122,6.075901,4,6685.2055,-670.6265,90.0000,48.5169,0.5951,14.6065,1,1
1123,6.088941,4,6685.2055,-663.8455,90.0000,49.7334,0.5775,17.7226,1,1
1124,6.101803,4,6685.2055,-657.1571,90.0000,50.4609,0.4989,20.9300,1,1
1125,6.114683,4,6685.2055,-650.4595,90.0000,50.6460,0.5957,23.8812,1,1
1126,6.128147,4,6685.2055,-643.4581,90.0000,49.6253,1.0250,23.7929,1,1
1127,6.141439,4,6685.2055,-636.5463,90.0000,48.4414,1.4192,26.7474,1,1
1128,6.154826,4,6685.2055,-629.5854,90.0000,46.0925,2.1059,28.6338,1,1
1129,6.167749,4,6685.2055,-622.8651,90.0000,43.4519,2.8714,28.9748,1,1
1130,6.181309,4,6685.2055,-615.8141,90.0000,40.1588,3.9653,29.0340,1,1
1131,6.195472,4,6685.2055,-608.4492,90.0000,35.4169,5.3682,27.2982,1,1
1132,6.209365,4,6685.2055,-601.2252,90.0000,30.2615,6.5933,26.3336,1,1
1133,6.223775,4,6685.2055,-593.7320,90.0000,24.2828,7.4211,23.8453,1,1
1134,6.239463,4,6685.2055,-585.5740,90.0000,17.0358,8.0338,21.2336,1,1
1135,6.253414,4,6685.2055,-578.3193,90.0000,10.5627,8.0329,18.5683,1,1
1136,6.266520,4,6685.2055,-571.5042,90.0000,4.2844,7.8719,16.0577,1,1
1137,6.281219,4,6685.2055,-563.8611,90.0000,-3.2852,7.7542,13.8688,1,1
1138,6.294788,4,6685.2055,-556.8048,90.0000,-9.5779,7.3807,11.3788,1,1
1139,6.307863,4,6685.2055,-550.0061,90.0000,-16.3303,7.2125,9.9888,1,1
1140,6.321647,4,6685.2055,-542.8384,90.0000,-21.6940,6.1773,8.9694,1,1
1141,6.335587,4,6685.2055,-535.5896,90.0000,-26.5159,5.0320,8.5368,1,1
1142,6.350288,4,6685.2055,-527.9449,90.0000,-29.6731,4.1553,8.5905,1,1
1143,6.366066,4,6685.2055,-519.7403,90.0000,-29.7435,2.9144,8.8560,1,1
1144,6.380973,4,6685.2055,-511.9889,90.0000,-29.2232,2.0365,8.6840,1,1
1145,6.395854,4,6685.2055,-504.2506,90.0000,-26.2325,1.6572,7.2823,1,1
1146,6.410641,4,6685.2055,-496.5616,90.0000,-23.2288,0.7393,6.1324,1,1
1147,6.425974,4,6685.2055,-488.5882,90.0000,-18.7931,0.1512,6.1324,1,1
1148,6.440086,4,6685.2055,-481.2499,90.0000,-13.9836,-0.9168,6.1324,1,1
1149,6.453307,4,6685.2055,-474.3751,90.0000,-8.7753,-1.6126,6.1324,1,1
1150,6.467971,4,6685.2055,-466.7496,90.0000,-1.9254,-1.9156,6.1324,1,1
1151,6.480906,4,6685.2055,-460.0236,90.0000,4.2851,-1.9207,6.1324,1,1
1152,6.494548,4,6685.2055,-452.9297,90.0000,11.3612,-0.9122,6.1324,1,1
1153,6.507696,4,6685.2055,-446.0928,90.0000,18.1051,-0.1111,6.1324,1,1
1154,6.520579,4,6685.2055,-439.3936,90.0000,23.9270,-0.0083,6.1324,1,1
1155,6.534164,4,6685.2055,-432.3294,90.0000,29.9988,0.2334,6.1324,1,1
1156,6.547311,4,6685.2055,-425.4929,90.0000,35.6455,0.4592,6.1324,1,1
1157,6.561033,4,6685.2055,-418.3576,90.0000,40.2576,-0.0528,6.1324,1,1
1158,6.574680,4,6685.2055,-411.2614,90.0000,44.9065,0.2673,7.1397,1,1
1159,6.587748,4,6685.2055,-404.4657,90.0000,47.8841,-0.2882,9.4183,1,1
1160,6.600864,4,6685.2055,-397.6454,90.0000,50.3593,-0.7579,12.5767,1,1
1161,6.613468,4,6685.2055,-391.0913,90.0000,52.3371,-0.8188,15.7651,1,1
1162,6.625508,4,6685.2055,-384.8305,90.0000,52.2101,-0.9571,18.6527,1,1
1163,6.637597,4,6685.2055,-378.5442,90.0000,51.8892,-1.1100,21.6432,1,1
1164,6.650149,4,6685.2055,-372.0175,90.0000,50.7900,-1.0687,23.1049,1,1
1165,6.662137,4,6685.2055,-365.7836,90.0000,48.9551,-0.6667,24.7935,1,1
1166,6.673994,4,6685.2055,-359.6177,90.0000,47.0834,-0.3460,26.5657,1,1
1167,6.688156,4,6685.2055,-352.2538,90.0000,43.8519,0.5018,26.8382,1,1
1168,6.700596,4,6685.2055,-345.7848,90.0000,40.6299,1.4469,26.6165,1,1
1169,6.714023,4,6685.2055,-338.8026,90.0000,36.8798,2.6073,26.2685,1,1
1170,6.727424,4,6685.2055,-331.8344,90.0000,32.0878,3.9396,24.4939,1,1
1171,6.739368,4,6685.2055,-325.6233,90.0000,27.4540,4.9990,23.2970,1,1
1172,6.750927,4,6685.2055,-319.6129,90.0000,22.7111,5.6460,21.7317,1,1
1173,6.762810,4,6685.2055,-313.4334,90.0000,17.4991,6.0151,19.8750,1,1
1174,6.775648,4,6685.2055,-306.7577,90.0000,11.4263,6.2696,18.4701,1,1
1175,6.788785,4,6685.2055,-299.9268,90.0000,5.9018,6.1080,16.4808,1,1
1176,6.801383,4,6685.2055,-293.3758,90.0000,0.0623,5.9589,14.7314,1,1
1177,6.813862,4,6685.2055,-286.8868,90.0000,-5.9212,5.8010,13.3930,1,1
1178,6.827517,4,6685.2055,-279.7861,90.0000,-12.0067,5.5010,11.2489,1,1
1179,6.840728,5,6685.2055,-272.9165,90.0000,-18.4740,5.4660,10.0885,1,1
1180,6.854016,5,6684.0471,-266.7410,90.0000,-23.7299,4.8281,9.1845,1,1
1181,7.042551,5,6586.0090,-266.7410,90.0000,7.9235,-34.3279,10.3538,1,1
1182,7.049872,5,6582.2019,-266.7410,90.0000,8.1542,-35.0102,10.3177,1,1
1183,7.053869,5,6580.1234,-266.7410,90.0000,8.2555,-35.3129,10.2658,1,1
1184,7.065903,5,6573.8662,-266.7410,90.0000,8.6708,-33.3666,9.9089,1,1
1185,7.079626,5,6566.7302,-266.7410,90.0000,8.9651,-30.2039,9.1884,1,1
1186,7.094226,5,6559.1378,-266.7410,90.0000,8.9729,-25.7838,8.2276,1,1
1187,7.109343,5,6551.2771,-266.7410,90.0000,8.7778,-19.9235,7.1524,1,1
1188,7.123129,5,6544.1082,-266.7410,90.0000,8.7765,-13.9201,6.3258,1,1
1189,7.136592,5,6537.1075,-266.7410,90.0000,8.3956,-7.3555,6.1324,1,1
1190,7.149479,5,6530.4066,-266.7410,90.0000,8.2789,-0.4643,6.1324,1,1
1191,7.163787,5,6522.9662,-266.7410,90.0000,8.3494,6.0790,6.1324,1,1
1192,7.176563,5,6516.3226,-266.7410,90.0000,8.4900,11.5623,6.1324,1,1
1193,7.190545,5,6509.0519,-266.7410,90.0000,8.7133,16.4265,7.6914,1,1
1194,7.203165,5,6502.4898,-266.7410,90.0000,8.8995,17.2222,8.9188,1,1
1195,7.215856,5,6495.8905,-266.7410,90.0000,9.1448,17.9781,10.3550,1,1
1196,7.230282,5,6488.3887,-266.7410,90.0000,9.3986,16.1112,11.1894,1,1
1197,7.244943,5,6480.7651,-266.7410,90.0000,9.4785,12.7784,12.1051,1,1
1198,7.259266,5,6473.3173,-266.7410,90.0000,9.7240,8.6906,12.8313,1,1
1199,7.272783,5,6466.2884,-266.7410,90.0000,10.4269,3.3429,13.1908,1,1
1200,7.285386,5,6459.7348,-266.7410,90.0000,10.9568,-1.5669,14.0979,1,1
1201,7.298996,5,6452.6576,-266.7410,90.0000,11.9372,-7.6354,13.9053,1,1
1202,7.313390,5,6445.1728,-266.7410,90.0000,13.0548,-14.2341,14.1160,1,1
1203,7.327583,5,6437.7924,-266.7410,90.0000,13.9281,-20.2810,14.2366,1,1
1204,7.340592,5,6431.0275,-266.7410,90.0000,14.7509,-25.6288,14.0162,1,1
1205,7.353786,5,6424.1666,-266.7410,90.0000,15.6364,-31.3296,14.9877,1,1
1206,7.367961,5,6416.7955,-266.7410,90.0000,15.4576,-34.3868,14.3866,1,1
1207,7.382264,5,6409.3580,-266.7410,90.0000,15.0664,-37.7894,14.9360,1,1
1208,7.395920,5,6402.2572,-266.7410,90.0000,14.0671,-39.5314,15.0837,1,1
1209,7.409303,5,6395.2982,-266.7410,90.0000,12.4374,-40.7769,15.8505,1,1
1210,7.422871,5,6388.2427,-266.7410,90.0000,10.7637,-41.9103,16.8454,1,1
1211,7.436613,5,6381.0969,-266.7410,90.0000,9.0107,-41.9685,17.3044,1,1
1212,7.449635,5,6374.3254,-266.7410,90.0000,7.3567,-42.1726,17.8587,1,1
1213,7.462828,5,6367.4647,-266.7410,90.0000,6.1889,-41.5878,17.7654,1,1
1214,7.475677,5,6360.7835,-266.7410,90.0000,5.1665,-40.5336,17.4268,1,1
1215,7.488520,5,6354.1049,-266.7410,90.0000,4.4338,-39.7368,16.7472,1,1
1216,7.501135,5,6347.5454,-266.7410,90.0000,4.5150,-40.1225,16.0570,1,1
1217,7.514220,5,6340.7413,-266.7410,90.0000,4.4924,-40.1139,14.7700,1,1
1218,7.528488,5,6333.3219,-266.7410,90.0000,4.7926,-38.7909,13.6106,1,1
1219,7.541723,5,6326.4394,-266.7410,90.0000,5.1527,-35.9925,12.2622,1,1
1220,7.554875,5,6319.6004,-266.7410,90.0000,5.4819,-32.9325,10.8687,1,1
1221,7.567794,5,6312.8827,-266.7410,90.0000,5.2887,-27.9116,9.2901,1,1
1222,7.581426,5,6305.7939,-266.7410,90.0000,5.2997,-22.3395,8.2454,1,1
1223,7.594897,5,6298.7893,-266.7410,90.0000,5.1401,-16.2700,7.0513,1,1
1224,7.609403,5,6291.2459,-266.7410,90.0000,4.8129,-9.2202,6.1324,1,1
1225,7.625086,5,6283.0908,-266.7410,90.0000,4.6727,-0.8347,6.1324,1,1
1226,7.639407,5,6275.6441,-266.7410,90.0000,4.4083,7.1347,6.1324,1,1
1227,7.653276,5,6268.4321,-266.7410,90.0000,4.6083,15.1557,6.9010,1,1
1228,7.667095,5,6261.2459,-266.7410,90.0000,4.8679,16.4778,8.0714,1,1
1229,7.680737,5,6254.1523,-266.7410,90.0000,5.2240,17.4340,9.1735,1,1
1230,7.694376,5,6247.0602,-266.7410,90.0000,5.7616,16.7636,10.0378,1,1
1231,7.708089,5,6239.9292,-266.7410,90.0000,6.3879,14.5141,10.7957,1,1
1232,7.721967,5,6232.7127,-266.7410,90.0000,6.9494,12.1473,11.7763,1,1
