frame,time,phase,age,camera_pitch,barrel_pitch,sample_pitch,aim_weight,jump_weight,x,y,z,foot_x,foot_y,foot_z
1164,3.721090,2,0.707675,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.788309,8.670789,6.132371
1165,3.735495,2,0.722080,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.785905,8.670708,6.132371
1166,3.749084,2,0.735669,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.789485,8.670120,6.132371
1167,3.767814,2,0.754399,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.794342,8.669176,6.132371
1168,3.781450,2,0.768035,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.796998,8.666945,6.132371
1169,3.794744,2,0.781329,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.799583,8.664762,6.132371
1170,3.808191,2,0.794776,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.800974,8.665092,6.132371
1171,3.820969,2,0.807554,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.801551,8.666956,6.132371
1172,3.833831,2,0.820416,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.802124,8.668768,6.132371
1173,3.846312,2,0.832897,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.802370,8.668969,6.132371
1174,3.861957,2,0.848542,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.802682,8.669216,6.132371
1175,3.873569,2,0.860154,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.800944,8.670166,6.132371
1176,3.884759,2,0.871344,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.797978,8.671582,6.132371
1177,3.896315,2,0.882900,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.794914,8.673042,6.132371
1178,3.907974,2,0.894559,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.793164,8.674576,6.132371
1179,3.919229,2,0.905814,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.792085,8.676093,6.132371
1180,3.930090,2,0.916675,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.791032,8.677556,6.132371
1181,3.941277,2,0.927862,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.789021,8.677450,6.132371
