frame,time,phase,age,actor_x,actor_y,actor_z,left_x,left_y,left_z,right_x,right_y,right_z,pelvis_z,left_weight,right_weight,max_contact_error
833,0.006697,1,0.000000,-1000.0000,-900.0000,1088.0000,-989.5355,-919.5183,1008.0561,-1018.8844,-890.1382,1007.7374,1089.1007,0.0000,0.0000,0.2303
834,0.110686,1,0.103989,-1000.0000,-900.0000,1088.0000,-989.5355,-919.5183,1008.0561,-1018.8844,-890.1382,1007.7374,1089.1007,0.0000,0.0000,0.2303
835,0.194774,1,0.188077,-1000.0000,-900.0000,1088.0000,-991.8148,-918.8834,1007.1690,-1021.2572,-895.3096,1007.1387,1088.4319,0.0000,0.0000,0.6876
836,0.209996,1,0.203299,-1000.0000,-900.0000,1088.0000,-991.8111,-918.8895,1007.2498,-1021.2583,-895.3111,1007.2231,1088.4331,0.1218,0.1218,0.6032
837,0.223888,1,0.217191,-1000.0000,-900.0000,1088.0000,-991.8106,-918.8906,1007.3230,-1021.2592,-895.3093,1007.3001,1088.4342,0.2329,0.2329,0.5262
838,0.237830,1,0.231133,-1000.0000,-900.0000,1088.0000,-991.8102,-918.8915,1007.3963,-1021.2602,-895.3074,1007.3772,1088.4354,0.3444,0.3444,0.4491
839,0.251505,1,0.244808,-1000.0000,-900.0000,1088.0000,-991.8102,-918.8914,1007.4681,-1021.2621,-895.3071,1007.4525,1088.4360,0.4538,0.4538,0.3738
840,0.269696,1,0.262999,-1000.0000,-900.0000,1088.0000,-991.8106,-918.8903,1007.5635,-1021.2658,-895.3084,1007.5523,1088.4364,0.5994,0.5994,0.2740
841,0.284203,1,0.277506,-1000.0000,-900.0000,1088.0000,-991.8109,-918.8888,1007.6395,-1021.2690,-895.3099,1007.6319,1088.4367,0.7154,0.7154,0.1944
842,0.300347,1,0.293650,-1000.0000,-900.0000,1088.0000,-991.8112,-918.8864,1007.7240,-1021.2728,-895.3122,1007.7204,1088.4370,0.8446,0.8446,0.1059
843,0.312977,1,0.306279,-1000.0000,-900.0000,1088.0000,-991.8109,-918.8854,1007.7902,-1021.2746,-895.3137,1007.7893,1088.4374,0.9456,0.9456,0.0370
844,0.326206,1,0.319509,-1000.0000,-900.0000,1088.0000,-991.8088,-918.8885,1007.8258,-1021.2713,-895.3135,1007.8263,1088.4382,1.0000,1.0000,0.0000
845,0.339618,1,0.332921,-1000.0000,-900.0000,1088.0000,-991.8066,-918.8917,1007.8258,-1021.2680,-895.3132,1007.8263,1088.4391,1.0000,1.0000,0.0000
846,0.352548,1,0.345851,-1000.0000,-900.0000,1088.0000,-991.8057,-918.8920,1007.8258,-1021.2675,-895.3096,1007.8263,1088.4399,1.0000,1.0000,0.0000
847,0.365974,1,0.359277,-1000.0000,-900.0000,1088.0000,-991.8054,-918.8909,1007.8258,-1021.2685,-895.3040,1007.8263,1088.4408,1.0000,1.0000,0.0000
848,0.379254,1,0.372557,-1000.0000,-900.0000,1088.0000,-991.8056,-918.8896,1007.8258,-1021.2694,-895.2990,1007.8263,1088.4416,1.0000,1.0000,0.0000
849,0.393016,1,0.386319,-1000.0000,-900.0000,1088.0000,-991.8094,-918.8871,1007.8258,-1021.2704,-895.2973,1007.8263,1088.4422,1.0000,1.0000,0.0000
850,0.405956,1,0.399259,-1000.0000,-900.0000,1088.0000,-991.8129,-918.8848,1007.8258,-1021.2713,-895.2957,1007.8263,1088.4427,1.0000,1.0000,0.0000
851,0.419626,1,0.412929,-1000.0000,-900.0000,1088.0000,-991.8121,-918.8861,1007.8258,-1021.2720,-895.2952,1007.8263,1088.4430,1.0000,1.0000,0.0000
852,0.433066,1,0.426369,-1000.0000,-900.0000,1088.0000,-991.8091,-918.8893,1007.8258,-1021.2725,-895.2954,1007.8263,1088.4432,1.0000,1.0000,0.0000
853,0.445548,1,0.438851,-1000.0000,-900.0000,1088.0000,-991.8066,-918.8919,1007.8258,-1021.2730,-895.2957,1007.8263,1088.4433,1.0000,1.0000,0.0000
854,0.457759,1,0.451062,-1000.0000,-900.0000,1088.0000,-991.8057,-918.8923,1007.8258,-1021.2740,-895.2967,1007.8263,1088.4437,1.0000,1.0000,0.0000
855,0.470363,1,0.463666,-1000.0000,-900.0000,1088.0000,-991.8049,-918.8928,1007.8258,-1021.2749,-895.2977,1007.8263,1088.4442,1.0000,1.0000,0.0000
856,0.482499,1,0.475802,-1000.0000,-900.0000,1088.0000,-991.8033,-918.8939,1007.8258,-1021.2756,-895.2976,1007.8263,1088.4443,1.0000,1.0000,0.0000
857,0.494836,1,0.488139,-1000.0000,-900.0000,1088.0000,-991.8007,-918.8960,1007.8258,-1021.2759,-895.2959,1007.8263,1088.4439,1.0000,1.0000,0.0000
858,0.507276,1,0.500579,-1000.0000,-900.0000,1088.0000,-991.7980,-918.8981,1007.8258,-1021.2762,-895.2943,1007.8263,1088.4435,1.0000,1.0000,0.0000
859,0.519455,1,0.512758,-1000.0000,-900.0000,1088.0000,-991.7976,-918.8965,1007.8258,-1021.2755,-895.2960,1007.8263,1088.4432,1.0000,1.0000,0.0000
860,0.531167,1,0.524470,-1000.0000,-900.0000,1088.0000,-991.7980,-918.8936,1007.8258,-1021.2743,-895.2989,1007.8263,1088.4428,1.0000,1.0000,0.0000
861,0.542873,1,0.536175,-1000.0000,-900.0000,1088.0000,-991.7985,-918.8908,1007.8258,-1021.2732,-895.3019,1007.8263,1088.4425,1.0000,1.0000,0.0000
862,0.555777,1,0.549079,-1000.0000,-900.0000,1088.0000,-991.8037,-918.8878,1007.8258,-1021.2741,-895.2989,1007.8263,1088.4410,1.0000,1.0000,0.0000
863,0.567254,1,0.560557,-1000.0000,-900.0000,1088.0000,-991.8088,-918.8851,1007.8258,-1021.2750,-895.2958,1007.8263,1088.4396,1.0000,1.0000,0.0000
864,0.579239,1,0.572542,-1000.0000,-900.0000,1088.0000,-991.8129,-918.8829,1007.8258,-1021.2756,-895.2931,1007.8263,1088.4382,1.0000,1.0000,0.0000
