render_tick,elapsed_seconds
0,0.028358666
1,0.411079998
2,0.417581750
3,0.438761509
4,0.496236746
5,0.509369350
6,0.528669530
7,0.543951751
8,0.560957010
9,0.579862810
10,0.596170404
11,0.614810419
12,0.631899979
13,0.650084664
