frame,time,phase,age,camera_pitch,barrel_pitch,sample_pitch,aim_weight,jump_weight,x,y,z,foot_x,foot_y,foot_z
1089,3.017097,2,0.000000,-0.000000,-18.000000,-18.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.779633,8.687961,6.132371
1090,3.030023,2,0.012926,0.000000,-16.448856,-16.448858,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.779065,8.683738,6.132371
1091,3.042939,2,0.025842,0.000000,-14.898993,-14.898991,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.778385,8.679740,6.132371
1092,3.056941,2,0.039843,0.000000,-13.218806,-13.218806,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.777608,8.675500,6.132371
1093,3.070770,2,0.053673,0.000000,-11.559275,-11.559275,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.776244,8.673751,6.132371
1094,3.085109,2,0.068012,0.000000,-9.838612,-9.838612,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773355,8.677949,6.132371
1095,3.099810,2,0.082713,0.000000,-8.074430,-8.074430,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.770407,8.682251,6.132371
1096,3.114787,2,0.097690,0.000000,-6.277200,-6.277200,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.774237,8.683339,6.132371
1097,3.127638,2,0.110541,0.000000,-4.735094,-4.735094,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.777585,8.684241,6.132371
1098,3.141265,2,0.124168,0.000000,-3.099862,-3.099861,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.778635,8.684477,6.132371
1099,3.154995,2,0.137898,0.000000,-1.452237,-1.452237,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.777883,8.684204,6.132371
1100,3.169128,2,0.152031,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.776702,8.683867,6.132371
1101,3.183059,2,0.165961,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773623,8.683259,6.132371
1102,3.197244,2,0.180147,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.770484,8.682639,6.132371
1103,3.210761,2,0.193664,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.771383,8.682331,6.132371
1104,3.224366,2,0.207268,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773291,8.682098,6.132371
1105,3.237514,2,0.220417,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.775017,8.681742,6.132371
1106,3.250490,2,0.233392,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.776472,8.681107,6.132371
1107,3.264237,2,0.247140,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.778009,8.680434,6.132371
1108,3.276758,2,0.259661,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.777241,8.680789,6.132371
1109,3.289789,2,0.272692,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.775896,8.681392,6.132371
