frame,wall_ms,sim_ms,gpu_ms,phase,shot_requested,x,y,z,yaw,ready,aa,screen_percentage
767,18.329387,205.535335,4.085000,1,0,0.0000,0.0000,88.0000,0.0000,0,4.0,100.00
768,16.368706,18.315476,7.702000,1,0,0.0000,0.0000,90.0000,0.0000,0,4.0,100.00
769,14.941016,16.478559,7.702000,1,0,0.0000,0.0000,90.0000,0.0000,0,4.0,100.00
770,15.778253,14.866904,4.288000,1,0,0.0000,0.0000,90.0000,0.0000,0,4.0,100.00
771,15.674562,15.761673,3.934000,1,0,6000.0000,-1000.0000,90.0000,0.0000,0,4.0,100.00
772,17.480439,15.676302,3.816000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
773,22.874304,17.465558,3.613000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
774,18.123963,23.459207,4.451000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
775,13.713250,17.547960,3.928000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
776,13.090646,13.703040,3.824000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
777,12.158247,13.081456,3.576000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
778,11.157506,12.225319,3.595000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
779,11.671847,11.103324,3.761000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
780,12.122576,11.592516,3.552000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
781,11.946643,12.099295,3.544000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
782,11.965602,11.996694,3.633000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
783,11.898702,11.974203,3.662000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
784,12.243549,11.938042,3.522000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
785,11.740798,12.213978,3.488000,1,0,6000.0000,-1000.0000,90.0000,0.0000,1,4.0,100.00
